"Index","equity.value","market.value","loan"
2007-11-15,12103.311026507,24278.4610359148,12144.9261259525
2007-11-16,12094.9091151182,24270.059124526,12144.9261259525
2007-11-19,12101.65669254,24276.8067019478,12144.9261259525
2007-11-20,12142.682967603,24317.8329770108,12144.9261259525
2007-11-21,12082.2250650997,24199.8279276899,12087.24125296
2007-11-23,12146.319331413,24263.9221940032,12087.24125296
2007-11-26,12209.462755674,24327.0656182642,12087.24125296
2007-11-27,12121.3513960239,24238.9542586142,12087.24125296
2007-11-28,12108.3646155373,24180.9852649685,12042.2140125606
2007-11-29,12188.2920144504,24260.9126638815,12042.2140125606
2007-11-30,12173.8709433544,24246.4915927856,12042.2140125606
2007-12-03,12210.4651835139,24283.0858329451,12042.2140125606
2007-12-04,12201.2262276731,24273.8468771043,12042.2140125606
2007-12-05,12228.0021861783,24300.6228356095,12042.2140125606
2007-12-06,12252.561027268,24377.0944468288,12094.074921781
2007-12-07,12207.2703729428,24438.6251836932,12200.7895982941
2007-12-10,12225.3223771361,24456.6771878865,12200.7895982941
2007-12-11,12249.0085502098,24480.3633609602,12200.7895982941
2007-12-12,12217.0610235155,24448.4158342659,12200.7895982941
2007-12-13,12106.5098489397,24337.8646596901,12200.7895982941
2007-12-14,12019.9170896276,24105.563675187,12054.9355190239
2007-12-17,11972.783614199,24046.0953223874,12042.5093869111
2007-12-18,12017.5276590378,24090.8393672262,12042.5093869111
2007-12-19,12060.0709512124,24133.3826594008,12042.5093869111
2007-12-20,12087.7934669937,24161.1051751821,12042.5093869111
2007-12-21,12123.7035884911,24197.0152966794,12042.5093869111
2007-12-27,12200.8548172116,24467.395933377,12235.5457585166
2007-12-28,12244.7280408208,24511.2691569862,12235.5457585166
2008-01-02,12327.0341700301,24786.8971893608,12428.6745329075
2008-01-03,12306.6072009463,24766.470220277,12428.6745329075
2008-01-04,12289.2872677276,24653.5333590865,12332.9618922949
2008-01-07,12268.936020275,24633.1821116338,12332.9618922949
2008-01-08,12277.0535350043,24653.1290795872,12344.6949383126
2008-01-09,12328.3087190421,24704.384263625,12344.6949383126
2008-01-10,12280.2815378009,24656.3570823838,12344.6949383126
2008-01-11,12308.8996601474,24673.5249432846,12333.1510799281
2008-01-14,12373.8156433821,24738.4409265193,12333.1510799281
2008-01-15,12333.307455038,24697.9327381752,12333.1510799281
2008-01-16,12191.1409629175,24408.6324615082,12185.7851489248
2008-01-17,12188.7863136688,24311.3740369851,12090.6874828438
2008-01-18,12134.750859183,24257.3385824993,12090.6874828438
2008-01-22,11919.0777417495,23824.8961953254,11873.2033587854
2008-01-23,12030.6324244583,24073.5071233577,12010.1226847829
2008-01-24,12053.9474102107,24136.5129914728,12049.5440562632
2008-01-25,12128.5353528216,24211.1009340836,12049.5440562632
2008-01-29,12116.3073435779,24198.8729248399,12049.5440562632
2008-01-30,12065.7125357565,24148.2781170185,12049.5440562632
2008-01-31,12135.2010525297,24177.4309704632,12009.1680168953
2008-02-01,12242.1453363032,24444.2318262787,12168.7745184686
2008-02-04,12297.4478405119,24499.5343304874,12168.7745184686
2008-02-05,12237.0227047972,24437.1968820146,12166.7547186216
2008-02-13,12241.5744380167,24491.7837652074,12216.73988343
2008-02-14,12200.9490935866,24451.1584207772,12216.73988343
2008-02-15,12186.8969125862,24437.1062397769,12216.73988343
2008-02-19,12196.7419878626,24476.7104488263,12246.2558473717
2008-02-20,12136.9740367614,24316.0113575171,12145.2236749913
2008-02-21,12229.2415482443,24408.2788689999,12145.2236749913
2008-02-22,12207.2036584859,24386.2409792415,12145.2236749913
2008-02-25,12225.8412898158,24431.1823052217,12171.4183151724
2008-02-26,12276.6322598231,24608.3451648853,12297.6639591846
2008-02-27,12334.7240630529,24666.4369681151,12297.6639591846
2008-02-28,12341.6042951053,24673.3172001675,12297.6639591846
2008-02-29,12390.6910936089,24780.0521175343,12355.1438848504
2008-03-03,12419.3510850837,24808.7121090091,12355.1438848504
2008-03-04,12308.7620032722,24778.5278301421,12435.4683633165
2008-03-05,12262.0693952405,24612.3921589834,12315.9057375637
2008-03-06,12288.6763081691,24689.0488255927,12365.9054914905
2008-03-07,12262.6284561475,24547.8717680289,12250.6610414983
2008-03-10,12212.7637174793,24498.0070293607,12250.6610414983
2008-03-11,12200.0833432541,24485.3266551355,12250.6610414983
2008-03-12,12266.7213267015,24561.2829256052,12259.876390491
2008-03-13,12217.6373180309,24512.1989169346,12259.876390491
2008-03-14,12249.4212574995,24596.3193298,12312.1605796985
2008-03-17,12176.6817810281,24328.7010049634,12116.9957685315
2008-03-18,12122.1135525861,24270.8106755471,12113.4527193672
2008-03-19,12116.3028927099,24213.4494609806,12061.8505625201
2008-03-20,12040.1949447,23988.8218706013,11913.1822518399
2008-03-25,12111.1715102765,24059.7984361777,11913.1822518399
2008-03-26,12121.5917980022,24176.0405484191,12018.8983602472
2008-03-27,12035.7664805417,24090.2152309586,12018.8983602472
2008-03-28,12069.9796528537,24124.4284032706,12018.8983602472
2008-03-31,12047.7820770698,24102.2308274868,12018.8983602472
2008-04-01,11947.8198414733,23888.016986793,11904.3177191257
2008-04-02,11991.1886407278,23891.5553858056,11864.4474486132
2008-04-03,12041.199551713,23941.5662967908,11864.4474486132
2008-04-07,12132.9318600542,24216.7357818935,12047.7013714519
2008-04-08,12095.9201618526,24179.7240836918,12047.7013714519
2008-04-09,12106.7067878873,24190.5107097266,12047.7013714519
2008-04-10,12078.0312281369,24161.8351499762,12047.7013714519
2008-04-11,12073.8909207153,24206.2115139869,12096.169574681
2008-04-14,12012.2057213579,24027.3733489897,11978.8993388054
2008-04-15,12029.6623187464,23996.0417002927,11930.0622556367
2008-04-16,12033.7335821508,24053.7584296639,11983.6541297294
2008-04-17,12008.5474472499,24028.5722947631,11983.6541297294
2008-04-18,12022.4696361059,23983.3542659474,11924.4547126407
2008-04-21,12037.8591206794,23998.7437505209,11924.4547126407
2008-04-22,12013.0965383629,24048.8851297124,11996.9445120392
2008-04-23,12069.8431401825,24060.4209231714,11951.6884476142
2008-04-24,12070.2737385004,23991.0033846158,11881.7703926858
2008-04-28,12106.8550614836,24027.584707599,11881.7703926858
2008-04-29,12043.7166177763,23964.4462638917,11881.7703926858
2008-04-30,12102.4026462371,24023.1322923525,11881.7703926858
2008-05-05,12178.902234591,24390.4711344986,12172.3190977729
2008-05-06,12182.7039781277,24394.2728780353,12172.3190977729
2008-05-07,12110.010928567,24276.8892177958,12127.583751748
2008-05-08,12178.3453735712,24345.2236627999,12127.583751748
2008-05-09,12184.1563621129,24351.0346513416,12127.583751748
2008-05-12,12239.9785157813,24406.8568050101,12127.583751748
2008-05-13,12175.6307977506,24342.5090869794,12127.583751748
2008-05-14,12196.9660277881,24363.8443170168,12127.583751748
2008-05-15,12231.6384269791,24398.5167162078,12127.583751748
2008-05-16,12296.5200353172,24607.0974881522,12271.1393597462
2008-05-19,12299.3016856932,24609.8791385282,12271.1393597462
2008-05-20,12286.5130255547,24597.0904783896,12271.1393597462
2008-05-21,12249.9942977157,24560.5717505507,12271.1393597462
2008-05-22,12204.1850445881,24354.7292147872,12110.9458836342
2008-05-23,12186.666728476,24375.1064691267,12148.8035963731
2008-05-27,12167.6888914536,24407.0216524572,12199.6457745479
2008-05-28,12138.0897655781,24377.4225265817,12199.6457745479
2008-05-29,12062.9544187714,24143.5968612621,12040.7966068673
2008-05-30,12064.5609117028,24185.5113002859,12081.0642852812
2008-06-02,12080.4072512556,24201.3576398387,12081.0642852812
2008-06-03,12080.3268468665,24201.2772354495,12081.0642852812
2008-06-04,12037.729017004,24158.6794055871,12081.0642852812
2008-06-05,12059.5307431364,24137.6383444889,12038.1786123778
2008-06-06,12086.9015650525,24155.0764158132,12028.1413112799
2008-06-10,11891.9209295442,23767.7921905839,11835.5432190309
2008-06-11,11880.497124333,23756.3683853728,11835.5432190309
2008-06-12,11783.8396871127,23587.6836900447,11763.3559260128
2008-06-13,11788.6894873218,23592.5334902538,11763.3559260128
2008-06-16,11813.8572274443,23617.7012303763,11763.3559260128
2008-06-17,11819.8351917522,23623.6791946842,11763.3559260128
2008-06-18,11853.2240303204,23657.0680332525,11763.3559260128
2008-06-19,11774.1878182774,23630.3785812066,11815.6503915444
2008-06-20,11783.4934449687,23639.6842078979,11815.6503915444
2008-06-23,11753.3114327049,23565.2070046824,11771.3108610622
2008-06-24,11756.4498136743,23568.3453856518,11771.3108610622
2008-06-25,11789.5771598051,23601.4727317827,11771.3108610622
2008-06-26,11797.9126066253,23661.6392496614,11823.0901528291
2008-06-27,11792.2479650728,23655.9746081089,11823.0901528291
2008-06-30,11784.3590189715,23600.5673891412,11775.524314124
2008-07-01,11741.0323107723,23603.518303835,11821.7557056255
2008-07-02,11753.5601776133,23616.0461706761,11821.7557056255
2008-07-03,11719.8185475493,23536.4083862032,11775.8136091201
2008-07-07,11735.6919103077,23454.1211437448,11677.5547450393
2008-07-08,11710.9049800522,23473.3890373917,11721.5655581286
2008-07-09,11755.8913652572,23518.3754225967,11721.5655581286
2008-07-10,11754.1128391479,23516.5968964874,11721.5655581286
2008-07-11,11723.6717154022,23525.8424900373,11761.2126283539
2008-07-14,11757.652878357,23517.3589749827,11718.7054431594
2008-07-15,11660.4195933356,23280.8927401388,11579.3331210147
2008-07-16,11607.7002481346,23228.1733949378,11579.3331210147
2008-07-17,11594.2220520958,23272.9314560979,11637.5112001344
2008-07-18,11582.9580110909,23261.667415093,11637.5112001344
2008-07-21,11651.3267550695,23330.0361590715,11637.5112001344
2008-07-22,11625.5655238096,23305.5731916928,11638.7151988599
2008-07-23,11574.1149053279,23213.5305221969,11598.082515162
2008-07-24,11596.7185362057,23236.1341530746,11598.082515162
2008-07-25,11528.0430927322,23020.8482524514,11451.3253007979
2008-07-28,11548.3253674909,23041.1305272101,11451.3253007979
2008-07-29,11497.4787938642,23032.5279173469,11493.5270627995
2008-07-30,11530.8211139923,23065.870237475,11493.5270627995
2008-07-31,11536.6044621472,23071.65358563,11493.5270627995
2008-08-01,11514.2807652021,22978.1879359987,11422.3138969474
2008-08-04,11451.3932978007,22970.4992523694,11477.4575370794
2008-08-05,11390.6943925232,22766.105530051,11333.5319602629
2008-08-06,11405.9557571178,22781.3668946456,11333.5319602629
2008-08-07,11456.7321499569,22832.1432874847,11333.5319602629
2008-08-08,11385.9249890026,22730.5191525875,11302.6021527022
2008-08-11,11305.1755930388,22599.2844099321,11251.9407060931
2008-08-12,11292.3688235318,22586.4776404251,11251.9407060931
2008-08-13,11283.8678595833,22577.9766764767,11251.9407060931
2008-08-14,11323.4382355648,22662.3965569768,11296.7454059119
2008-08-15,11268.3278234346,22574.429285777,11263.7336478245
2008-08-18,11308.9989812373,22597.6640356506,11244.6780842592
2008-08-19,11224.2651590092,22552.2797685775,11283.9883291692
2008-08-20,11360.2456603723,22688.2602699406,11283.9883291692
2008-08-21,11370.6846792628,22646.2663476586,11231.5029025702
2008-08-22,11350.3155041869,22587.9863449672,11193.5541261783
2008-08-25,11352.6586999185,22590.3295406988,11193.5541261783
2008-08-26,11303.2706082943,22540.9414490746,11193.5541261783
2008-08-27,11319.4056509428,22557.0764917232,11193.5541261783
2008-08-28,11341.6422514815,22579.3130922619,11193.5541261783
2008-08-29,11389.3166401305,22626.9874809108,11193.5541261783
2008-09-02,11266.5732054012,22504.2440461816,11193.5541261783
2008-09-03,11271.9026873741,22509.5735281545,11193.5541261783
2008-09-04,11189.3663751936,22267.8287485881,11034.0052909633
2008-09-05,11127.6295192433,22242.901161905,11070.7777877338
2008-09-08,11187.673100984,22350.9811179405,11118.7661736427
2008-09-09,11110.6505952663,22208.971111115,11053.5957712184
2008-09-10,11074.9916634137,22173.3121792624,11053.5957712184
2008-09-11,11068.741560879,22159.4658288215,11045.8882585275
2008-09-12,11126.7296688945,22275.756769211,11104.1328463137
2008-09-16,11052.3883642866,21989.2465904727,10891.5176975756
2008-09-17,11023.6479621932,22175.0378544988,11105.8350463463
2008-09-18,11053.3844375324,22092.1909189952,10992.9969890317
2008-09-19,11204.7803883255,22516.24496284,11265.288187988
2008-09-22,11352.7674257176,22817.2738888298,11418.0188451379
2008-09-23,11241.8447707968,22569.5842718432,11281.0311584017
2008-09-24,11301.5613988022,22629.3008998486,11281.0311584017
2008-09-25,11337.2714987487,22665.0109997951,11281.0311584017
2008-09-26,11345.5549800632,22673.2944811096,11281.0311584017
2008-10-06,10778.8022713883,21564.9965591538,10737.8133291083
2008-10-07,10723.2185343112,21451.0110482419,10679.2394902304
2008-10-08,10624.7261888248,21195.788949053,10522.1168535313
2008-10-09,10535.808625316,20981.1351952993,10396.16531506
2008-10-10,10392.99842226,20780.3681744949,10337.8277023633
2008-10-13,10588.9934163796,21198.7293150973,10558.4898337909
2008-10-14,10522.8011404568,21080.24897379,10506.1494280005
2008-10-15,10395.745078298,20744.8751463088,10297.499951253
2008-10-16,10346.3486402063,20772.4162425568,10374.1880985942
2008-10-17,10365.3633768537,20791.4309792042,10374.1880985942
2008-10-20,10462.7302779396,20873.9360224384,10359.3113640079
2008-10-21,10448.0414008978,20874.0514289761,10374.1008580934
2008-10-22,10328.7220844361,20736.8551438089,10356.0208726998
2008-10-23,10327.4469684639,20629.8078135939,10250.1427803647
2008-10-24,10098.7876498831,20144.0335110717,9992.55767821539
2008-10-27,10087.4265523379,20149.7661118082,10009.571720611
2008-10-28,10265.4247967713,20546.6569589092,10228.073573867
2008-10-29,10279.1436656711,20547.9717261504,10215.5449236263
2008-10-30,10345.7609326202,20663.5366720342,10264.4106340705
2008-10-31,10292.0338535753,20586.9408924858,10241.519041975
2008-11-03,10337.185644185,20614.9100369695,10224.319196003
2008-11-04,10452.4003267195,20921.3002801227,10415.1714840613
2008-11-05,10461.7064578383,20947.4260155903,10431.9742856085
2008-11-06,10299.9112955233,20597.1573934216,10243.1231783861
2008-11-07,10336.1713620818,20633.4174599802,10243.1231783861
2008-11-10,10427.3503597845,20884.8841641559,10403.1494863539
2008-11-11,10326.7324466967,20633.0126103622,10251.7444406022
2008-11-12,10325.8987779328,20637.3572092371,10256.7792372479
2008-11-13,10346.5612111937,20624.5901750336,10223.3163068533
2008-11-14,10377.8887505939,20678.4950430047,10245.8710806503
2008-11-17,10367.8903156144,20723.0964311049,10300.4163584522
2008-11-18,10370.5183877386,20725.7245032291,10300.4163584522
2008-11-19,10380.2012883121,20711.0939682955,10275.9240354934
2008-11-20,10332.8403345382,20650.5194132041,10262.5194931286
2008-11-21,10345.9493340818,20656.0479199675,10254.8528681602
2008-11-24,10395.6439727395,20818.3092017992,10367.1137187848
2008-11-25,10497.5874087997,21038.9200270181,10485.6123530543
2008-11-26,10548.4414142338,21089.7740324521,10485.6123530543
2008-11-28,10631.3429336473,21295.9646841239,10608.748188709
2008-12-01,10654.4306552163,21237.8586709531,10527.3362832889
2008-12-02,10616.2193434346,21206.6769759168,10534.3151086791
2008-12-03,10670.5194483558,21260.977080838,10534.3151086791
2008-12-04,10666.8570839916,21292.2096633503,10569.1398866265
2008-12-05,10617.0808244242,21260.9478765503,10587.6032048183
2008-12-08,10729.8947569436,21373.7618090697,10587.6032048183
2008-12-09,10695.2465508472,21319.5873275464,10568.0573835701
2008-12-10,10765.2197515999,21505.4919182239,10683.8729579205
2008-12-11,10813.0411975227,21553.3133641467,10683.8729579205
2008-12-12,10782.2333593156,21522.5055259396,10683.8729579205
2008-12-15,10869.4032124731,21627.7807220964,10701.9602136642
2008-12-16,10981.7084604873,21942.8112432993,10904.4050723636
2008-12-17,11053.9781717502,22015.0809545622,10904.4050723636
2008-12-18,11085.4389389537,22105.0309546312,10962.835874427
2008-12-19,11081.4281705837,22101.0201862612,10962.835874427
2008-12-22,11060.7843686754,22080.376384353,10962.835874427
2008-12-23,11022.2852649492,22041.8772806267,10962.835874427
2008-12-24,11010.84754696,22098.1322208061,11030.4609075625
2008-12-29,11153.3255231088,22331.3938831457,11121.0821215902
2008-12-30,11163.8835072066,22341.9518672435,11121.0821215902
2009-01-05,11179.6700533891,22322.980973388,11086.0069670119
2009-01-06,11206.6566634898,22385.7548697316,11121.7585017202
2009-01-07,11159.0367404395,22338.1349466813,11121.7585017202
2009-01-08,11133.5136532761,22346.9831018648,11156.0954071616
2009-01-09,11153.4642196222,22375.8768924204,11164.9693707948
2009-01-12,11123.2979504109,22272.438996462,11091.5926522137
2009-01-13,11056.4769537164,22071.6269397774,10957.4674670383
2009-01-14,11070.403400005,22143.2224538081,11015.0789233242
2009-01-15,11007.9334564569,22018.0539494119,10952.2821052269
2009-01-16,11013.7697368711,22023.8902298261,10952.2821052269
2009-01-20,10942.3468965702,21874.8986189026,10874.4925799814
2009-01-21,10922.0149231926,21903.2778691476,10923.1074308794
2009-01-22,10885.442547456,21866.705493411,10923.1074308794
2009-01-23,10888.5911966012,21888.3620164867,10941.5968154254
2009-02-02,10875.1944257205,21803.4104353776,10869.9703787603
2009-02-03,10831.3406977178,21755.1799430411,10865.4551000421
2009-02-04,10779.5210184145,21573.5202008977,10734.5372442045
2009-02-05,10797.3436833144,21591.3428657976,10734.5372442045
2009-02-06,10871.1817945498,21747.1330219756,10816.3309103495
2009-02-09,10876.5138587401,21777.0449804778,10840.820816885
2009-02-10,10825.2057266269,21689.796036362,10804.7971974626
2009-02-11,10866.3031359184,21730.8934456536,10804.7971974626
2009-02-12,10903.2362319733,21789.4309872124,10826.3800601039
2009-02-13,10880.2354677679,21737.4479786133,10797.3688044546
2009-02-17,10895.9008710135,21814.7862374753,10858.9000079956
2009-02-18,10845.1638605793,21821.8511002335,10916.644137059
2009-02-19,10830.2746624875,21685.7680182472,10795.3289379654
2009-02-20,10839.6681511632,21695.1615069228,10795.3289379654
2009-02-23,10833.3406865554,21734.9146916174,10841.363552653
2009-02-24,10868.358695031,21750.6424130539,10822.0539560173
2009-02-25,10818.2536224274,21700.5373404503,10822.0539560173
2009-02-26,10826.5112923311,21696.4841437016,10809.6689241589
2009-02-27,10736.0873728722,21462.5027528572,10665.9298184923
2009-03-02,10699.8108023254,21467.7544281133,10707.4165775361
2009-03-03,10673.833846592,21441.7774723798,10707.4165775361
2009-03-04,10733.6952984515,21483.6300260475,10689.3896524191
2009-03-05,10728.1231006117,21450.0855278111,10661.3182092065
2009-03-06,10756.9452028906,21494.408011623,10676.8031058428
2009-03-09,10722.6318765272,21460.0946852596,10676.8031058428
2009-03-10,10754.0368505914,21496.8030434548,10682.0032120778
2009-03-11,10760.1927668192,21502.9589596826,10682.0032120778
2009-03-12,10837.6140932339,21687.1888829936,10788.6682926859
2009-03-13,10871.0015391923,21696.5131858172,10764.5810623207
2009-03-16,10891.6599143678,21698.5522604197,10745.9431238092
2009-03-17,10919.6866173841,21786.0774962193,10805.3822174988
2009-03-18,11074.0665233649,22194.1059589879,11058.5542907925
2009-03-19,11122.4705475199,22223.7130865114,11039.7385784487
2009-03-20,11129.1787560622,22250.8853826826,11060.1822224336
2009-03-23,11239.0248327062,22551.2098446346,11250.2211071559
2009-03-24,11189.8107706447,22501.9957825731,11250.2211071559
2009-03-25,11145.9507502048,22311.1283436742,11103.0665341238
2009-03-26,11232.6702602973,22397.8478537667,11103.0665341238
2009-03-27,11171.5049694763,22336.6825629457,11103.0665341238
2009-03-30,11107.4421540119,22312.9360198409,11143.342530487
2009-03-31,11132.7856723477,22338.2795381767,11143.342530487
2009-04-01,11153.4911850694,22358.9850508983,11143.342530487
2009-04-02,11237.8568214511,22504.3475992466,11204.14690828
2009-04-03,11194.0942272446,22468.5839904712,11212.0393203412
2009-04-07,11144.9708558096,22292.8105378099,11085.2624622568
2009-04-08,11133.3521932463,22281.1918752466,11085.2624622568
2009-04-09,11170.9117153117,22300.7575340381,11067.2505871078
2009-04-14,11247.2243452894,22539.3642913073,11229.382582404
2009-04-15,11266.304293437,22523.1697690957,11194.0728022647
2009-04-16,11268.942159992,22525.8076356507,11194.0728022647
2009-04-17,11229.596764831,22523.6501372904,11231.2235483193
2009-04-20,11179.3404200332,22488.9424037406,11246.7566264892
2009-04-21,11168.7545460606,22348.5557153266,11116.8258813026
2009-04-22,11147.5209333278,22327.3221025938,11116.8258813026
2009-04-23,11179.2193594233,22359.0205286893,11116.8258813026
2009-04-24,11198.8850995181,22338.3722088737,11076.4714669778
2009-04-27,11195.3499780834,22334.8370874389,11076.4714669778
2009-04-28,11145.25121788,22284.7383272356,11076.4714669778
2009-04-29,11184.3201965093,22323.8073058649,11076.4714669778
2009-04-30,11197.5169003882,22403.7502711041,11143.1510487564
2009-05-04,11285.5705108351,22595.324834352,11246.4867604833
2009-05-05,11284.7499078454,22570.7087806733,11222.6674905244
2009-05-06,11336.7749812923,22622.7338541202,11222.6674905244
2009-05-07,11315.9544045071,22643.9370783165,11264.5770599569
2009-05-08,11380.5420826885,22833.0127044844,11388.940644359
2009-05-11,11377.9852680224,22830.4558898183,11388.940644359
2009-05-12,11401.3390578973,22853.8096796932,11388.940644359
2009-05-13,11400.784925265,22872.0206924001,11407.6870432993
2009-05-14,11388.7475176326,22859.9832847677,11407.6870432993
2009-05-15,11370.8422367569,22842.0780038921,11407.6870432993
2009-05-18,11400.6213940097,22855.2834718653,11391.0967637402
2009-05-19,11425.8344977589,22880.4965756145,11391.0967637402
2009-05-20,11459.8459771969,22914.5080550525,11391.0967637402
2009-05-21,11390.7549766913,22803.8677555975,11349.5058739009
2009-05-22,11372.9244617103,22851.1669280682,11414.5704967297
2009-05-26,11381.8662341842,22839.5027717655,11393.9439413979
2009-05-27,11321.6435330932,22699.0501868284,11313.5237810419
2009-06-01,11486.2975965963,23017.6317449045,11467.0296460099
2009-06-02,11508.4345413037,23039.7686896119,11467.0296460099
2009-06-03,11537.843796825,23069.1779451332,11467.0296460099
2009-06-04,11495.3463549043,23010.9551956146,11451.1975567956
2009-06-05,11460.713754921,22976.3225956314,11451.1975567956
2009-06-09,11455.2970431119,22970.9058838223,11451.1975567956
2009-06-10,11450.7343598884,22946.3931650484,11431.2275512398
2009-06-11,11502.9354699364,22998.5942750965,11431.2275512398
2009-06-12,11495.2043475021,22990.8631526621,11431.2275512398
2009-06-15,11461.994281838,22979.0726518037,11452.6257178788
2009-06-16,11465.2750827415,22997.3540193967,11467.6112989873
2009-06-17,11481.0394680636,23013.1184047188,11467.6112989873
2009-06-18,11433.065713855,22965.1446505102,11467.6112989873
2009-06-19,11446.5673767317,22978.646313387,11467.6112989873
2009-06-22,11414.7007595743,22911.7216234566,11432.5181330484
2009-06-23,11429.1153675357,22947.6303121283,11453.9907411505
2009-06-24,11431.6891570532,22950.2041016458,11453.9907411505
2009-06-26,11514.1905159477,22962.6246572069,11383.8397868628
2009-06-29,11536.9496947208,22985.3838359799,11383.8397868628
2009-06-30,11529.8723501727,22961.0504026867,11366.5664247555
2009-07-01,11529.9507631437,22961.1288156576,11366.5664247555
2009-07-02,11499.6350724733,22930.8131249873,11366.5664247555
2009-07-06,11473.2782645969,22921.087200547,11383.0907448279
2009-07-07,11458.9409093877,22942.5820698153,11418.8871728774
2009-07-08,11471.6492627303,22872.5805607047,11336.094517769
2009-07-09,11453.1700804207,22854.1013783951,11336.094517769
2009-07-10,11470.2090270253,22871.1403249997,11336.094517769
2009-07-13,11450.4401846792,22851.3714826535,11336.094517769
2009-07-14,11473.0238098144,22873.9551077888,11336.094517769
2009-07-15,11486.326203069,22922.9345425883,11371.6158006865
2009-07-16,11522.1239865192,22937.6170111218,11350.4793493183
2009-07-17,11502.7667381814,22918.2597627839,11350.4793493183
2009-07-20,11576.5341843152,23179.435266413,11537.7001859769
2009-07-21,11610.0067748102,23212.9078569081,11537.7001859769
2009-07-22,11593.0796232487,23195.9807053465,11537.7001859769
2009-07-23,11596.3395000502,23224.0783550469,11562.4310460258
2009-07-24,11617.1456013247,23244.8844563213,11562.4310460258
2009-07-27,11636.8872210922,23207.1672593158,11504.9147129197
2009-07-28,11613.4869631012,23183.7670013248,11504.9147129197
2009-07-29,11544.352729599,23114.6327678227,11504.9147129197
2009-07-30,11620.0827928926,23190.3628311162,11504.9147129197
2009-07-31,11722.1806843923,23490.4444130456,11702.6202778867
2009-08-03,11750.6055791519,23476.6959426406,11660.4046971414
2009-08-04,11693.1943062588,23397.3615353742,11638.4596176886
2009-08-05,11686.1915080409,23390.3587371564,11638.4596176886
2009-08-06,11688.1515114479,23392.3187405633,11638.4596176886
2009-08-07,11662.3395934138,23409.0319255257,11680.9107077373
2009-08-10,11688.9972278849,23435.6895599968,11680.9107077373
2009-08-11,11699.6288738804,23411.5989487632,11646.1536934938
2009-08-12,11670.4228701498,23436.2663047102,11699.9732336313
2009-08-13,11769.1160223141,23534.9594568745,11699.9732336313
2009-08-14,11734.4942431239,23428.2645671475,11627.8279778387
2009-08-17,11662.0671456568,23370.9709993812,11642.9463891282
2009-08-18,11676.2706942574,23385.1745479818,11642.9463891282
2009-08-19,11685.4324771228,23479.9581568169,11728.4826788082
2009-08-20,11749.664733109,23544.190412803,11728.4826788082
2009-08-21,11723.2409307879,23495.7942652442,11706.4883392309
2009-08-24,11832.9608004667,23605.514134923,11706.4883392309
2009-08-25,11798.3045089376,23551.4347384341,11687.0457917236
2009-08-26,11807.3463664889,23560.4765959854,11687.0457917236
2009-08-27,11801.4856370821,23554.6158665787,11687.0457917236
2009-08-28,11813.4849953761,23566.6152248726,11687.0457917236
2009-08-31,11757.0653255919,23554.6602754535,11731.4660917886
2009-09-01,11750.9172810373,23546.524550031,11729.3647631567
2009-09-02,11764.6594779939,23560.2667469876,11729.3647631567
2009-09-03,11795.2205471514,23562.6494007671,11701.1210198782
2009-09-04,11788.2761402894,23555.7049939051,11701.1210198782
2009-09-08,11844.0391279212,23635.4485648885,11724.9945094987
2009-09-09,11858.496932298,23649.9063692653,11724.9945094987
2009-09-10,11903.4216649584,23851.4393391128,11881.410705571
2009-09-11,11911.6271502503,23859.6448244047,11881.410705571
2009-09-14,11896.0535628498,23880.1684659399,11917.471873339
2009-09-15,11900.5037537742,23884.6186568643,11917.471873339
2009-09-16,11950.6417652872,23916.8646424999,11899.5619375257
2009-09-17,11997.9793319075,23964.2022091202,11899.5619375257
2009-09-18,11937.1036183939,23903.3264956066,11899.5619375257
2009-09-21,11910.5707758629,23876.7936530756,11899.5619375257
2009-09-22,11928.3353922239,23894.5582694366,11899.5619375257
2009-09-23,11904.9690286283,23853.0221736647,11881.3740174293
2009-09-24,11892.8504757306,23840.903620767,11881.3740174293
2009-09-25,11889.4953760713,23837.5485211077,11881.3740174293
2009-09-28,11920.7140826385,23868.7672276749,11881.3740174293
2009-09-29,11922.6501025112,23870.7032475476,11881.3740174293
2009-09-30,11968.4295598071,23916.4827048435,11881.3740174293
2009-10-09,12042.8534792309,24122.2148337622,12012.5510498917
2009-10-12,12079.0484093533,24158.4097638845,12012.5510498917
2009-10-13,12111.4265385944,24152.8772266501,11974.6024348012
2009-10-14,12176.4446289505,24404.0367558008,12160.5215687784
2009-10-15,12179.0150652319,24406.6071920822,12160.5215687784
2009-10-16,12185.1997637437,24346.0322957802,12088.952123654
2009-10-19,12235.2606470011,24505.7399274015,12198.4893348067
2009-10-20,12248.4251905934,24518.9044709937,12198.4893348067
2009-10-21,12252.3199755033,24522.7992559036,12198.4893348067
2009-10-22,12263.6665329441,24534.1458133444,12198.4893348067
2009-10-23,12248.4331319584,24518.9124123587,12198.4893348067
2009-10-26,12213.1942175599,24483.6734979602,12198.4893348067
2009-10-27,12200.2115946776,24470.6908750779,12198.4893348067
2009-10-28,12131.1286611415,24273.7537370184,12070.4242830279
2009-10-29,12161.3959992359,24304.0210751128,12070.4242830279
2009-10-30,12144.4801500734,24287.1052259503,12070.4242830279
2009-11-02,12168.1955207529,24310.8205966298,12070.4242830279
2009-11-03,12173.4133407029,24316.0384165798,12070.4242830279
2009-11-04,12213.3019816697,24461.3299641282,12175.7218920005
