"Index","value"
2008-08-26,100343.902954899
2008-08-27,100331.991262353
2008-08-28,100336.336651448
2008-08-29,100543.068233385
2008-09-02,100030.000884437
2008-09-03,100131.2711185
2008-09-04,99836.4236721109
2008-09-05,99824.8650237102
2008-09-08,99831.8263606046
2008-09-09,99656.282685783
2008-09-10,99551.0846960446
2008-09-11,99671.5964487327
2008-09-12,99980.7264340825
2008-09-16,100077.627799566
2008-09-17,100074.095817836
2008-09-18,100187.183181698
2008-09-19,100557.782413285
2008-09-22,101006.532353382
2008-09-23,100751.598269829
2008-09-24,101002.871087927
2008-09-25,101035.691728139
2008-09-26,101158.646641122
2008-10-06,99314.3557391997
2008-10-07,99267.5654735652
2008-10-08,98978.0148091477
2008-10-09,98885.0736446637
2008-10-10,98143.7913791408
2008-10-13,98928.3051731565
2008-10-14,98794.6236434715
2008-10-15,97960.3164296787
2008-10-16,98077.7865316272
2008-10-17,98121.048180303
2008-10-20,98554.6911923157
2008-10-21,98115.6734541223
2008-10-22,97577.3321160237
2008-10-23,97596.0838665834
2008-10-24,96337.1929501481
2008-10-27,96127.2192379402
2008-10-28,97223.7618620967
2008-10-29,97563.5864654743
2008-10-30,97881.8046461616
2008-10-31,97522.4758328091
2008-11-03,97659.2054803535
2008-11-04,98383.3749453082
2008-11-05,98257.4042718663
2008-11-06,97484.8370810675
2008-11-07,97798.2201917945
2008-11-10,98092.855099713
2008-11-11,97617.4892900875
2008-11-12,97449.8989818332
2008-11-13,97903.3231346727
2008-11-14,97776.8994240685
2008-11-17,97743.6251650491
2008-11-18,97704.9845543794
2008-11-19,97575.1276977769
2008-11-20,97099.7218751687
2008-11-21,97363.2458255375
2008-11-24,97912.8115752659
2008-11-25,98196.3542379192
2008-11-26,98334.9192835029
2008-11-28,98635.5798992956
2008-12-01,98514.4887570097
2008-12-02,98482.8338831132
2008-12-03,98717.8652815572
2008-12-04,98598.7711752925
2008-12-05,98464.8008956164
2008-12-08,99113.3206178828
2008-12-09,98837.9529543567
2008-12-10,99127.9017172526
2008-12-11,99580.2107070885
2008-12-12,99350.3174221941
2008-12-15,99814.5098059297
2008-12-16,100530.696525224
2008-12-17,100940.631104667
2008-12-18,100839.638384999
2008-12-19,100781.655625021
2008-12-22,100754.759685057
2008-12-23,100624.88022358
2008-12-24,100633.652025672
2008-12-29,101231.957465939
2008-12-30,101294.297183707
2009-01-05,101550.370300999
2009-01-06,101598.472899834
2009-01-07,101386.721673701
2009-01-08,101365.493651636
2009-01-09,101298.333142099
2009-01-12,100962.756961987
2009-01-13,100548.193115504
2009-01-14,100514.314896353
2009-01-15,100319.227425451
2009-01-16,100467.249666862
2009-01-20,99879.1395987452
2009-01-21,100024.914583609
2009-01-22,99766.4653774913
2009-01-23,99808.3275374157
2009-02-02,99672.2433360947
2009-02-03,99687.5305296944
2009-02-04,99340.6177884573
2009-02-05,99450.1722038087
2009-02-06,99926.2883774609
2009-02-09,100062.712932817
2009-02-10,99584.6717742105
2009-02-11,99794.9105575754
2009-02-12,99938.1082865318
2009-02-13,99893.1576812725
2009-02-17,99667.1610721763
2009-02-18,99550.0619698173
2009-02-19,99593.8989579173
2009-02-20,99720.0552561107
2009-02-23,99606.3616653242
2009-02-24,99885.6683890528
2009-02-25,99661.4335504071
2009-02-26,99704.7082568427
2009-02-27,99243.6647724518
2009-03-02,99013.5123761722
2009-03-03,98933.7531326172
2009-03-04,99263.4184738915
2009-03-05,99115.9347856798
2009-03-06,99336.7550313814
2009-03-09,99196.6124091241
2009-03-10,99378.4146305855
2009-03-11,99448.1473014116
2009-03-12,99842.8593845406
2009-03-13,99979.4317676624
2009-03-16,100087.832416503
2009-03-17,100204.635586247
2009-03-18,100912.236766947
2009-03-19,101320.205089453
2009-03-20,101368.792200885
2009-03-23,101883.11157383
2009-03-24,101497.573240654
2009-03-25,101418.952265552
2009-03-26,101738.547932637
2009-03-27,101404.96498513
2009-03-30,101113.71634022
2009-03-31,101292.906253855
2009-04-01,101422.508425631
2009-04-02,101923.062569746
2009-04-03,101776.86459143
2009-04-07,101457.514315796
2009-04-08,101397.386092114
2009-04-09,101578.544875539
2009-04-14,101849.754320176
2009-04-15,101981.766776019
2009-04-16,101959.999389644
2009-04-17,101767.562572384
2009-04-20,101365.662738872
2009-04-21,101509.910170504
2009-04-22,101409.946780882
2009-04-23,101618.986522707
2009-04-24,101825.628273304
2009-04-27,101646.988443848
2009-04-28,101510.351111421
2009-04-29,101849.68859534
2009-04-30,101878.43355237
2009-05-04,102347.14415907
2009-05-05,102300.517652098
2009-05-06,102534.901958675
2009-05-07,102541.969197455
2009-05-08,102949.971544625
2009-05-11,102851.778317728
2009-05-12,102997.708883711
2009-05-13,102910.687865611
2009-05-14,102963.3732923
2009-05-15,102768.48374326
2009-05-18,103044.83513515
2009-05-19,103172.96428787
2009-05-20,103325.832864267
2009-05-21,103212.89056181
2009-05-22,103194.176222573
2009-05-26,103263.546750772
2009-05-27,102912.144477225
2009-06-01,103855.185817517
2009-06-02,103993.637513609
2009-06-03,103947.977798432
2009-06-04,103864.277276619
2009-06-05,103571.515926727
2009-06-09,103651.772784532
2009-06-10,103609.993992071
2009-06-11,103937.859584599
2009-06-12,103820.359040165
2009-06-15,103520.625584685
2009-06-16,103547.910446738
2009-06-17,103659.352830226
2009-06-18,103495.579939994
2009-06-19,103555.657877278
2009-06-22,103268.315460958
2009-06-23,103473.04106965
2009-06-24,103464.377072273
2009-06-26,103835.39018397
2009-06-29,103969.698881063
2009-06-30,103934.591275576
2009-07-01,103989.457792387
2009-07-02,103734.374936322
2009-07-06,103677.938250999
2009-07-07,103540.440454502
2009-07-08,103488.353906918
2009-07-09,103549.12607519
2009-07-10,103499.417951547
2009-07-13,103487.584133442
2009-07-14,103647.302948653
2009-07-15,103783.153489963
2009-07-16,103937.741160117
2009-07-17,103853.563965959
2009-07-20,104199.552106091
2009-07-21,104345.219357103
2009-07-22,104253.893401595
2009-07-23,104279.515586152
2009-07-24,104333.444711434
2009-07-27,104463.239624478
2009-07-28,104368.729349852
2009-07-29,104029.256570537
2009-07-30,104361.002125091
2009-07-31,104866.665555917
2009-08-03,105109.014292471
2009-08-04,104875.316860066
2009-08-05,104901.593871128
2009-08-06,104852.070007739
2009-08-07,104722.073502101
2009-08-10,104781.652776852
2009-08-11,104772.832239997
2009-08-12,104737.64473528
2009-08-13,105134.666267169
2009-08-14,104950.72704112
2009-08-17,104607.119035436
2009-08-18,104720.438694964
2009-08-19,104822.238603659
2009-08-20,105054.43915153
2009-08-21,105033.528971569
2009-08-24,105439.795147927
2009-08-25,105323.935255967
2009-08-26,105311.183611442
2009-08-27,105430.169548527
2009-08-28,105438.081724588
2009-08-31,105238.616725803
2009-09-01,105079.888147222
2009-09-02,105151.556133733
2009-09-03,105297.554622183
2009-09-04,105350.26048586
2009-09-08,105700.546088662
2009-09-09,105780.434631102
2009-09-10,105935.114035965
2009-09-11,106009.926875917
2009-09-14,106001.729015367
2009-09-15,106046.907671089
2009-09-16,106309.41828713
2009-09-17,106428.246252004
2009-09-18,106211.454590104
2009-09-21,106079.724022596
2009-09-22,106230.384720072
2009-09-23,106077.857199713
2009-09-24,106011.958648095
2009-09-25,106039.08411989
2009-09-28,106174.073630135
2009-09-29,106147.633520555
2009-09-30,106381.601472623
2009-10-09,106894.384071982
2009-10-12,107044.39688222
2009-10-13,107197.299671609
2009-10-14,107518.083374485
2009-10-15,107513.401342873
2009-10-16,107505.737072396
2009-10-19,107729.36892117
2009-10-20,107787.379824457
2009-10-21,107804.420984089
2009-10-22,107855.305575325
2009-10-23,107786.815060063
2009-10-26,107631.890711911
2009-10-27,107578.359504954
2009-10-28,107275.691157263
2009-10-29,107407.863327908
2009-10-30,107339.027961107
2009-11-02,107443.078632122
2009-11-03,107464.517841458
2009-11-04,107641.240010211
2009-11-05,107637.623727755
2009-11-06,107688.8527269
2009-11-09,108110.109050581
2009-11-10,108057.657187113
2009-11-11,108152.366391624
2009-11-12,108187.092317452
2009-11-13,108345.781479319
2009-11-16,108678.253200128
2009-11-17,108348.503223451
2009-11-18,108558.290792672
2009-11-19,108209.670242644
2009-11-20,108126.357687082
2009-11-23,108633.761125575
2009-11-24,108768.912659134
2009-11-25,109371.186993491
2009-11-27,108881.465180621
2009-11-30,108765.257822415
2009-12-01,108918.712885116
2009-12-02,108973.712308226
2009-12-03,108956.152196254
2009-12-04,108763.497808858
2009-12-07,108681.8625042
2009-12-08,108476.882845196
2009-12-09,108239.316823025
2009-12-10,108275.717991783
2009-12-11,108225.196217846
2009-12-14,108354.10283148
2009-12-15,108167.110076463
2009-12-16,108296.016105679
2009-12-17,108079.167492467
2009-12-18,108048.078017881
2009-12-21,107862.227240976
2009-12-22,107662.859591709
2009-12-23,107748.766994563
2009-12-29,107926.035806246
2009-12-30,107951.33539623
2010-01-04,108300.601391174
2010-01-05,108478.842915796
2010-01-06,108535.662032241
2010-01-07,108373.972685336
2010-01-08,108436.194002168
2010-01-11,108721.685863203
2010-01-12,108657.767944639
2010-01-13,108418.436479698
2010-01-14,108561.411493727
2010-01-15,108411.836886014
2010-01-19,108540.479895179
2010-01-20,108137.574496599
2010-01-22,107972.291374222
2010-01-25,108001.434597469
2010-01-27,107714.471842473
2010-01-28,107603.950549445
2010-01-29,107426.157707064
2010-02-01,107580.973947533
2010-02-02,107733.93752623
2010-02-03,107748.77624364
2010-02-04,107421.130401548
2010-02-05,107545.472140271
2010-02-08,107599.612124858
2010-02-09,107856.850835624
2010-02-10,107862.459473054
2010-02-11,108006.269225109
2010-02-12,108017.048328662
2010-02-22,108380.301206365
2010-02-23,108351.696561948
2010-02-24,108409.592589141
2010-02-25,108356.111856854
2010-02-26,108626.462329697
2010-03-01,108786.739711863
2010-03-02,108885.568443037
2010-03-04,108882.548510258
2010-03-05,108981.129089794
2010-03-08,109043.479757623
2010-03-09,109021.407876234
2010-03-10,109067.48221556
2010-03-11,108987.895592674
2010-03-15,108905.418424895
2010-03-16,109281.081623847
2010-03-17,109476.18831098
2010-03-18,109323.581939693
2010-03-19,109263.082038151
2010-03-22,109313.077102344
2010-03-23,109309.343911292
2010-03-24,109314.821399341
2010-03-25,109277.967987359
2010-03-26,109023.128068617
2010-03-29,109268.05785435
2010-03-30,109287.628375973
2010-03-31,109367.596369419
2010-04-01,109494.325651558
2010-04-06,109467.749716284
2010-04-07,109496.14360394
2010-04-08,109659.153647274
2010-04-09,109667.314769871
2010-04-12,109733.604765566
2010-04-13,109765.238012783
2010-04-14,109866.647397048
2010-04-15,109798.429714534
2010-04-16,109735.311031576
2010-04-19,109475.9511518
2010-04-20,109626.616537734
2010-04-21,109643.696043947
2010-04-22,109472.520962754
2010-04-23,109569.500306702
2010-04-27,109393.150564434
2010-04-28,109393.46481814
2010-04-29,109550.272894025
2010-04-30,109723.107566163
2010-05-04,109319.178162998
2010-05-05,109224.541879612
2010-05-06,108873.641703463
2010-05-07,108861.439405435
2010-05-10,109318.409086365
2010-05-11,109226.326585752
2010-05-12,109374.350190995
2010-05-13,109382.265125909
2010-05-14,109112.95722618
2010-05-17,108921.029167491
2010-05-18,108804.396467911
2010-05-19,108675.520156213
2010-05-20,108423.716918073
2010-05-21,108655.625976141
2010-05-24,108633.715754202
2010-05-25,108596.195492878
2010-05-26,108510.19245456
2010-05-27,108933.968221494
2010-05-28,108908.942455058
2010-06-01,108609.173811732
2010-06-02,108643.834988017
2010-06-03,108647.368579882
2010-06-04,108281.845331264
2010-06-07,108134.457049778
2010-06-08,108379.616443492
2010-06-09,108512.247593121
2010-06-10,108682.431444972
2010-06-11,108790.009292945
2010-06-17,109270.916152621
2010-06-18,109284.564128073
2010-06-21,109371.403255546
2010-06-22,109295.753381877
2010-06-23,109321.514230788
2010-06-24,109182.773765565
2010-06-25,109362.451683815
2010-06-28,109435.070738854
2010-06-29,108984.82748709
2010-06-30,108926.01198171
2010-07-01,108946.299403334
2010-07-02,108833.50010108
2010-07-06,109213.452129759
2010-07-07,109291.310387333
2010-07-08,109545.877267208
2010-07-09,109389.490972503
2010-07-12,109669.796733975
2010-07-13,109773.962700622
2010-07-14,109931.958324472
2010-07-15,110051.416003299
2010-07-16,109961.458327192
2010-07-19,109940.560907965
2010-07-20,110078.482988156
2010-07-21,110014.133184414
2010-07-22,110303.976502779
2010-07-23,110397.253180893
2010-07-26,110540.152671481
2010-07-27,110339.098394434
2010-07-28,110388.902280125
2010-07-29,110527.386292595
2010-07-30,110601.289559248
2010-08-02,111026.972361806
2010-08-03,111113.355514965
2010-08-04,111350.159781908
2010-08-05,111374.986513382
2010-08-06,111541.686775571
2010-08-09,111619.330730372
2010-08-10,111452.529186472
2010-08-11,111100.185906405
2010-08-12,111024.119148183
2010-08-13,111140.722148258
2010-08-16,111500.458896526
2010-08-17,111631.348223582
2010-08-18,111578.327748632
2010-08-19,111537.178847724
2010-08-20,111328.946155957
2010-08-23,111312.025718773
2010-08-24,111212.4613179
2010-08-27,111443.456631765
2010-08-30,111487.531570018
2010-08-31,111492.353564655
2010-09-01,111836.094594369
2010-09-02,111826.88576599
2010-09-03,111903.715154138
2010-09-07,111908.917576058
2010-09-08,111964.906757717
2010-09-09,111737.985774855
2010-09-10,111642.181332173
2010-09-13,112013.636040321
2010-09-14,112110.811105709
2010-09-15,112025.776079793
2010-09-16,111811.958320487
2010-09-17,111935.243815045
2010-09-20,112129.647725089
2010-09-21,112099.745355331
2010-09-27,112369.701520958
2010-09-28,112557.650357839
2010-09-29,112598.354973361
2010-09-30,112767.176479769
2010-10-08,113390.868577042
2010-10-11,113594.480057688
2010-10-12,113586.681293892
2010-10-13,113752.580157466
2010-10-14,113847.164765411
2010-10-15,113705.054040767
2010-10-18,113707.786622236
2010-10-19,113476.860788268
2010-10-20,113634.453601325
2010-10-21,113426.043753649
2010-10-22,113515.73486574
2010-10-25,113815.49950013
2010-10-26,113543.660718712
2010-10-27,113142.421162615
2010-10-28,113443.933105901
2010-10-29,113422.91026346
2010-11-01,113710.229232949
2010-11-02,113776.142978174
2010-11-03,113875.241588923
2010-11-04,114201.992589359
2010-11-05,114270.774410485
2010-11-08,114298.926803418
2010-11-09,114087.016593159
2010-11-10,113882.666566777
2010-11-11,113625.802292279
2010-11-12,113153.337061737
2010-11-15,112831.094290938
2010-11-16,112612.464423263
2010-11-17,112426.34645145
2010-11-18,112677.921867388
2010-11-19,112772.947200011
2010-11-22,112766.041721773
2010-11-23,112413.515676991
2010-11-24,112545.127434212
2010-11-26,112375.943553791
2010-11-29,112287.130405984
2010-11-30,112208.442137841
2010-12-01,112506.009667024
2010-12-02,112743.224054256
2010-12-03,113007.528675635
2010-12-06,113055.794392888
2010-12-07,112851.865164574
2010-12-08,112591.897696462
2010-12-09,112614.090846709
2010-12-10,112622.33036627
2010-12-13,112992.648574362
2010-12-14,112894.613817775
2010-12-15,112562.372536824
2010-12-16,112642.213053662
2010-12-17,112768.068374561
2010-12-20,112928.195976399
2010-12-21,112970.337206181
2010-12-22,112852.057940527
2010-12-23,112883.185766973
2010-12-29,112956.57571775
2010-12-30,112907.060188432
2011-01-04,113106.746255324
2011-01-05,112824.563900128
2011-01-06,112789.783531334
2011-01-07,112721.990230195
2011-01-10,112873.487699768
2011-01-11,112835.759180012
2011-01-12,112998.968708595
2011-01-13,113200.980135973
2011-01-14,113053.160207828
2011-01-18,112998.66594325
2011-01-19,113123.117434056
2011-01-20,112806.826260701
2011-01-21,112927.183807566
2011-01-24,113100.883538621
2011-01-25,113063.006015307
2011-01-27,113109.715093964
2011-01-28,113053.420211651
2011-01-31,113361.344507742
2011-02-01,113578.647015234
2011-02-09,113435.417482282
2011-02-10,113330.671153868
2011-02-11,113402.649919549
2011-02-14,113558.352360272
2011-02-15,113427.580832134
2011-02-16,113581.336390701
2011-02-17,113698.424976158
2011-02-18,113664.230639869
2011-02-22,113662.239351687
2011-02-23,113690.356644876
2011-02-24,113764.275883854
2011-02-25,113925.979666854
2011-02-28,114081.535495091
2011-03-01,114034.58444579
2011-03-02,114140.706534922
2011-03-03,114039.752460603
2011-03-04,114139.904840727
2011-03-07,114156.066111937
2011-03-08,113989.921197816
2011-03-09,114028.823256396
2011-03-10,113919.849788821
2011-03-11,113971.914348986
2011-03-14,114016.027173239
2011-03-15,113751.751597135
2011-03-16,113710.186654847
2011-03-17,113871.465438522
2011-03-18,114170.043911406
2011-03-21,114457.983798366
2011-03-22,114428.516284194
2011-03-23,114477.509083862
2011-03-24,114599.933775273
2011-03-25,114591.774695208
2011-03-28,114501.835498751
2011-03-29,114534.123508536
2011-03-30,114673.689687794
2011-03-31,114641.795662176
2011-04-01,114814.312835004
2011-04-06,115057.592088571
2011-04-07,115025.31002163
2011-04-08,115242.295113751
2011-04-11,115198.316881966
2011-04-12,115061.231871653
2011-04-13,115199.326098666
2011-04-14,115178.208031369
2011-04-15,115245.609380826
2011-04-18,115101.725002152
2011-04-19,115115.795286141
2011-04-20,115476.447608849
2011-04-21,115469.034831412
2011-04-27,115684.748071143
2011-04-28,115870.175092001
2011-04-29,115859.037834551
2011-05-03,115844.367899939
2011-05-04,115577.16402545
2011-05-05,115181.899312653
2011-05-06,115111.404661581
2011-05-09,115401.371228209
2011-05-10,115558.934758581
2011-05-11,115247.636361289
2011-05-12,115205.155038673
2011-05-13,115196.813812161
2011-05-16,115212.11895001
2011-05-17,115294.967936368
2011-05-18,115385.091056302
2011-05-19,115475.743627589
2011-05-20,115372.731397966
2011-05-23,115142.195641706
2011-05-24,115279.399932746
2011-05-25,115289.469390335
2011-05-26,115461.760658232
2011-05-27,115720.223996498
2011-05-31,115862.280328665
2011-06-01,115705.286972946
2011-06-02,115755.997142993
2011-06-03,115919.289580055
2011-06-07,115938.616359472
2011-06-08,115806.57168417
2011-06-09,115775.294519609
2011-06-10,115646.942841459
2011-06-14,115684.073622074
2011-06-15,115472.587910895
2011-06-16,115471.579303048
2011-06-17,115534.183885192
2011-06-20,115509.634695816
2011-06-21,115667.578516617
2011-06-22,115565.552117454
2011-06-23,115498.673854374
2011-06-24,115484.335868724
2011-06-27,115374.588640344
2011-06-28,115414.098328455
2011-06-29,115523.340191811
2011-06-30,115690.389807962
2011-07-01,115679.786514765
2011-07-05,115787.09919171
2011-07-06,115807.89989754
2011-07-07,115966.532283802
2011-07-08,115899.483335866
2011-07-11,115791.646686032
2011-07-12,115815.717911499
2011-07-13,116242.586278854
2011-07-14,116150.717754703
2011-07-15,116090.619930558
2011-07-18,116060.106354
2011-07-19,116275.679716172
2011-07-20,116307.342662097
2011-07-21,116514.824470171
2011-07-22,116450.85940655
2011-07-25,116415.485863988
2011-07-26,116613.76243431
2011-07-27,116563.753914958
2011-07-28,116442.882191914
2011-07-29,116470.030864115
2011-08-02,116336.947910215
2011-08-03,116550.281294953
2011-08-04,115989.140554617
2011-08-05,116101.340024296
2011-08-08,115597.102793774
2011-08-09,116118.621418293
2011-08-10,115996.053428828
2011-08-11,116400.214550569
2011-08-12,116418.524818548
2011-08-15,116741.829347332
2011-08-16,116736.518780448
2011-08-17,116928.212778204
2011-08-18,116565.038774711
2011-08-19,116680.644551336
2011-08-22,116821.013486916
2011-08-23,117152.895914237
2011-08-24,116905.34200743
2011-08-25,116762.213730403
2011-08-30,117284.030294716
2011-08-31,117383.652554689
2011-09-01,117320.378083417
2011-09-02,117298.107427359
2011-09-06,117099.507856514
2011-09-07,117312.409215008
2011-09-08,117198.147841453
2011-09-13,116784.479133419
2011-09-14,116767.375040783
2011-09-15,116849.317254467
2011-09-19,116688.134384267
2011-09-22,116020.487762634
2011-09-23,115864.039127934
2011-09-26,115598.62826086
2011-09-27,115830.412536574
2011-09-28,115518.58938392
2011-09-29,115531.359321921
2011-09-30,115315.310995316
2011-10-10,115737.09654536
2011-10-11,115896.490515741
2011-10-12,116150.674346601
2011-10-13,116269.610769437
2011-10-14,116545.781798601
2011-10-17,116282.37077049
2011-10-18,116329.380387398
2011-10-19,116182.58030344
2011-10-20,115971.124994345
2011-10-21,116254.062475247
2011-10-24,116622.332888595
2011-10-25,116614.462535864
2011-10-26,116709.514372504
2011-10-27,117171.337132822
2011-10-28,117231.770595521
2011-10-31,116890.14238524
2011-11-01,116754.76365184
2011-11-02,116989.31044604
2011-11-03,117058.420189315
2011-11-04,117095.835844481
2011-11-07,117175.890552984
2011-11-08,117237.800444708
2011-11-09,116842.163343478
2011-11-10,116716.995958938
2011-11-11,117069.306648994
2011-11-14,117079.699865107
2011-11-15,116946.227924622
2011-11-16,116745.825279834
2011-11-17,116670.778045413
2011-11-18,116568.03732882
2011-11-21,116395.926013125
2011-11-22,116289.747101502
2011-11-23,116093.360879118
2011-11-25,115842.122208093
2011-11-28,116327.091611251
2011-11-29,116471.47279596
2011-11-30,116802.308610988
2011-12-01,116945.705677683
2011-12-02,116920.989499724
2011-12-05,117153.069674783
2011-12-07,117253.276569152
2011-12-08,117056.845214062
2011-12-09,117044.216081874
2011-12-12,116668.037635294
2011-12-13,116539.061638931
2011-12-14,116363.276959696
2011-12-15,116214.083442874
2011-12-16,116349.459498657
2011-12-19,116218.132348546
2011-12-20,116542.722630931
2011-12-21,116498.939267403
2011-12-22,116585.328732596
2011-12-28,116396.801839252
2011-12-29,116412.893377087
2012-01-04,116730.350199483
2012-01-05,116621.732764004
2012-01-06,116649.195159805
2012-01-09,116844.427250286
2012-01-10,117087.083654186
2012-01-11,117192.830874192
2012-01-12,117351.215834198
2012-01-13,117180.990869236
2012-01-17,117585.909753925
2012-01-18,117620.920791963
2012-01-19,117746.138769146
2012-01-20,117828.03460588
2012-01-30,118522.492562724
2012-01-31,118462.189895739
2012-02-01,118538.748047474
2012-02-02,118672.672983856
2012-02-03,118721.889946406
2012-02-06,118752.496411072
2012-02-07,118678.46148211
2012-02-08,118776.847009584
2012-02-09,118731.617995416
2012-02-10,118604.16758092
2012-02-13,118714.183885971
2012-02-14,118647.653557037
2012-02-15,118652.412931868
2012-02-16,118657.895923821
2012-02-17,118660.029911964
2012-02-21,118835.943293686
2012-02-22,118906.169319791
2012-02-23,119148.2652141
2012-02-24,119255.405759875
2012-02-27,119390.751682845
2012-02-28,119488.197610361
2012-02-29,119326.686355287
2012-03-01,119225.758495346
