date,price
2017/6/19,2105.10 
2017/6/16,2121.15 
2017/6/15,2107.59 
2017/6/14,2108.76 
2017/6/13,2154.23 
2017/6/12,2147.38 
2017/6/9,2158.20 
2017/6/8,2149.43 
2017/6/7,2146.59 
2017/6/6,2193.32 
2017/6/5,2176.74 
2017/6/2,2191.87 
2017/6/1,2209.49 
2017/5/31,2212.33 
2017/5/30,2241.61 
2017/5/26,2256.83 
2017/5/25,2242.74 
2017/5/24,2294.29 
2017/5/23,2300.79 
2017/5/22,2304.41 
2017/5/19,2288.84 
2017/5/18,2248.19 
2017/5/17,2249.56 
2017/5/16,2234.39 
2017/5/15,2239.39 
2017/5/12,2220.87 
2017/5/11,2213.76 
2017/5/10,2198.91 
2017/5/9,2161.22 
2017/5/8,2175.76 
2017/5/5,2178.13 
2017/5/4,2159.39 
2017/5/3,2223.81 
2017/5/2,2219.88 
2017/5/1,2240.40 
2017/4/28,2246.85 
2017/4/27,2232.78 
2017/4/26,2249.84 
2017/4/25,2251.39 
2017/4/24,2237.67 
2017/4/21,2248.05 
2017/4/20,2275.37 
2017/4/19,2281.95 
2017/4/18,2327.19 
2017/4/17,2343.39 
2017/4/13,2356.50 
2017/4/12,2351.29 
2017/4/11,2358.38 
2017/4/10,2351.47 
2017/4/7,2333.35 
2017/4/6,2322.78 
2017/4/5,2310.10 
2017/4/4,2302.41 
2017/4/3,2279.81 
2017/3/31,2295.19 
2017/3/30,2288.85 
2017/3/29,2274.93 
2017/3/28,2246.65 
2017/3/27,2226.93 
2017/3/24,2235.17 
2017/3/23,2231.05 
2017/3/22,2235.62 
2017/3/21,2242.58 
2017/3/20,2258.79 
2017/3/17,2264.32 
2017/3/16,2259.19 
2017/3/15,2256.98 
2017/3/14,2229.24 
2017/3/13,2246.63 
2017/3/10,2248.14 
2017/3/9,2265.34 
2017/3/8,2297.65 
2017/3/7,2358.04 
2017/3/6,2368.48 
2017/3/3,2367.07 
2017/3/2,2352.52 
2017/3/1,2394.75 
2017/2/28,2388.70 
2017/2/27,2381.80 
2017/2/24,2386.25 
2017/2/23,2397.54 
2017/2/22,2384.67 
2017/2/21,2402.06 
2017/2/17,2393.09 
2017/2/16,2397.10 
2017/2/15,2407.56 
2017/2/14,2405.30 
2017/2/13,2397.42 
2017/2/10,2428.42 
2017/2/9,2398.73 
2017/2/8,2387.31 
2017/2/7,2374.37 
2017/2/6,2388.97 
2017/2/3,2410.64 
2017/2/2,2410.46 
2017/2/1,2418.54 
2017/1/31,2383.16 
2017/1/30,2369.13 
2017/1/27,2392.89 
2017/1/26,2412.21 
2017/1/25,2395.58 
2017/1/24,2409.04 
2017/1/23,2400.58 
2017/1/20,2404.34 
2017/1/19,2377.51 
2017/1/18,2378.76 
2017/1/17,2413.25 
2017/1/13,2406.76 
2017/1/12,2415.59 
2017/1/11,2382.92 
2017/1/10,2353.02 
2017/1/9,2366.12 
2017/1/6,2417.41 
2017/1/5,2415.32 
2017/1/4,2404.99 
2017/1/3,2371.67 
2016/12/30,2417.31 
2016/12/29,2418.92 
2016/12/28,2423.14 
2016/12/27,2417.28 
2016/12/23,2378.73 
2016/12/22,2379.09 
2016/12/21,2371.42 
2016/12/20,2381.27 
2016/12/19,2379.78 
2016/12/16,2388.05 
2016/12/15,2362.41 
2016/12/14,2373.88 
2016/12/13,2408.79 
2016/12/12,2409.65 
2016/12/9,2379.57 
2016/12/8,2360.02 
2016/12/7,2342.14 
2016/12/6,2369.23 
2016/12/5,2387.90 
2016/12/2,2364.62 
2016/12/1,2354.68 
2016/11/30,2308.46 
2016/11/29,2203.03 
2016/11/28,2266.67 
2016/11/25,2234.38 
2016/11/23,2271.64 
2016/11/22,2270.05 
2016/11/21,2267.33 
2016/11/18,2200.96 
2016/11/17,2190.24 
2016/11/16,2187.70 
2016/11/15,2198.69 
2016/11/14,2139.97 
2016/11/11,2148.66 
2016/11/10,2187.67 
2016/11/9,2197.24 
2016/11/8,2193.10 
2016/11/7,2190.08 
2016/11/4,2173.50 
2016/11/3,2193.34 
2016/11/2,2209.59 
2016/11/1,2245.07 
2016/10/31,2251.39 
2016/10/28,2303.56 
2016/10/27,2326.73 
2016/10/26,2306.36 
2016/10/25,2322.79 
2016/10/24,2334.21 
2016/10/21,2339.32 
2016/10/20,2328.74 
2016/10/19,2362.36 
2016/10/18,2337.87 
2016/10/17,2331.98 
2016/10/14,2338.18 
2016/10/13,2339.28 
2016/10/12,2323.75 
2016/10/11,2345.34 
2016/10/10,2365.71 
2016/10/7,2328.20 
2016/10/6,2338.25 
2016/10/5,2331.28 
2016/10/4,2304.14 
2016/10/3,2300.34 
2016/9/30,2285.61 
2016/9/29,2278.41 
2016/9/28,2258.93 
2016/9/27,2197.29 
2016/9/26,2235.30 
2016/9/23,2204.31 
2016/9/22,2250.46 
2016/9/21,2225.45 
2016/9/20,2195.87 
2016/9/19,2188.14 
2016/9/16,2182.67 
2016/9/15,2191.38 
2016/9/14,2172.45 
2016/9/13,2200.30 
2016/9/12,2241.46 
2016/9/9,2230.88 
2016/9/8,2278.91 
2016/9/7,2219.83 
2016/9/6,2194.68 
2016/9/2,2188.23 
2016/9/1,2154.70 
2016/8/31,2194.65 
2016/8/30,2241.98 
2016/8/29,2263.51 
2016/8/26,2288.24 
2016/8/25,2288.69 
2016/8/24,2278.39 
2016/8/23,2313.13 
2016/8/22,2296.54 
2016/8/19,2334.51 
2016/8/18,2336.56 
2016/8/17,2300.70 
2016/8/16,2288.54 
2016/8/15,2266.43 
2016/8/12,2225.23 
2016/8/11,2203.72 
2016/8/10,2156.45 
2016/8/9,2183.41 
2016/8/8,2197.63 
