"Index","SP500.usd"
2010-04-12,8166.813536
2010-04-13,8172.29088
2010-04-14,8263.65477
2010-04-15,8270.980587
2010-04-16,8136.883315
2010-04-19,8174.511024
2010-04-20,8239.418118
2010-04-21,8233.675944
2010-04-22,8250.864888
2010-04-23,8310.9792
2010-04-26,8274.301735
2010-04-27,8079.649347
2010-04-28,8131.032
2010-04-29,8237.359602
2010-04-30,8099.396588
2010-05-03,8205.4245
2010-05-04,8011.5804
2010-05-05,7958.578381
2010-05-06,7701.42879
2010-05-07,7582.533616
2010-05-10,7917.012818
2010-05-11,7892.88991
2010-05-12,7999.811259
2010-05-13,7902.884576
2010-05-14,7753.060224
2010-05-17,7762.685238
2010-05-18,7652.14992
2010-05-19,7612.89237
2010-05-20,7316.602202
2010-05-21,7424.789478
2010-05-24,7331.633755
2010-05-25,7337.021139
2010-05-26,7293.350935
2010-05-27,7533.458576
2010-05-28,7441.541828
2010-06-01,7311.557377
2010-06-02,7501.715724
2010-06-03,7530.564372
2010-06-04,7271.746056
2010-06-07,7177.126181
2010-06-08,7252.8228
2010-06-09,7208.779165
2010-06-10,7423.877988
2010-06-11,7458.13868
2010-06-14,7445.768679
2010-06-15,7620.701159
2010-06-16,7616.464513
2010-06-17,7621.771972
2010-06-18,7629.464272
2010-06-21,7566.53172
2010-06-22,7462.675623
2010-06-23,7439.085684
2010-06-24,7300.662524
2010-06-25,7313.461596
2010-06-28,7303.315005
2010-06-29,7078.245396
2010-06-30,6989.966007
2010-07-01,6966.59597
2010-07-02,6924.502728
2010-07-06,6970.76083
2010-07-07,7185.873898
2010-07-08,7252.335075
2010-07-09,7300.915284
2010-07-12,7304.21625
2010-07-13,7417.861548
2010-07-14,7416.053172
2010-07-15,7432.051088
2010-07-16,7214.774976
2010-07-19,7261.14675
2010-07-20,7344.152484
2010-07-21,7248.61143
2010-07-22,7414.754499
2010-07-23,7476.475864
2010-07-26,7558.764291
2010-07-27,7549.941672
2010-07-28,7497.570366
2010-07-29,7464.297739
2010-07-30,7462.2384
2010-08-02,7626.913398
2010-08-03,7589.211718
2010-08-04,7634.2329
2010-08-05,7623.422415
2010-08-06,7591.596012
2010-08-09,7632.206046
2010-08-10,7592.042532
2010-08-11,7381.050303
2010-08-12,7352.077128
2010-08-13,7334.690925
2010-08-16,7344.209458
2010-08-17,7420.859442
2010-08-18,7431.425304
2010-08-19,7303.420137
2010-08-20,7277.632452
2010-08-23,7258.048
2010-08-24,7149.455203
2010-08-25,7175.821868
2010-08-26,7120.991278
2010-08-27,7237.08282
2010-08-30,7135.80276
2010-08-31,7143.313975
2010-09-01,7357.747161
2010-09-02,7421.07377
2010-09-03,7512.214314
2010-09-07,7415.122176
2010-09-08,7465.942554
2010-09-09,7489.432104
2010-09-10,7511.320635
2010-09-13,7584.044
2010-09-14,7560.6984
2010-09-15,7581.84673
2010-09-16,7563.3385
2010-09-17,7568.579719
2010-09-20,7672.15494
2010-09-21,7644.048548
2010-09-22,7604.21312
2010-09-23,7543.784878
2010-09-24,7700.68368
2010-09-27,7642.992072
2010-09-28,7681.44133
2010-09-29,7655.267402
2010-09-30,7636.56804
2010-10-01,7668.3456
2010-10-04,7608.208839
2010-10-05,7767.622925
2010-10-06,7762.287246
2010-10-07,7749.505908
2010-10-08,7773.8808
2010-10-11,7771.51908
2010-10-12,7806.694049
2010-10-13,7850.74059
2010-10-14,7807.245072
2010-10-15,7810.960171
2010-10-18,7871.450182
2010-10-19,7746.93914
2010-10-20,7837.775925
2010-10-21,7849.555182
2010-10-22,7878.011412
2010-10-25,7894.095084
2010-10-26,7899.445064
2010-10-27,7899.94845
2010-10-28,7916.055238
2010-10-29,7893.172482
2010-11-01,7925.515646
2010-11-02,7971.257245
2010-11-03,7998.539328
2010-11-04,8135.068038
2010-11-05,8159.01243
2010-11-08,8172.7779
2010-11-09,8061.8296
2010-11-10,8085.044011
2010-11-11,8039.7025
2010-11-12,7959.276691
2010-11-15,7957.491675
2010-11-16,7822.527924
2010-11-17,7828.19478
2010-11-18,7938.123446
2010-11-19,7966.327173
2010-11-22,7956.412632
2010-11-23,7845.006266
2010-11-24,7973.10189
2010-11-26,7931.63284
2010-11-29,7911.07548
2010-11-30,7870.72685
2010-12-01,8036.165017
2010-12-02,8137.099942
2010-12-03,8160.610143
2010-12-06,8132.280256
2010-12-07,8132.675375
2010-12-08,8184.02964
2010-12-09,8205.8616
2010-12-10,8255.23412
2010-12-13,8269.402544
2010-12-14,8264.643835
2010-12-15,8220.208604
2010-12-16,8282.237106
2010-12-17,8278.843005
2010-12-20,8323.884876
2010-12-21,8353.7541
2010-12-22,8368.1389
2010-12-23,8354.378575
2010-12-27,8339.125002
2010-12-28,8337.251197
2010-12-29,8342.89305
2010-12-30,8305.1527
2010-12-31,8288.602184
2011-01-03,8381.368926
2011-01-04,8392.2114
2011-01-05,8449.933608
2011-01-06,8440.912255
2011-01-07,8427.7563
2011-01-10,8427.203775
2011-01-11,8436.165464
2011-01-12,8492.994224
2011-01-13,8481.417192
2011-01-14,8520.899712
2011-01-18,8525.246162
2011-01-19,8438.2384
2011-01-20,8431.408282
2011-01-21,8448.934725
2011-01-24,8495.276208
2011-01-25,8499.321468
2011-01-26,8534.029671
2011-01-27,8553.702234
2011-01-28,8400.997514
2011-01-31,8494.8226
2011-02-01,8624.732881
2011-02-02,8552.480755
2011-02-03,8572.61535
2011-02-04,8597.340895
2011-02-07,8656.265625
2011-02-08,8681.894065
2011-02-09,8708.033488
2011-02-10,8707.025503
2011-02-11,8761.49097
2011-02-14,8789.048576
2011-02-15,8750.523492
2011-02-16,8805.547008
2011-02-18,8828.276235
2011-02-22,8655.5952
2011-02-23,8595.37056
2011-02-24,8586.95445
2011-02-25,8679.134916
2011-02-28,8721.958952
2011-03-01,8582.849366
2011-03-02,8599.7219
2011-03-03,8747.667228
2011-03-04,8676.652625
2011-03-07,8589.867345
2011-03-08,8682.506852
2011-03-09,8659.99121
2011-03-10,8513.664607
2011-03-11,8574.98886
2011-03-14,8517.2823
2011-03-15,8424.962388
2011-03-16,8259.712608
2011-03-17,8375.34586
2011-03-18,8403.642174
2011-03-21,8523.8647
2011-03-22,8477.427925
2011-03-23,8509.26732
2011-03-24,8592.02443
2011-03-25,8614.71798
2011-03-28,8601.266331
2011-03-29,8656.84584
2011-03-30,8708.07256
2011-03-31,8682.330338
2011-04-01,8724.354198
2011-04-04,8716.9698
2011-04-05,8717.798934
2011-04-06,8740.040868
2011-04-07,8724.222473
2011-04-08,8679.989401
2011-04-11,8659.584372
2011-04-12,8595.394896
2011-04-13,8587.697735
2011-04-14,8585.393024
2011-04-15,8621.073536
2011-04-18,8521.128546
2011-04-19,8572.06491
2011-04-20,8681.397216
2011-04-21,8684.94572
2011-04-25,8716.24495
2011-04-26,8794.513272
2011-04-27,8827.515656
2011-04-28,8845.568864
2011-04-29,8851.19251
2011-05-02,8837.72085
2011-05-03,8813.96014
2011-05-04,8748.552956
2011-05-05,8669.20483
2011-05-06,8702.18664
2011-05-09,8742.80726
2011-05-10,8810.275572
2011-05-11,8712.78336
2011-05-12,8764.471755
2011-05-13,8692.82946
2011-05-16,8653.121389
2011-05-17,8646.210982
2011-05-18,8722.46408
2011-05-19,8740.118
2011-05-20,8656.92211
2011-05-23,8569.49185
2011-05-24,8553.84558
2011-05-25,8575.13218
2011-05-26,8604.390945
2011-05-27,8642.8323
2011-05-31,8716.2234
2011-06-01,8516.96945
2011-06-02,8512.183902
2011-06-03,8424.126688
2011-06-06,8333.481281
2011-06-07,8328.98108
2011-06-08,8285.918736
2011-06-09,8348.853
2011-06-10,8236.331694
2011-06-13,8245.146707
2011-06-14,8344.882452
2011-06-15,8202.199356
2011-06-16,8208.222528
2011-06-17,8227.8765
2011-06-20,8274.82428
2011-06-21,8375.795904
2011-06-22,8318.78582
2011-06-23,8301.4213
2011-06-24,8213.21375
2011-06-27,8298.24825
2011-06-28,8388.806565
2011-06-29,8450.313794
2011-06-30,8536.881088
2011-07-01,8660.96655
2011-07-05,8653.541628
2011-07-06,8662.07496
2011-07-07,8749.514554
2011-07-08,8686.9951
2011-07-11,8533.405728
2011-07-12,8502.272172
2011-07-13,8522.749416
2011-07-14,8455.3002
2011-07-15,8504.89668
2011-07-18,8444.89136
2011-07-19,8575.319355
2011-07-20,8563.335392
2011-07-21,8673.5571
2011-07-22,8671.881948
2011-07-25,8619.468864
2011-07-26,8579.69151
2011-07-27,8408.189204
2011-07-28,8379.436408
2011-07-29,8318.40636
2011-08-01,8280.043266
2011-08-02,8073.699305
2011-08-03,8109.405662
2011-08-04,7726.410681
2011-08-05,7724.726828
2011-08-08,7203.948992
2011-08-09,7540.305924
2011-08-10,7192.701452
2011-08-11,7498.44648
2011-08-12,7532.242257
2011-08-15,7697.654692
2011-08-16,7613.148528
2011-08-17,7625.614208
2011-08-18,7286.814395
2011-08-19,7181.041995
2011-08-22,7193.00991
2011-08-23,7437.18024
2011-08-24,7523.0976
2011-08-25,7408.199008
2011-08-26,7516.45696
2011-08-29,7721.762496
2011-08-30,7739.399936
2011-08-31,7775.29931
2011-09-01,7686.00623
2011-09-02,7493.45051
2011-09-06,7446.46622
2011-09-07,7662.77766
2011-09-08,7570.54842
2011-09-09,7373.452086
2011-09-12,7425.045668
2011-09-13,7505.19513
2011-09-14,7598.04256
2011-09-15,7725.00379
2011-09-16,7761.79183
2011-09-19,7690.041194
2011-09-20,7674.262769
2011-09-21,7446.378996
2011-09-22,7216.532928
2011-09-23,7259.51484
2011-09-26,7440.5541
2011-09-27,7520.551392
2011-09-28,7359.87764
2011-09-29,7423.54296
2011-09-30,7220.948724
2011-10-03,7007.59125
2011-10-04,7165.18125
2011-10-05,7293.19125
2011-10-06,7431.34363
2011-10-07,7366.0575
2011-10-10,7585.520187
2011-10-11,7621.5675
2011-10-12,7677.264925
2011-10-13,7682.96178
2011-10-14,7811.59582
2011-10-17,7649.598286
2011-10-18,7819.027242
2011-10-19,7716.251676
2011-10-20,7759.414377
2011-10-21,7904.74035
2011-10-24,7995.712088
2011-10-25,7817.98705
2011-10-26,7891.4196
2011-10-27,8169.350105
2011-10-28,8171.630292
2011-10-31,7964.97216
2011-11-01,7742.1694
2011-11-02,7868.21619
2011-11-03,8010.06811
2011-11-04,7946.73143
2011-11-07,8007.859776
2011-11-08,8098.009056
2011-11-09,7792.98564
2011-11-10,7867.940523
2011-11-11,8015.3367
2011-11-14,7955.938146
2011-11-15,7983.697413
2011-11-16,7848.317641
2011-11-17,7724.492921
2011-11-18,7727.64392
2011-11-21,7589.619462
2011-11-22,7557.241244
2011-11-23,7387.009357
2011-11-25,7394.168472
2011-11-28,7614.43175
2011-11-29,7622.085187
2011-11-30,7954.108448
2011-12-01,7926.10773
2011-12-02,7913.994084
2011-12-05,8000.05712
2011-12-06,8009.784009
2011-12-07,8026.454751
2011-12-08,7853.798745
2011-12-09,7988.531236
2011-12-12,7865.062023
2011-12-13,7802.384315
2011-12-14,7720.747584
2011-12-15,7749.1905
2011-12-16,7742.889544
2011-12-19,7639.146695
2011-12-20,7878.5311
2011-12-21,7883.692336
2011-12-22,7949.733
2011-12-23,8018.775809
2011-12-27,7999.795374
2011-12-28,7899.224368
2011-12-29,7981.02338
2011-12-30,7915.20864
2012-01-03,8037.943346
2012-01-04,8039.96485
2012-01-05,8072.727696
2012-01-06,8062.214414
2012-01-09,8087.10822
2012-01-10,8159.226784
2012-01-11,8162.528192
2012-01-12,8185.09855
2012-01-13,8130.032812
2012-01-17,8168.103013
2012-01-18,8256.217676
2012-01-19,8303.30215
2012-01-20,8331.61692
2012-01-23,8335.544
2012-01-24,8326.9931
2012-01-25,8399.2007
2012-01-26,8350.93562
2012-01-27,8337.63422
2012-01-30,8316.342738
2012-01-31,8279.99469
2012-02-01,8351.830084
2012-02-02,8353.55308
2012-02-03,8476.9047
2012-02-06,8485.948692
2012-02-07,8492.88084
2012-02-08,8497.728208
2012-02-09,8510.52525
2012-02-10,8457.96068
2012-02-13,8512.906752
2012-02-14,8507.47475
2012-02-15,8462.617646
2012-02-16,8557.960668
2012-02-17,8574.115524
2012-02-21,8577.155265
2012-02-22,8549.18502
2012-02-23,8588.43454
2012-02-24,8601.157372
2012-02-27,8618.005144
2012-02-28,8643.499038
2012-02-29,8595.316784
2012-03-01,8657.316636
2012-03-02,8627.29937
2012-03-05,8604.692877
2012-03-06,8473.780544
2012-03-07,8534.960037
2012-03-08,8627.633924
2012-03-09,8651.149309
2012-03-12,8673.926667
2012-03-13,8832.17565
2012-03-14,8828.720388
2012-03-15,8876.91514
2012-03-16,8878.56691
2012-03-19,8913.28535
2012-03-20,8888.930136
2012-03-21,8870.192892
2012-03-22,8774.096166
2012-03-23,8810.315371
2012-03-26,8945.402301
2012-03-27,8908.05738
2012-03-28,8862.351362
2012-03-29,8848.803024
2012-03-30,8870.54406
2012-04-02,8937.82344
2012-04-03,8901.46724
2012-04-04,8810.65008
2012-04-05,8826.77808
2012-04-09,8720.16158
2012-04-10,8574.06149
2012-04-11,8635.19139
2012-04-12,8751.820261
2012-04-13,8637.43391
2012-04-16,8649.793249
2012-04-17,8764.973716
2012-04-18,8731.92256
2012-04-19,8679.965988
2012-04-20,8696.594358
2012-04-23,8623.751072
2012-04-24,8653.563578
2012-04-25,8768.30045
2012-04-26,8827.853886
2012-04-27,8855.061264
2012-04-30,8820.672309
2012-05-01,8870.583618
2012-05-02,8845.77148
2012-05-03,8774.266321
2012-05-04,8633.5446
2012-05-07,8639.036724
2012-05-08,8602.209388
2012-05-09,8547.535258
2012-05-10,8574.756257
2012-05-11,8540.161578
2012-05-14,8460.111855
2012-05-15,8406.976814
2012-05-16,8375.91552
2012-05-17,8254.54436
2012-05-18,8196.540726
2012-05-21,8327.58472
2012-05-22,8325.05149
2012-05-23,8354.714328
2012-05-24,8379.450464
2012-05-25,8360.381862
2012-05-29,8458.601886
2012-05-30,8349.957228
2012-05-31,8345.229704
2012-06-01,8140.47578
2012-06-04,8134.720974
2012-06-05,8185.42125
2012-06-06,8369.750346
2012-06-07,8368.201863
2012-06-08,8444.719332
2012-06-11,8336.836956
2012-06-12,8435.68869
2012-06-13,8374.47072
2012-06-14,8467.03155
2012-06-15,8547.982304
2012-06-18,8549.169894
2012-06-19,8629.419708
2012-06-20,8621.917262
2012-06-21,8436.738599
2012-06-22,8497.268798
2012-06-25,8359.725848
2012-06-26,8398.964371
2012-06-27,8466.437265
2012-06-28,8449.3718
2012-06-29,8654.755992
2012-07-02,8669.213337
2012-07-03,8728.324648
2012-07-05,8692.33848
2012-07-06,8621.725392
2012-07-09,8617.063644
2012-07-10,8539.663873
2012-07-11,8542.89018
2012-07-12,8507.09286
2012-07-13,8655.170976
2012-07-16,8634.328104
2012-07-17,8690.396176
2012-07-18,8743.784932
2012-07-19,8772.360579
2012-07-20,8685.186042
2012-07-23,8624.555772
2012-07-24,8546.44766
2012-07-25,8547.110265
2012-07-26,8682.639684
2012-07-27,8843.735973
2012-07-30,8837.52135
2012-07-31,8775.23384
2012-08-01,8757.57909
2012-08-02,8691.501
2012-08-03,8863.944676
2012-08-06,8886.82202
2012-08-07,8921.83491
2012-08-08,8920.92364
2012-08-09,8920.82604
2012-08-10,8941.895548
2012-08-13,8932.526587
2012-08-14,8927.310084
2012-08-15,8942.262966
2012-08-16,9010.995109
2012-08-17,9017.086728
2012-08-20,9018.314109
2012-08-21,8982.10852
2012-08-22,8977.923084
2012-08-23,8908.535904
2012-08-24,8967.307811
2012-08-27,8965.884992
2012-08-28,8953.2829
2012-08-29,8958.586186
2012-08-30,8886.418104
2012-08-31,8929.67313
2012-09-04,8917.15418
2012-09-05,8911.001936
2012-09-06,9083.93716
2012-09-07,9120.582768
2012-09-10,9057.366132
2012-09-11,9081.745956
2012-09-12,9088.540496
2012-09-13,9241.298703
2012-09-14,9256.190973
2012-09-17,9231.067825
2012-09-18,9221.297148
2012-09-19,9218.202765
2012-09-20,9205.186988
2012-09-21,9206.683795
2012-09-24,9191.956077
2012-09-25,9090.954858
2012-09-26,9032.78264
2012-09-27,9120.373445
2012-09-28,9053.890615
2012-10-01,9077.897405
2012-10-02,9085.815875
2012-10-03,9118.746655
2012-10-04,9184.1683
2012-10-05,9181.214585
2012-10-08,9154.282264
2012-10-09,9063.737944
2012-10-10,9001.204248
2012-10-11,8993.93668
2012-10-12,8953.259248
2012-10-15,9030.191152
2012-10-16,9113.327896
2012-10-17,9137.261595
2012-10-18,9108.812202
2012-10-19,8962.883622
2012-10-22,8967.970572
2012-10-23,8828.969969
2012-10-24,8801.87
2012-10-25,8819.334849
2012-10-26,8822.50709
2012-10-31,8807.924352
2012-11-01,8909.731949
2012-11-02,8826.7293
2012-11-05,8851.355604
2012-11-06,8921.152584
2012-11-07,8707.026961
2012-11-08,8599.657179
2012-11-09,8617.43922
2012-11-12,8596.344873
2012-11-13,8557.82378
2012-11-14,8438.196348
2012-11-15,8435.576556
2012-11-16,8479.667728
2012-11-19,8646.565705
2012-11-20,8649.664606
2012-11-21,8666.673312
2012-11-23,8777.172605
2012-11-26,8754.858395
2012-11-27,8704.624362
2012-11-28,8780.198082
2012-11-29,8818.81979
2012-11-30,8818.128006
2012-12-03,8777.975934
2012-12-04,8759.73048
2012-12-05,8773.190784
2012-12-06,8806.442502
2012-12-07,8834.717907
2012-12-10,8860.83072
2012-12-11,8919.00256
2012-12-12,8929.857024
2012-12-13,8846.29629
2012-12-14,8822.85957
2012-12-17,8920.869248
2012-12-18,9016.973996
2012-12-19,8945.527043
2012-12-20,8994.477438
2012-12-21,8907.83229
2012-12-24,8893.227776
2012-12-26,8853.065999
2012-12-27,8843.2716
2012-12-28,8739.523031
2012-12-31,8885.591557
2013-01-02,9111.315326
2013-01-03,9092.312911
2013-01-04,9136.841335
2013-01-07,9106.989944
2013-01-08,9069.447315
2013-01-09,9096.602724
2013-01-10,9162.033244
2013-01-11,9150.410005
2013-01-14,9146.453056
2013-01-15,9148.531824
2013-01-16,9154.604395
2013-01-17,9205.52304
2013-01-18,9235.960092
2013-01-22,9283.424688
2013-01-23,9294.72858
2013-01-24,9294.940242
2013-01-25,9349.16268
2013-01-28,9335.020068
2013-01-29,9385.248512
2013-01-30,9342.94218
2013-01-31,9316.446468
2013-02-01,9423.114858
2013-02-04,9322.461288
2013-02-05,9414.429926
2013-02-06,9423.078204
2013-02-07,9407.273175
2013-02-08,9460.498725
2013-02-11,9454.764825
2013-02-12,9469.847475
2013-02-13,9475.456725
2013-02-14,9482.00085
2013-02-15,9472.091175
2013-02-19,9559.648642
2013-02-20,9430.93932
2013-02-21,9375.85201
2013-02-22,9449.91756
2013-02-25,9275.108115
2013-02-26,9325.18773
2013-02-27,9440.524527
2013-02-28,9423.430152
2013-03-01,9447.15132
2013-03-04,9494.52252
2013-03-05,9579.03359
2013-03-06,9584.952426
2013-03-07,9605.606052
2013-03-08,9640.118346
2013-03-11,9676.731582
2013-03-12,9650.526176
2013-03-13,9659.476376
2013-03-14,9716.256065
2013-03-15,9697.40945
2013-03-18,9647.54318
2013-03-19,9624.016938
2013-03-20,9682.550649
2013-03-21,9606.06494
2013-03-22,9671.712058
2013-03-25,9637.081083
2013-03-26,9712.57547
2013-03-27,9711.5499
2013-03-28,9751.731255
2013-04-01,9697.95136
2013-04-02,9733.35165
2013-04-03,9634.43169
2013-04-04,9674.21597
2013-04-05,9632.66592
2013-04-08,9696.192131
2013-04-09,9729.303525
2013-04-10,9834.558393
2013-04-11,9873.157868
2013-04-12,9838.000315
2013-04-15,9603.985612
2013-04-16,9735.251396
2013-04-17,9579.471323
2013-04-18,9529.153893
2013-04-19,9607.7124
2013-04-22,9660.3125
2013-04-23,9755.597376
2013-04-24,9754.711894
2013-04-25,9782.180876
2013-04-26,9754.5096
2013-04-29,9824.60565
2013-04-30,9849.01905
2013-05-01,9757.3455
2013-05-02,9834.444522
2013-05-03,9937.885194
2013-05-06,9974.63725
2013-05-07,10006.320436
2013-05-08,10026.512559
2013-05-09,9972.951103
2013-05-10,10033.69529
2013-05-13,10041.967305
2013-05-14,10137.708552
2013-05-15,10194.696002
2013-05-16,10148.74003
2013-05-17,10240.266764
2013-05-20,10229.187681
2013-05-21,10241.298096
2013-05-22,10149.116385
2013-05-23,10124.22834
2013-05-24,10114.68736
2013-05-28,10162.05729
2013-05-29,10099.007212
2013-05-30,10143.022269
2013-05-31,10004.263752
2013-06-03,10058.563314
2013-06-04,9998.238606
2013-06-05,9859.01742
2013-06-06,9956.352672
2013-06-07,10079.67123
2013-06-10,10076.175135
2013-06-11,9973.868355
2013-06-12,9890.39142
2013-06-13,10038.086784
2013-06-14,9973.156284
2013-06-17,10039.12
2013-06-18,10123.117585
2013-06-19,9980.291217
2013-06-20,9732.745958
2013-06-21,9767.010162
2013-06-24,9666.795359
2013-06-25,9758.920759
2013-06-26,9855.23922
2013-06-27,9919.5668
2013-06-28,9858.704128
2013-07-01,9904.065192
2013-07-02,9899.15264
2013-07-03,9903.755628
2013-07-05,10007.728614
2013-07-08,10062.253548
2013-07-09,10127.89544
2013-07-10,10137.336342
2013-07-11,10276.582704
2013-07-12,10312.166125
2013-07-15,10326.512
2013-07-16,10283.8551
2013-07-17,10312.887123
2013-07-18,10374.927981
2013-07-19,10385.879211
2013-07-22,10412.080177
2013-07-23,10386.874386
2013-07-24,10344.92784
2013-07-25,10369.176675
2013-07-26,10372.690305
2013-07-29,10335.286225
2013-07-30,10337.800932
2013-07-31,10331.670597
2013-08-01,10463.795848
2013-08-02,10479.422265
2013-08-05,10455.720358
2013-08-06,10390.789929
2013-08-07,10347.016472
2013-08-08,10390.954072
2013-08-09,10354.704098
2013-08-12,10343.442181
2013-08-13,10371.308688
2013-08-14,10313.912644
2013-08-15,10154.8185
2013-08-16,10125.40045
2013-08-19,10078.660774
2013-08-20,10119.98281
2013-08-21,10059.52152
2013-08-22,10142.417856
2013-08-23,10182.2835
2013-08-26,10141.481736
2013-08-27,9981.309416
2013-08-28,10006.609184
2013-08-29,10026.255668
2013-08-30,9992.959915
2013-09-03,10036.376262
2013-09-04,10117.014908
2013-09-05,10128.924092
2013-09-06,10130.467985
2013-09-09,10232.53691
2013-09-10,10306.0188
2013-09-11,10334.941905
2013-09-12,10299.16356
2013-09-13,10328.473212
2013-09-16,10389.82128
2013-09-17,10435.68834
2013-09-18,10562.253024
2013-09-19,10542.787608
2013-09-20,10466.701092
2013-09-23,10416.96264
2013-09-24,10389.738078
2013-09-25,10359.7524
2013-09-26,10398.238538
2013-09-27,10353.340825
2013-09-30,10293.608325
2013-10-01,10375.9425
2013-10-02,10369.025205
2013-10-03,10275.91719
2013-10-04,10348.39575
2013-10-07,10260.36858
2013-10-08,10133.174995
2013-10-09,10138.99004
2013-10-10,10351.358448
2013-10-11,10424.60592
2013-10-14,10445.364106
2013-10-15,10362.580956
2013-10-16,10501.049692
2013-10-17,10569.09533
2013-10-18,10635.8676
2013-10-21,10629.515516
2013-10-22,10690.677909
2013-10-23,10624.10273
2013-10-24,10656.08974
2013-10-25,10706.44068
2013-10-28,10723.320405
2013-10-29,10791.52989
2013-10-30,10745.258478
2013-10-31,10705.23303
2013-11-01,10745.12318
2013-11-04,10782.60507
2013-11-05,10748.475496
2013-11-06,10787.064423
2013-11-07,10641.54122
2013-11-08,10784.077266
2013-11-11,10793.290746
2013-11-12,10768.76748
2013-11-13,10857.5478
2013-11-14,10908.815164
2013-11-15,10954.872196
2013-11-18,10914.179913
2013-11-19,10893.49191
2013-11-20,10853.531136
2013-11-21,10941.934465
2013-11-22,10997.666012
2013-11-25,10981.789648
2013-11-26,10983.614925
2013-11-27,11010.368052
2013-11-29,11003.161492
2013-12-02,10972.8837
2013-12-03,10936.77186
2013-12-04,10921.081396
2013-12-05,10873.153239
2013-12-06,10978.015853
2013-12-09,10980.965151
2013-12-10,10943.70602
2013-12-11,10821.105174
2013-12-12,10779.94825
2013-12-13,10778.500316
2013-12-16,10846.97761
2013-12-17,10812.6291
2013-12-18,10993.90467
2013-12-19,10986.62448
2013-12-20,11039.748048
2013-12-23,11096.264898
2013-12-24,11131.00238
2013-12-26,11189.718894
2013-12-27,11174.72004
2013-12-30,11160.014019
2013-12-31,11189.97144
2014-01-02,11084.761386
2014-01-03,11082.535555
2014-01-06,11056.708102
2014-01-07,11121.379456
2014-01-08,11119.019488
2014-01-09,11129.87715
2014-01-10,11150.207477
2014-01-13,10993.97136
2014-01-14,11109.041856
2014-01-15,11175.30548
2014-01-16,11178.156073
2014-01-17,11124.68661
2014-01-21,11155.9119
2014-01-22,11163.801318
2014-01-23,11065.474228
2014-01-24,10829.106152
2014-01-27,10774.87488
2014-01-28,10846.23825
2014-01-29,10743.84552
2014-01-30,10874.58559
2014-01-31,10804.27799
2014-02-03,10557.59529
2014-02-04,10638.2672
2014-02-05,10616.69004
2014-02-06,10748.75923
2014-02-07,10896.051068
2014-02-10,10905.950496
2014-02-11,11028.77685
2014-02-12,11029.081824
2014-02-13,11095.357188
2014-02-14,11154.784347
2014-02-18,11168.443148
2014-02-19,11112.2165
2014-02-20,11192.30163
2014-02-21,11185.516875
2014-02-24,11267.464824
2014-02-25,11300.43744
2014-02-26,11301.235968
2014-02-27,11363.830836
2014-02-28,11426.32025
2014-03-03,11344.410299
2014-03-04,11512.366085
2014-03-05,11483.082442
2014-03-06,11484.608055
2014-03-07,11504.87304
2014-03-10,11523.195762
2014-03-11,11467.621726
2014-03-12,11480.089
2014-03-13,11329.511508
2014-03-14,11323.317726
2014-03-17,11484.223506
2014-03-18,11593.159225
2014-03-19,11528.214458
2014-03-20,11657.942275
2014-03-21,11619.087
2014-03-24,11508.512496
2014-03-25,11570.015554
2014-03-26,11503.286064
2014-03-27,11487.715712
2014-03-28,11539.906964
2014-03-31,11640.712248
2014-04-01,11703.234088
2014-04-02,11734.35813
2014-04-03,11730.583839
2014-04-04,11586.498607
2014-04-07,11461.941992
2014-04-08,11476.225728
2014-04-09,11608.45209
2014-04-10,11388.192808
2014-04-11,11277.795297
2014-04-14,11384.746651
2014-04-15,11467.02156
2014-04-16,11586.175434
2014-04-17,11597.50215
2014-04-21,11657.007786
2014-04-22,11723.88108
2014-04-23,11698.120203
2014-04-24,11739.246029
2014-04-25,11653.14458
2014-04-28,11689.54579
2014-04-29,11754.58914
2014-04-30,11792.208235
2014-05-01,11790.518224
2014-05-02,11774.619602
2014-05-05,11770.64403
2014-05-06,11627.864404
2014-05-07,11709.512424
2014-05-08,11681.42364
2014-05-09,11698.422048
2014-05-12,11830.54404
2014-05-13,11819.405795
2014-05-14,11763.464517
2014-05-15,11656.705095
2014-05-16,11705.452524
2014-05-19,11757.997992
2014-05-20,11682.900823
2014-05-21,11769.601414
2014-05-22,11799.67515
2014-05-23,11852.655345
2014-05-27,11947.716781
2014-05-28,11943.76412
2014-05-29,11977.14714
2014-05-30,12018.273003
2014-06-02,12027.020063
2014-06-03,12035.351504
2014-06-04,12050.021152
2014-06-05,12141.070128
2014-06-06,12184.97472
2014-06-09,12176.510181
2014-06-10,12142.692355
2014-06-11,12106.741309
2014-06-12,12002.389035
2014-06-13,12022.58552
2014-06-16,12066.55606
2014-06-17,12092.383332
2014-06-18,12194.725172
2014-06-19,12205.796868
2014-06-20,12217.884315
2014-06-23,12218.228555
2014-06-24,12150.520378
2014-06-25,12216.493832
2014-06-26,12181.73728
2014-06-27,12194.22976
2014-06-30,12160.874874
2014-07-01,12234.584
2014-07-02,12263.574972
2014-07-03,12333.55328
2014-07-07,12268.94507
2014-07-08,12177.947565
2014-07-09,12231.348717
2014-07-10,12186.517104
2014-07-11,12205.820495
2014-07-14,12269.8826
2014-07-15,12250.12224
2014-07-16,12293.66028
2014-07-17,12147.784856
2014-07-18,12280.78976
2014-07-21,12254.860759
2014-07-22,12303.83659
