Index,value
2010/8/27,2.777922078
2010/8/30,2.819792208
2010/8/31,2.789194805
2010/9/1,2.777922078
2010/9/2,2.808519481
2010/9/3,2.795636364
2010/9/6,2.877766234
2010/9/7,2.868103896
2010/9/8,2.842337662
2010/9/9,2.782753247
2010/9/10,2.776311688
2010/9/13,2.790805195
2010/9/14,2.790805195
2010/9/15,2.737662338
2010/9/16,2.689350649
2010/9/17,2.68612987
2010/9/20,2.695792208
2010/9/21,2.697402597
2010/9/27,2.723168831
2010/9/28,2.695792208
2010/9/29,2.705454545
2010/9/30,2.777922078
2010/10/8,2.903532468
2010/10/11,3.024311688
2010/10/12,3.064571429
2010/10/13,3.119324675
2010/10/14,3.166025974
2010/10/15,3.309350649
2010/10/18,3.286805195
2010/10/19,3.356051948
2010/10/20,3.354441558
2010/10/21,3.293246753
2010/10/22,3.273922078
2010/10/25,3.383428571
2010/10/26,3.335116883
2010/10/27,3.257818182
2010/10/28,3.259428571
2010/10/29,3.206285714
2010/11/1,3.293246753
2010/11/2,3.273922078
2010/11/3,3.26587013
2010/11/4,3.310961039
2010/11/5,3.34961039
2010/11/8,3.362493506
2010/11/9,3.309350649
2010/11/10,3.254597403
2010/11/11,3.301298701
2010/11/12,3.103220779
2010/11/15,3.088727273
2010/11/16,2.93574026
2010/11/17,2.905142857
2010/11/18,2.942181818
2010/11/19,2.947012987
2010/11/22,2.911584416
2010/11/23,2.845558442
2010/11/24,2.911584416
2010/11/25,2.959896104
2010/11/26,2.924467532
2010/11/29,2.914805195
2010/11/30,2.866493506
2010/12/1,2.868103896
2010/12/2,2.89225974
2010/12/3,2.905142857
2010/12/6,2.947012987
2010/12/7,2.964727273
2010/12/8,2.924467532
2010/12/9,2.890649351
2010/12/10,2.927688312
2010/12/13,3.01625974
2010/12/14,3.004987013
2010/12/15,2.984051948
2010/12/16,2.953454545
2010/12/17,2.947012987
2010/12/20,2.89225974
2010/12/21,2.97438961
2010/12/22,2.927688312
2010/12/23,2.922857143
2010/12/24,2.914805195
2010/12/27,2.858441558
2010/12/28,2.819792208
2010/12/29,2.819792208
2010/12/30,2.802077922
2010/12/31,2.852
2011/1/4,2.918025974
2011/1/5,2.89225974
2011/1/6,2.871324675
2011/1/7,2.903532468
2011/1/10,2.860051948
2011/1/11,2.89387013
2011/1/12,2.919636364
2011/1/13,2.916415584
2011/1/14,2.864883117
2011/1/17,2.761818182
2011/1/18,2.774701299
2011/1/19,2.819792208
2011/1/20,2.731220779
2011/1/21,2.771480519
2011/1/24,2.750545455
2011/1/25,2.753766234
2011/1/26,2.779532468
2011/1/27,2.81174026
2011/1/28,2.803688312
2011/1/31,2.832675325
2011/2/1,2.845558442
2011/2/9,2.800467532
2011/2/10,2.85361039
2011/2/11,2.852
2011/2/14,2.969558442
2011/2/15,2.964727273
2011/2/16,2.972779221
2011/2/17,2.967948052
2011/2/18,2.940571429
2011/2/21,2.969558442
2011/2/22,2.880987013
2011/2/23,2.880987013
2011/2/24,2.89225974
2011/2/25,2.898701299
2011/2/28,2.919636364
2011/3/1,2.942181818
2011/3/2,2.953454545
2011/3/3,2.971168831
2011/3/4,3.022701299
2011/3/7,3.087116883
2011/3/8,3.082285714
2011/3/9,3.079064935
2011/3/10,3.006597403
2011/3/11,2.964727273
2011/3/14,2.971168831
2011/3/15,2.916415584
2011/3/16,2.966337662
2011/3/17,2.924467532
2011/3/18,2.943792208
2011/3/21,2.945402597
2011/3/22,2.97761039
2011/3/23,3.019480519
2011/3/24,2.993714286
2011/3/25,3.046857143
2011/3/28,3.051688312
2011/3/29,3.042025974
2011/3/30,3.050077922
2011/3/31,3.022701299
2011/4/1,3.091948052
2011/4/6,3.166025974
2011/4/7,3.164415584
2011/4/8,3.185350649
2011/4/11,3.167636364
2011/4/12,3.146701299
2011/4/13,3.209506494
2011/4/14,3.186961039
2011/4/15,3.207896104
2011/4/18,3.206285714
2011/4/19,3.128987013
2011/4/20,3.117714286
2011/4/21,3.14187013
2011/4/22,3.132207792
2011/4/25,3.090337662
2011/4/26,3.079064935
2011/4/27,3.069402597
2011/4/28,3.077454545
2011/4/29,3.069402597
2011/5/3,3.067792208
2011/5/4,2.971168831
2011/5/5,2.963116883
2011/5/6,2.943792208
2011/5/9,2.940571429
2011/5/10,2.97438961
2011/5/11,2.963116883
2011/5/12,2.916415584
2011/5/13,2.953454545
2011/5/16,2.911584416
2011/5/17,2.938961039
2011/5/18,2.969558442
2011/5/19,2.956675325
2011/5/20,2.966337662
2011/5/23,2.872935065
2011/5/24,2.874545455
2011/5/25,2.840727273
2011/5/26,2.847168831
2011/5/27,2.852
2011/5/30,2.855220779
2011/5/31,2.900311688
2011/6/1,2.887428571
2011/6/2,2.824623377
2011/6/3,2.848779221
2011/6/7,2.860051948
2011/6/8,2.856831169
2011/6/9,2.81012987
2011/6/10,2.818181818
2011/6/13,2.808519481
2011/6/14,2.848779221
2011/6/15,2.827844156
2011/6/16,2.790805195
2011/6/17,2.76987013
2011/6/20,2.756987013
2011/6/21,2.782753247
2011/6/22,2.781142857
2011/6/23,2.832675325
2011/6/24,2.905142857
2011/6/27,2.898701299
2011/6/28,2.898701299
2011/6/29,2.845558442
2011/6/30,2.900311688
2011/7/1,2.895480519
2011/7/4,2.980831169
2011/7/5,2.966337662
2011/7/6,2.945402597
2011/7/7,2.932519481
2011/7/8,2.947012987
2011/7/11,2.937350649
2011/7/12,2.871324675
2011/7/13,2.918025974
2011/7/14,2.929298701
2011/7/15,2.937350649
2011/7/18,2.926077922
2011/7/19,2.903532468
2011/7/20,2.895480519
2011/7/21,2.860051948
2011/7/22,2.864883117
2011/7/25,2.779532468
2011/7/26,2.785974026
2011/7/27,2.792415584
2011/7/28,2.763428571
2011/7/29,2.782753247
2011/8/1,2.784363636
2011/8/2,2.756987013
2011/8/3,2.753766234
2011/8/4,2.755376623
2011/8/5,2.690961039
2011/8/8,2.595948052
2011/8/9,2.608831169
2011/8/10,2.628155844
2011/8/11,2.668415584
2011/8/12,2.658753247
2011/8/15,2.724779221
2011/8/16,2.702233766
2011/8/17,2.690961039
2011/8/18,2.637818182
2011/8/19,2.613662338
2011/8/22,2.586285714
2011/8/23,2.637818182
2011/8/24,2.615272727
2011/8/25,2.72961039
2011/8/26,2.723168831
2011/8/29,2.663584416
2011/8/30,2.655532468
2011/8/31,2.670025974
2011/9/1,2.666805195
2011/9/2,2.636207792
2011/9/5,2.587896104
