                  十债加权 (TL9)
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA1   	   MA.MA2   	   MA.MA3   	   MA.MA4   	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	
 2016/08/02	 100.722	 100.948	 100.715	 100.882	          15159	    100.817	    100.761	    100.517	     99.789	  15159.000	  17391.199	  18069.199	      0.262	      0.260	      0.004	
 2016/08/03	 100.871	 101.040	 100.863	 100.979	          18705	    100.876	    100.790	    100.554	     99.814	  18705.000	  17595.400	  17992.100	      0.266	      0.261	      0.011	
 2016/08/04	 100.967	 101.016	 100.915	 101.008	          12020	    100.892	    100.817	    100.581	     99.838	  12020.000	  15713.400	  17065.699	      0.269	      0.263	      0.013	
 2016/08/05	 101.107	 101.277	 101.041	 101.261	          15745	    100.975	    100.869	    100.619	     99.869	  15745.000	  15611.400	  16662.400	      0.288	      0.268	      0.041	
 2016/08/08	 101.142	 101.249	 101.126	 101.241	          17333	    101.074	    100.935	    100.667	     99.895	  17333.000	  15792.400	  16791.699	      0.299	      0.274	      0.049	
 2016/08/09	 101.239	 101.423	 101.235	 101.337	          18632	    101.165	    100.991	    100.728	     99.926	  18632.000	  16487.000	  16939.100	      0.311	      0.281	      0.059	
 2016/08/10	 101.472	 101.685	 101.288	 101.315	          32653	    101.232	    101.054	    100.792	     99.963	  32653.000	  19276.600	  18436.000	      0.315	      0.288	      0.054	
 2016/08/11	 101.301	 101.491	 101.284	 101.432	          20939	    101.317	    101.104	    100.859	    100.002	  20939.000	  21060.400	  18386.900	      0.324	      0.295	      0.058	
 2016/08/12	 101.407	 101.700	 101.301	 101.646	          26973	    101.394	    101.185	    100.925	    100.049	  26973.000	  23306.000	  19458.699	      0.345	      0.305	      0.079	
 2016/08/15	 101.838	 102.042	 101.686	 101.777	          32496	    101.502	    101.288	    100.999	    100.097	  32496.000	  26338.600	  21065.500	      0.367	      0.318	      0.100	
 2016/08/16	 101.776	 101.878	 101.519	 101.533	          26573	    101.541	    101.353	    101.057	    100.138	  26573.000	  27926.801	  22206.900	      0.362	      0.326	      0.070	
 2016/08/17	 101.455	 101.557	 101.390	 101.450	          21991	    101.568	    101.400	    101.095	    100.178	  21991.000	  25794.400	  22535.500	      0.346	      0.330	      0.031	
 2016/08/18	 101.547	 101.620	 101.332	 101.458	          24679	    101.573	    101.445	    101.131	    100.214	  24679.000	  26542.400	  23801.400	      0.331	      0.330	      0.001	
 2016/08/19	 101.367	 101.383	 101.113	 101.204	          29456	    101.484	    101.439	    101.154	    100.247	  29456.000	  27039.000	  25172.500	      0.295	      0.323	     -0.057	
 2016/08/22	 101.128	 101.383	 101.095	 101.369	          17977	    101.403	    101.452	    101.194	    100.285	  17977.000	  24135.199	  25236.900	      0.276	      0.314	     -0.075	
 2016/08/23	 101.326	 101.346	 100.858	 100.985	          33821	    101.293	    101.417	    101.204	    100.318	  33821.000	  25584.801	  26755.801	      0.228	      0.297	     -0.137	
 2016/08/24	 100.800	 101.055	 100.796	 100.955	          29977	    101.194	    101.381	    101.218	    100.352	  29977.000	  27182.000	  26488.199	      0.185	      0.274	     -0.178	
 2016/08/25	 100.997	 101.125	 100.832	 100.897	          22898	    101.082	    101.327	    101.216	    100.382	  22898.000	  26825.801	  26684.100	      0.145	      0.248	     -0.207	
 2016/08/26	 100.969	 101.162	 100.857	 101.137	          20091	    101.068	    101.276	    101.231	    100.418	  20091.000	  24952.801	  25995.900	      0.131	      0.225	     -0.188	
 2016/08/29	 101.015	 101.048	 100.867	 100.931	          18528	    100.981	    101.192	    101.240	    100.452	  18528.000	  25063.000	  24599.100	      0.102	      0.200	     -0.197	
 2016/08/30	 100.854	 100.912	 100.584	 100.588	          25645	    100.902	    101.097	    101.225	    100.479	  25645.000	  23427.801	  24506.301	      0.051	      0.170	     -0.239	
 2016/08/31	 100.621	 100.745	 100.584	 100.663	          18770	    100.843	    101.019	    101.209	    100.508	  18770.000	  21186.400	  24184.199	      0.016	      0.139	     -0.247	
 2016/09/01	 100.616	 100.768	 100.489	 100.720	          26114	    100.808	    100.945	    101.195	    100.538	  26114.000	  21829.600	  24327.699	     -0.007	      0.110	     -0.234	
 2016/09/02	 100.830	 100.860	 100.640	 100.688	          19202	    100.718	    100.893	    101.166	    100.568	  19202.000	  21651.801	  23302.301	     -0.027	      0.083	     -0.220	
 2016/09/05	 100.651	 100.707	 100.546	 100.656	          13530	    100.663	    100.822	    101.137	    100.595	  13530.000	  20652.199	  22857.600	     -0.045	      0.057	     -0.205	
 2016/09/06	 100.610	 100.726	 100.527	 100.572	          15558	    100.660	    100.781	    101.099	    100.616	  15558.000	  18634.801	  21031.301	     -0.066	      0.033	     -0.197	
 2016/09/07	 100.623	 100.680	 100.434	 100.516	          16661	    100.631	    100.737	    101.059	    100.635	  16661.000	  18213.000	  19699.699	     -0.086	      0.009	     -0.189	
 2016/09/08	 100.505	 100.717	 100.483	 100.704	          17498	    100.627	    100.718	    101.022	    100.652	  17498.000	  16489.801	  19159.699	     -0.085	     -0.010	     -0.150	
 2016/09/09	 100.659	 100.917	 100.635	 100.798	          19102	    100.649	    100.684	    100.980	    100.671	  19102.000	  16469.801	  19060.801	     -0.076	     -0.023	     -0.106	
 2016/09/12	 100.663	 100.715	 100.550	 100.586	          16648	    100.635	    100.649	    100.920	    100.688	  16648.000	  17093.400	  18872.801	     -0.085	     -0.036	     -0.099	
 2016/09/13	 100.694	 100.884	 100.635	 100.859	          23209	    100.693	    100.676	    100.887	    100.706	  23209.000	  18623.600	  18629.199	     -0.070	     -0.042	     -0.055	
 2016/09/14	 100.782	 101.044	 100.739	 100.911	          21774	    100.772	    100.701	    100.860	    100.725	  21774.000	  19646.199	  18929.600	     -0.052	     -0.044	     -0.016	
 2016/09/19	 100.928	 100.987	 100.833	 100.950	          12149	    100.821	    100.724	    100.834	    100.745	  12149.000	  18576.400	  17533.100	     -0.035	     -0.043	      0.015	
 2016/09/20	 101.028	 101.152	 100.962	 100.972	          18029	    100.856	    100.752	    100.823	    100.760	  18029.000	  18361.801	  17415.801	     -0.020	     -0.038	      0.037	
 2016/09/21	 100.939	 100.998	 100.837	 100.967	          19762	    100.932	    100.784	    100.803	    100.771	  19762.000	  18984.600	  18039.000	     -0.008	     -0.032	      0.049	
 2016/09/22	 101.074	 101.120	 100.925	 100.953	          16180	    100.951	    100.822	    100.801	    100.786	  16180.000	  17578.801	  18101.199	      0.001	     -0.025	      0.052	
 2016/09/23	 101.060	 101.137	 101.003	 101.082	          16370	    100.985	    100.878	    100.808	    100.805	  16370.000	  16498.000	  18072.100	      0.018	     -0.017	      0.069	
 2016/09/27	 101.193	 101.246	 101.071	 101.153	          14251	    101.025	    100.923	    100.820	    100.821	  14251.000	  16918.400	  17747.400	      0.036	     -0.006	      0.085	
 2016/09/28	 101.111	 101.157	 101.031	 101.129	          12419	    101.057	    100.956	    100.820	    100.832	  12419.000	  15796.400	  17079.100	      0.049	      0.005	      0.088	
 2016/09/29	 101.111	 101.164	 101.058	 101.103	          10410	    101.084	    101.008	    100.828	    100.848	  10410.000	  13926.000	  16455.301	      0.056	      0.015	      0.081	
 2016/09/30	 101.097	 101.169	 101.074	 101.111	           7458	    101.116	    101.033	    100.855	    100.866	   7458.000	  12181.600	  14880.200	      0.061	      0.024	      0.074	
 2016/10/10	 101.370	 101.476	 101.361	 101.456	          13761	    101.190	    101.088	    100.894	    100.886	  13761.000	  11659.800	  14078.900	      0.092	      0.038	      0.109	
 2016/10/11	 101.414	 101.462	 101.294	 101.354	          14053	    101.231	    101.128	    100.926	    100.901	  14053.000	  11620.200	  14269.300	      0.107	      0.052	      0.111	
 2016/10/12	 101.312	 101.322	 101.134	 101.225	          15613	    101.250	    101.153	    100.953	    100.913	  15613.000	  12259.000	  14027.700	      0.108	      0.063	      0.090	
 2016/10/13	 101.200	 101.354	 101.142	 101.332	          13083	    101.296	    101.190	    100.987	    100.930	  13083.000	  12793.600	  13359.800	      0.116	      0.073	      0.084	
 2016/10/14	 101.329	 101.442	 101.236	 101.389	          16337	    101.351	    101.233	    101.027	    100.952	  16337.000	  14569.400	  13375.500	      0.125	      0.084	      0.082	
 2016/10/17	 101.351	 101.452	 101.274	 101.448	          12858	    101.349	    101.270	    101.074	    100.975	  12858.000	  14388.800	  13024.300	      0.135	      0.094	      0.082	
 2016/10/18	 101.397	 101.463	 101.347	 101.398	          13329	    101.358	    101.294	    101.109	    100.997	  13329.000	  14244.000	  12932.100	      0.138	      0.103	      0.070	
 2016/10/19	 101.395	 101.605	 101.311	 101.576	          16776	    101.429	    101.339	    101.148	    101.018	  16776.000	  14476.600	  13367.800	      0.153	      0.113	      0.080	
 2016/10/20	 101.668	 101.807	 101.618	 101.796	          18568	    101.521	    101.408	    101.208	    101.042	  18568.000	  15573.600	  14183.600	      0.180	      0.126	      0.108	
 2016/10/21	 101.748	 101.868	 101.699	 101.854	          13453	    101.614	    101.483	    101.258	    101.067	  13453.000	  14996.800	  14783.100	      0.204	      0.142	      0.125	
 2016/10/24	 101.770	 101.906	 101.442	 101.466	          29004	    101.618	    101.484	    101.286	    101.080	  29004.000	  18226.000	  16307.400	      0.190	      0.151	      0.076	
 2016/10/25	 101.447	 101.541	 101.269	 101.327	          26606	    101.604	    101.481	    101.305	    101.090	  26606.000	  20881.400	  17562.699	      0.165	      0.154	      0.022	
 2016/10/26	 101.133	 101.306	 100.979	 101.075	          32381	    101.504	    101.466	    101.310	    101.096	  32381.000	  24002.400	  19239.500	      0.124	      0.148	     -0.049	
 2016/10/27	 101.133	 101.310	 101.018	 101.275	          28613	    101.400	    101.460	    101.325	    101.107	  28613.000	  26011.400	  20792.500	      0.106	      0.140	     -0.067	
 2016/10/28	 101.223	 101.357	 101.166	 101.323	          22403	    101.293	    101.454	    101.344	    101.116	  22403.000	  27801.400	  21399.100	      0.095	      0.131	     -0.072	
 2016/10/31	 101.228	 101.247	 100.964	 100.980	          25229	    101.196	    101.407	    101.339	    101.121	  25229.000	  27046.400	  22636.199	      0.057	      0.116	     -0.117	
 2016/11/01	 100.961	 101.089	 100.909	 101.037	          25929	    101.138	    101.371	    101.333	    101.123	  25929.000	  26911.000	  23896.199	      0.032	      0.099	     -0.134	
 2016/11/02	 101.077	 101.153	 100.949	 101.066	          19474	    101.136	    101.320	    101.330	    101.127	  19474.000	  24329.600	  24166.000	      0.014	      0.082	     -0.136	
 2016/11/03	 101.160	 101.281	 101.078	 101.210	          24080	    101.123	    101.261	    101.335	    101.134	  24080.000	  23423.000	  24717.199	      0.011	      0.068	     -0.113	
 2016/11/04	 101.174	 101.240	 101.094	 101.186	          15146	    101.096	    101.195	    101.339	    101.140	  15146.000	  21971.600	  24886.500	      0.007	      0.056	     -0.097	
 2016/11/07	 101.144	 101.148	 100.873	 100.891	          22015	    101.078	    101.137	    101.310	    101.138	  22015.000	  21328.801	  24187.600	     -0.020	      0.041	     -0.121	
 2016/11/08	 100.885	 100.896	 100.637	 100.740	          30045	    101.019	    101.078	    101.280	    101.134	  30045.000	  22152.000	  24531.500	     -0.052	      0.022	     -0.149	
 2016/11/09	 100.672	 101.052	 100.574	 100.660	          38446	    100.938	    101.037	    101.252	    101.124	  38446.000	  25946.400	  25138.000	     -0.084	      0.001	     -0.170	
 2016/11/10	 100.425	 100.517	 100.264	 100.283	          33830	    100.752	    100.938	    101.199	    101.108	  33830.000	  27896.400	  25659.699	     -0.138	     -0.027	     -0.222	
 2016/11/11	 100.222	 100.277	 100.038	 100.047	          32792	    100.524	    100.810	    101.132	    101.086	  32792.000	  31425.600	  26698.600	     -0.197	     -0.061	     -0.273	
 2016/11/14	 100.193	 100.240	  99.762	  99.782	          36731	    100.302	    100.690	    101.049	    101.061	  36731.000	  34368.801	  27848.801	     -0.263	     -0.101	     -0.323	
 2016/11/15	  99.784	  99.898	  99.537	  99.885	          37857	    100.131	    100.575	    100.973	    101.035	  37857.000	  35931.199	  29041.600	     -0.303	     -0.142	     -0.322	
 2016/11/16	  99.803	  99.972	  99.631	  99.631	          28156	     99.925	    100.431	    100.876	    101.001	  28156.000	  33873.199	  29909.801	     -0.351	     -0.183	     -0.335	
 2016/11/17	  99.601	  99.762	  99.483	  99.487	          31458	     99.766	    100.259	    100.760	    100.963	  31458.000	  33398.801	  30647.600	     -0.396	     -0.226	     -0.340	
 2016/11/18	  99.408	  99.646	  99.350	  99.428	          32714	     99.642	    100.083	    100.639	    100.928	  32714.000	  33383.199	  32404.400	     -0.432	     -0.267	     -0.329	
 2016/11/21	  99.511	  99.624	  99.453	  99.510	          18286	     99.588	     99.945	    100.541	    100.896	  18286.000	  29694.199	  32031.500	     -0.448	     -0.303	     -0.290	
 2016/11/22	  99.712	  99.742	  99.439	  99.517	          25456	     99.514	     99.823	    100.451	    100.863	  25456.000	  27214.000	  31572.600	     -0.456	     -0.334	     -0.243	
 2016/11/23	  99.562	  99.827	  99.461	  99.803	          23056	     99.549	     99.737	    100.387	    100.840	  23056.000	  26194.000	  30033.600	     -0.433	     -0.354	     -0.159	
 2016/11/24	  99.683	  99.746	  99.601	  99.644	          19303	     99.580	     99.673	    100.305	    100.811	  19303.000	  23763.000	  28580.900	     -0.424	     -0.368	     -0.112	
 2016/11/25	  99.610	  99.653	  99.465	  99.520	          19659	     99.599	     99.621	    100.215	    100.787	  19659.000	  21152.000	  27267.600	     -0.421	     -0.378	     -0.085	
 2016/11/28	  99.552	  99.708	  99.533	  99.533	          14164	     99.603	     99.596	    100.143	    100.763	  14164.000	  20327.600	  25010.900	     -0.413	     -0.385	     -0.056	
 2016/11/29	  99.437	  99.446	  98.728	  98.841	          40725	     99.468	     99.491	    100.033	    100.729	  40725.000	  23381.400	  25297.699	     -0.457	     -0.400	     -0.115	
 2016/11/30	  98.893	  99.000	  98.340	  98.768	          45138	     99.261	     99.405	     99.918	    100.689	  45138.000	  27797.801	  26995.900	     -0.493	     -0.418	     -0.149	
 2016/12/01	  98.614	  98.631	  98.021	  98.087	          49864	     98.950	     99.265	     99.762	    100.642	  49864.000	  33910.000	  28836.500	     -0.569	     -0.449	     -0.241	
 2016/12/02	  98.103	  98.348	  98.075	  98.158	          41564	     98.677	     99.138	     99.611	    100.601	  41564.000	  38291.000	  29721.500	     -0.617	     -0.482	     -0.269	
 2016/12/05	  98.129	  98.294	  97.854	  97.882	          32419	     98.347	     98.975	     99.460	    100.555	  32419.000	  41942.000	  31134.801	     -0.669	     -0.520	     -0.299	
 2016/12/06	  97.624	  97.715	  97.160	  97.491	          60832	     98.077	     98.773	     99.298	    100.501	  60832.000	  45963.398	  34672.398	     -0.734	     -0.562	     -0.343	
 2016/12/07	  97.652	  97.778	  97.352	  97.663	          47497	     97.856	     98.559	     99.148	    100.451	  47497.000	  46435.199	  37116.500	     -0.762	     -0.602	     -0.320	
 2016/12/08	  97.850	  98.119	  97.605	  97.720	          41337	     97.783	     98.366	     99.020	    100.402	  41337.000	  44729.801	  39319.898	     -0.771	     -0.636	     -0.270	
 2016/12/09	  97.624	  97.799	  97.530	  97.601	          31537	     97.671	     98.174	     98.897	    100.352	  31537.000	  42724.398	  40507.699	     -0.779	     -0.665	     -0.229	
 2016/12/12	  97.135	  97.333	  96.568	  96.576	          49265	     97.410	     97.879	     98.737	    100.287	  49265.000	  46093.602	  44017.801	     -0.858	     -0.704	     -0.309	
 2016/12/13	  96.687	  96.719	  96.352	  96.410	          52516	     97.194	     97.636	     98.563	    100.215	  52516.000	  44430.398	  45196.898	     -0.924	     -0.748	     -0.352	
 2016/12/14	  96.704	  96.706	  96.076	  96.141	          51862	     96.890	     97.373	     98.389	    100.137	  51862.000	  45303.398	  45869.301	     -0.986	     -0.795	     -0.381	
 2016/12/15	  95.293	  95.303	  94.231	  94.366	         119776	     96.219	     97.001	     98.133	    100.034	 119776.000	  60991.199	  52860.500	     -1.165	     -0.869	     -0.592	
 2016/12/16	  94.155	  95.709	  94.027	  95.597	         110232	     95.818	     96.745	     97.941	     99.946	 110232.000	  76730.203	  59727.301	     -1.194	     -0.934	     -0.519	
 2016/12/19	  94.635	  94.907	  94.093	  94.355	          91549	     95.374	     96.392	     97.684	     99.837	  91549.000	  85187.000	  65640.297	     -1.302	     -1.008	     -0.588	
 2016/12/20	  93.290	  94.686	  93.242	  94.499	         117673	     94.991	     96.093	     97.433	     99.729	 117673.000	  98218.398	  71324.398	     -1.360	     -1.078	     -0.564	
 2016/12/21	  95.209	  96.232	  94.927	  95.984	         115634	     94.960	     95.925	     97.242	     99.646	 115634.000	 110972.797	  78138.102	     -1.272	     -1.117	     -0.310	
 2016/12/22	  96.150	  96.711	  95.817	  96.703	          92417	     95.428	     95.823	     97.095	     99.575	  92417.000	 105501.000	  83246.102	     -1.131	     -1.120	     -0.022	
 2016/12/23	  96.456	  96.671	  96.139	  96.283	          84822	     95.565	     95.691	     96.933	     99.497	  84822.000	 100419.000	  88574.602	     -1.041	     -1.104	      0.126	
 2016/12/26	  95.935	  96.467	  95.907	  96.311	          64291	     95.956	     95.665	     96.772	     99.418	  64291.000	  94967.398	  90077.203	     -0.956	     -1.074	      0.236	
 2016/12/27	  96.314	  96.321	  95.739	  95.853	          49927	     96.227	     95.609	     96.622	     99.329	  49927.000	  81418.203	  89818.297	     -0.916	     -1.043	      0.254	
 2016/12/28	  95.809	  96.354	  95.784	  96.266	          64053	     96.283	     95.622	     96.497	     99.248	  64053.000	  71102.000	  91037.398	     -0.841	     -1.002	      0.323	
 2016/12/29	  96.439	  97.281	  96.416	  97.281	          75987	     96.399	     95.913	     96.457	     99.185	  75987.000	  67816.000	  86658.500	     -0.691	     -0.940	      0.498	
 2016/12/30	  97.265	  97.590	  96.851	  96.925	          65842	     96.527	     96.046	     96.395	     99.115	  65842.000	  64020.000	  82219.500	     -0.595	     -0.871	      0.553	
 2017/01/03	  97.093	  97.163	  96.692	  96.926	          59786	     96.650	     96.303	     96.348	     99.039	  59786.000	  63119.000	  79043.203	     -0.512	     -0.799	      0.574	
 2017/01/04	  96.763	  97.111	  96.505	  96.634	          76989	     96.807	     96.517	     96.305	     98.961	  76989.000	  68531.398	  74974.797	     -0.465	     -0.732	      0.535	
 2017/01/05	  96.602	  96.888	  96.318	  96.871	          86383	     96.928	     96.606	     96.265	     98.888	  86383.000	  72997.398	  72049.703	     -0.404	     -0.667	      0.526	
 2017/01/06	  97.062	  97.087	  96.640	  96.764	          69207	     96.824	     96.612	     96.217	     98.812	  69207.000	  71641.398	  69728.703	     -0.360	     -0.605	      0.491	
 2017/01/09	  96.806	  97.191	  96.616	  97.144	          52192	     96.868	     96.698	     96.195	     98.741	  52192.000	  68911.398	  66465.703	     -0.291	     -0.542	      0.503	
 2017/01/10	  97.332	  97.390	  97.070	  97.099	          54043	     96.903	     96.776	     96.221	     98.669	  54043.000	  67762.797	  65440.898	     -0.237	     -0.481	      0.488	
 2017/01/11	  96.997	  97.078	  96.713	  96.749	          47803	     96.926	     96.866	     96.238	     98.591	  47803.000	  61925.602	  65228.500	     -0.220	     -0.429	      0.418	
 2017/01/12	  96.922	  97.114	  96.815	  96.818	          45921	     96.915	     96.921	     96.271	     98.512	  45921.000	  53833.199	  63415.301	     -0.199	     -0.383	      0.368	
 2017/01/13	  96.874	  97.018	  96.796	  96.920	          39426	     96.946	     96.885	     96.399	     98.431	  39426.000	  47877.000	  59759.199	     -0.172	     -0.341	      0.338	
 2017/01/16	  96.932	  97.115	  96.180	  96.186	          68889	     96.754	     96.811	     96.429	     98.336	  68889.000	  51216.398	  60063.898	     -0.208	     -0.314	      0.213	
 2017/01/17	  95.979	  96.122	  95.781	  95.892	          59967	     96.513	     96.708	     96.505	     98.243	  59967.000	  52401.199	  60082.000	     -0.256	     -0.303	      0.093	
 2017/01/18	  95.973	  96.217	  95.844	  95.905	          50115	     96.344	     96.635	     96.576	     98.153	  50115.000	  52863.602	  57394.602	     -0.291	     -0.300	      0.019	
 2017/01/19	  95.778	  96.250	  95.647	  96.142	          65687	     96.209	     96.562	     96.584	     98.071	  65687.000	  56816.801	  55325.000	     -0.295	     -0.299	      0.008	
 2017/01/20	  96.132	  96.592	  96.059	  96.403	          67397	     96.106	     96.526	     96.569	     97.990	  67397.000	  62411.000	  55144.000	     -0.275	     -0.294	      0.039	
 2017/01/23	  96.405	  96.474	  96.211	  96.282	          32498	     96.125	     96.440	     96.569	     97.906	  32498.000	  55132.801	  53174.602	     -0.265	     -0.289	      0.047	
 2017/01/24	  96.455	  96.537	  95.415	  95.431	          60347	     96.033	     96.273	     96.525	     97.813	  60347.000	  55208.801	  53805.000	     -0.323	     -0.295	     -0.054	
 2017/01/25	  95.054	  95.301	  94.825	  95.101	          76577	     95.872	     96.108	     96.487	     97.714	  76577.000	  60501.199	  56682.398	     -0.390	     -0.314	     -0.152	
 2017/01/26	  95.090	  95.183	  94.719	  94.824	          38193	     95.608	     95.909	     96.415	     97.610	  38193.000	  55002.398	  55909.602	     -0.461	     -0.344	     -0.234	
 2017/02/03	  95.022	  95.074	  93.742	  94.036	          64039	     95.135	     95.620	     96.253	     97.491	  64039.000	  54330.801	  58370.898	     -0.574	     -0.390	     -0.368	
 2017/02/06	  93.982	  94.298	  93.893	  93.893	          54249	     94.657	     95.391	     96.101	     97.369	  54249.000	  58681.000	  56906.898	     -0.667	     -0.445	     -0.444	
 2017/02/07	  93.872	  94.559	  93.793	  94.124	          72786	     94.396	     95.214	     95.961	     97.256	  72786.000	  61168.801	  58188.801	     -0.714	     -0.499	     -0.430	
 2017/02/08	  94.267	  94.498	  94.142	  94.498	          68374	     94.275	     95.073	     95.854	     97.152	  68374.000	  59528.199	  60014.699	     -0.713	     -0.542	     -0.343	
 2017/02/09	  94.559	  94.879	  94.513	  94.801	          63000	     94.270	     94.939	     95.751	     97.055	  63000.000	  64489.602	  59746.000	     -0.680	     -0.569	     -0.221	
 2017/02/10	  94.723	  94.771	  94.535	  94.613	          46776	     94.386	     94.760	     95.643	     96.960	  46776.000	  61037.000	  57683.898	     -0.661	     -0.588	     -0.147	
 2017/02/13	  94.492	  94.984	  94.492	  94.944	          50181	     94.596	     94.626	     95.533	     96.875	  50181.000	  60223.398	  59452.199	     -0.613	     -0.593	     -0.040	
 2017/02/14	  94.896	  95.080	  94.493	  94.666	          67710	     94.704	     94.550	     95.411	     96.790	  67710.000	  59208.199	  60188.500	     -0.590	     -0.592	      0.005	
 2017/02/15	  94.441	  94.596	  94.359	  94.436	          54351	     94.692	     94.484	     95.296	     96.699	  54351.000	  56403.602	  57965.898	     -0.584	     -0.590	      0.014	
 2017/02/16	  94.652	  95.211	  94.505	  95.211	          56539	     94.774	     94.522	     95.215	     96.625	  56539.000	  55111.398	  59800.500	     -0.510	     -0.574	      0.129	
 2017/02/17	  95.164	  95.434	  94.978	  95.172	          71320	     94.886	     94.636	     95.128	     96.553	  71320.000	  60020.199	  60528.602	     -0.450	     -0.549	      0.199	
 2017/02/20	  95.569	  95.701	  95.271	  95.662	          54159	     95.029	     94.813	     95.102	     96.491	  54159.000	  60815.801	  60519.602	     -0.358	     -0.511	      0.306	
 2017/02/21	  95.483	  95.506	  94.999	  95.080	          57784	     95.112	     94.908	     95.061	     96.417	  57784.000	  58830.602	  59019.398	     -0.329	     -0.475	      0.291	
 2017/02/22	  94.903	  95.646	  94.888	  95.602	          68225	     95.345	     95.019	     95.046	     96.351	  68225.000	  61605.398	  59004.500	     -0.261	     -0.432	      0.342	
 2017/02/23	  95.504	  95.900	  95.418	  95.584	          62565	     95.420	     95.097	     95.018	     96.281	  62565.000	  62810.602	  58961.000	     -0.206	     -0.387	      0.362	
 2017/02/24	  95.717	  95.935	  95.355	  95.618	          67543	     95.509	     95.197	     94.979	     96.214	  67543.000	  62055.199	  61037.699	     -0.158	     -0.341	      0.367	
 2017/02/27	  95.982	  96.057	  95.465	  95.520	          57429	     95.481	     95.255	     94.941	     96.147	  57429.000	  62709.199	  61762.500	     -0.126	     -0.298	      0.344	
 2017/02/28	  95.485	  95.865	  95.408	  95.782	          50813	     95.621	     95.367	     94.958	     96.085	  50813.000	  61315.000	  60072.801	     -0.079	     -0.254	      0.351	
 2017/03/01	  95.627	  95.693	  95.108	  95.128	          65923	     95.526	     95.436	     94.960	     96.023	  65923.000	  60854.602	  61230.000	     -0.093	     -0.222	      0.258	
 2017/03/02	  95.068	  95.248	  94.907	  95.059	          50640	     95.421	     95.421	     94.971	     95.961	  50640.000	  58469.602	  60640.102	     -0.109	     -0.199	      0.181	
 2017/03/03	  95.133	  95.196	  94.879	  94.915	          45738	     95.281	     95.395	     95.015	     95.908	  45738.000	  54108.602	  58081.898	     -0.131	     -0.186	      0.109	
 2017/03/06	  94.862	  95.010	  94.797	  94.865	          38533	     95.150	     95.315	     95.064	     95.853	  38533.000	  50329.398	  56519.301	     -0.151	     -0.179	      0.055	
 2017/03/07	  94.834	  95.119	  94.830	  95.078	          45254	     95.009	     95.315	     95.112	     95.807	  45254.000	  49217.602	  55266.301	     -0.148	     -0.173	      0.049	
 2017/03/08	  95.084	  95.112	  94.571	  94.607	          56353	     94.905	     95.216	     95.117	     95.759	  56353.000	  47303.602	  54079.102	     -0.182	     -0.174	     -0.015	
 2017/03/09	  94.522	  94.958	  94.414	  94.476	          60897	     94.788	     95.105	     95.101	     95.706	  60897.000	  49355.000	  53912.301	     -0.217	     -0.183	     -0.067	
 2017/03/10	  94.491	  94.672	  94.401	  94.609	          41880	     94.727	     95.004	     95.101	     95.654	  41880.000	  48583.398	  51346.000	     -0.231	     -0.192	     -0.076	
 2017/03/13	  94.663	  95.582	  94.511	  95.388	          65398	     94.832	     94.991	     95.123	     95.617	  65398.000	  53956.398	  52142.898	     -0.177	     -0.189	      0.025	
 2017/03/14	  95.362	  95.515	  95.206	  95.448	          55790	     94.906	     94.957	     95.162	     95.598	  55790.000	  56063.602	  52640.602	     -0.128	     -0.177	      0.098	
 2017/03/15	  95.406	  95.607	  95.276	  95.559	          50504	     95.096	     95.000	     95.218	     95.584	  50504.000	  54893.801	  51098.699	     -0.079	     -0.158	      0.156	
 2017/03/16	  95.906	  96.555	  95.705	  96.231	         115315	     95.447	     95.118	     95.269	     95.585	 115315.000	  65777.398	  57566.199	      0.013	     -0.123	      0.273	
 2017/03/17	  96.082	  96.386	  96.024	  96.146	          44410	     95.754	     95.241	     95.318	     95.615	  44410.000	  66283.398	  57433.398	      0.079	     -0.083	      0.324	
 2017/03/20	  96.166	  96.400	  95.997	  96.233	          46336	     95.923	     95.378	     95.346	     95.626	  46336.000	  62471.000	  58213.699	      0.136	     -0.039	      0.351	
 2017/03/21	  95.989	  96.477	  95.884	  96.447	          58125	     96.123	     95.514	     95.415	     95.660	  58125.000	  62938.000	  59500.801	      0.197	      0.008	      0.377	
 2017/03/22	  96.553	  96.631	  96.296	  96.436	          46598	     96.299	     95.697	     95.456	     95.693	  46598.000	  62156.801	  58525.301	      0.241	      0.055	      0.373	
 2017/03/23	  96.449	  96.627	  96.175	  96.560	          51512	     96.364	     95.906	     95.505	     95.702	  51512.000	  49396.199	  57586.801	      0.283	      0.100	      0.365	
 2017/03/24	  96.512	  97.313	  96.440	  97.180	          70362	     96.571	     96.163	     95.583	     95.710	  70362.000	  54586.602	  60435.000	      0.362	      0.153	      0.419	
 2017/03/27	  97.205	  97.297	  96.976	  97.167	          44748	     96.758	     96.341	     95.666	     95.725	  44748.000	  54269.000	  58370.000	      0.419	      0.206	      0.426	
 2017/03/28	  97.277	  97.339	  96.734	  96.764	          57731	     96.821	     96.472	     95.715	     95.733	  57731.000	  54190.199	  58564.102	      0.426	      0.250	      0.353	
