                  十债加权 (TL9)
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA1   	   MA.MA2   	   MA.MA3   	   MA.MA4   	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	
 2017/03/29	  96.674	  97.124	  96.583	  96.745	          56563	     96.883	     96.591	     95.796	     95.747	  56563.000	  56183.199	  59170.000	      0.426	      0.285	      0.281	
 2017/03/30	  96.750	  96.825	  96.426	  96.681	          62780	     96.907	     96.636	     95.877	     95.754	  62780.000	  58436.801	  53916.500	      0.415	      0.311	      0.209	
 2017/03/31	  96.842	  96.907	  96.494	  96.670	          58670	     96.805	     96.688	     95.964	     95.744	  58670.000	  56098.398	  55342.500	      0.402	      0.329	      0.145	
 2017/04/05	  96.918	  97.012	  96.204	  96.381	          58774	     96.648	     96.703	     96.040	     95.735	  58774.000	  58903.602	  56586.301	      0.363	      0.336	      0.055	
 2017/04/06	  96.393	  96.652	  96.286	  96.643	          48564	     96.624	     96.723	     96.118	     95.730	  48564.000	  57070.199	  55630.199	      0.350	      0.339	      0.022	
 2017/04/07	  96.720	  97.001	  96.675	  96.994	          62094	     96.674	     96.778	     96.238	     95.736	  62094.000	  58176.398	  57179.801	      0.364	      0.344	      0.040	
 2017/04/10	  96.843	  96.846	  96.581	  96.670	          50520	     96.672	     96.789	     96.348	     95.733	  50520.000	  55724.398	  57080.602	      0.344	      0.344	      0.001	
 2017/04/11	  96.574	  96.828	  96.454	  96.760	          51370	     96.690	     96.747	     96.455	     95.733	  51370.000	  54264.398	  55181.398	      0.333	      0.342	     -0.018	
 2017/04/12	  96.958	  96.968	  96.564	  96.605	          48228	     96.734	     96.691	     96.516	     95.724	  48228.000	  52155.199	  55529.398	      0.307	      0.335	     -0.056	
 2017/04/13	  96.731	  96.906	  96.425	  96.743	          58040	     96.754	     96.689	     96.581	     95.718	  58040.000	  54050.398	  55560.301	      0.295	      0.327	     -0.064	
 2017/04/14	  96.717	  96.811	  96.300	  96.330	          47836	     96.622	     96.648	     96.619	     95.711	  47836.000	  51198.801	  54687.602	      0.249	      0.311	     -0.125	
 2017/04/17	  96.152	  96.407	  95.850	  95.886	          63706	     96.465	     96.568	     96.602	     95.696	  63706.000	  53836.000	  54780.199	      0.174	      0.284	     -0.219	
 2017/04/18	  95.751	  96.053	  95.670	  95.947	          55338	     96.302	     96.496	     96.592	     95.679	  55338.000	  54629.602	  54447.000	      0.119	      0.251	     -0.264	
 2017/04/19	  96.058	  96.160	  95.862	  96.055	          48942	     96.192	     96.463	     96.583	     95.677	  48942.000	  54772.398	  53463.801	      0.083	      0.217	     -0.269	
 2017/04/20	  95.893	  96.139	  95.758	  96.012	          48879	     96.046	     96.400	     96.561	     95.679	  48879.000	  52940.199	  53495.301	      0.050	      0.184	     -0.267	
 2017/04/21	  95.928	  96.032	  95.515	  95.622	          55291	     95.904	     96.263	     96.521	     95.674	  55291.000	  54431.199	  52815.000	     -0.007	      0.146	     -0.306	
 2017/04/24	  95.549	  95.566	  95.076	  95.171	          61615	     95.761	     96.113	     96.451	     95.658	  61615.000	  54013.000	  53924.500	     -0.088	      0.099	     -0.374	
 2017/04/25	  95.231	  95.734	  95.207	  95.651	          58194	     95.702	     96.002	     96.375	     95.646	  58194.000	  54584.199	  54606.898	     -0.112	      0.057	     -0.337	
 2017/04/26	  95.579	  95.836	  95.524	  95.684	          55093	     95.628	     95.910	     96.301	     95.636	  55093.000	  55814.398	  55293.398	     -0.127	      0.020	     -0.294	
 2017/04/27	  95.733	  95.973	  95.575	  95.828	          56117	     95.591	     95.819	     96.254	     95.642	  56117.000	  57262.000	  55101.102	     -0.126	     -0.009	     -0.233	
 2017/04/28	  95.728	  95.828	  95.539	  95.627	          49383	     95.592	     95.748	     96.198	     95.651	  49383.000	  56080.398	  55255.801	     -0.139	     -0.035	     -0.208	
 2017/05/02	  95.558	  95.870	  95.430	  95.512	          56317	     95.660	     95.711	     96.140	     95.663	  56317.000	  55020.801	  54516.898	     -0.157	     -0.060	     -0.196	
 2017/05/03	  95.414	  95.513	  95.139	  95.419	          62283	     95.614	     95.658	     96.077	     95.686	  62283.000	  55838.602	  55211.398	     -0.177	     -0.083	     -0.188	
 2017/05/04	  95.446	  95.449	  94.991	  94.991	          66733	     95.475	     95.552	     96.007	     95.704	  66733.000	  58166.602	  56990.500	     -0.225	     -0.112	     -0.227	
 2017/05/05	  95.035	  95.085	  94.793	  94.918	          63840	     95.293	     95.442	     95.921	     95.717	  63840.000	  59711.199	  58486.602	     -0.266	     -0.142	     -0.247	
 2017/05/08	  94.957	  94.957	  94.446	  94.453	          58893	     95.059	     95.325	     95.794	     95.716	  58893.000	  61613.199	  58846.801	     -0.332	     -0.180	     -0.303	
 2017/05/09	  94.379	  94.668	  94.289	  94.289	          66919	     94.814	     95.237	     95.675	     95.708	  66919.000	  63733.602	  59377.199	     -0.393	     -0.223	     -0.340	
 2017/05/10	  94.414	  94.533	  93.715	  93.844	          90884	     94.499	     95.057	     95.529	     95.695	  90884.000	  69453.797	  62646.199	     -0.471	     -0.272	     -0.398	
 2017/05/11	  93.900	  94.505	  93.799	  94.425	          95166	     94.386	     94.931	     95.420	     95.686	  95166.000	  75140.398	  66653.500	     -0.481	     -0.314	     -0.334	
 2017/05/12	  94.404	  94.717	  94.077	  94.112	          84251	     94.225	     94.759	     95.289	     95.677	  84251.000	  79222.602	  69466.898	     -0.509	     -0.353	     -0.311	
 2017/05/15	  94.557	  94.794	  94.385	  94.578	          80015	     94.250	     94.654	     95.201	     95.680	  80015.000	  83447.000	  72530.102	     -0.487	     -0.380	     -0.214	
 2017/05/16	  94.481	  94.573	  94.234	  94.388	          66180	     94.270	     94.542	     95.126	     95.666	  66180.000	  83299.203	  73516.398	     -0.480	     -0.400	     -0.160	
 2017/05/17	  94.429	  94.570	  94.120	  94.486	          71897	     94.398	     94.449	     95.053	     95.654	  71897.000	  79501.797	  74477.797	     -0.461	     -0.412	     -0.097	
 2017/05/18	  94.644	  94.873	  94.542	  94.713	          74257	     94.456	     94.421	     94.986	     95.639	  74257.000	  75320.000	  75230.203	     -0.422	     -0.414	     -0.017	
 2017/05/19	  94.618	  94.744	  94.402	  94.656	          71002	     94.565	     94.395	     94.918	     95.632	  71002.000	  72670.203	  75946.398	     -0.392	     -0.410	      0.035	
 2017/05/22	  94.545	  94.593	  94.093	  94.093	          64562	     94.468	     94.359	     94.842	     95.606	  64562.000	  69579.602	  76513.297	     -0.409	     -0.410	      0.001	
 2017/05/23	  94.125	  94.337	  94.058	  94.071	          56220	     94.404	     94.337	     94.787	     95.581	  56220.000	  67587.602	  75443.398	     -0.419	     -0.412	     -0.015	
 2017/05/24	  94.099	  94.415	  93.927	  94.317	          67760	     94.370	     94.384	     94.720	     95.559	  67760.000	  66760.203	  73131.000	     -0.403	     -0.410	      0.014	
 2017/05/25	  94.418	  94.541	  94.220	  94.394	          55956	     94.306	     94.381	     94.656	     95.541	  55956.000	  63100.000	  69210.000	     -0.379	     -0.404	      0.049	
 2017/05/26	  94.283	  94.327	  94.112	  94.299	          48283	     94.235	     94.400	     94.579	     95.516	  48283.000	  58556.199	  65613.203	     -0.364	     -0.396	      0.063	
 2017/05/31	  94.414	  94.733	  94.395	  94.708	          45021	     94.358	     94.413	     94.533	     95.509	  45021.000	  54648.000	  62113.801	     -0.315	     -0.380	      0.129	
 2017/06/01	  94.613	  94.845	  94.508	  94.804	          48163	     94.505	     94.454	     94.498	     95.505	  48163.000	  53036.602	  60312.102	     -0.266	     -0.357	      0.182	
 2017/06/02	  94.757	  94.812	  94.578	  94.776	          46114	     94.596	     94.483	     94.466	     95.502	  46114.000	  48707.398	  57733.801	     -0.227	     -0.331	      0.209	
 2017/06/05	  94.899	  95.162	  94.851	  95.000	          47414	     94.717	     94.512	     94.466	     95.505	  47414.000	  46999.000	  55049.500	     -0.175	     -0.300	      0.249	
 2017/06/06	  94.968	  95.099	  94.762	  94.830	          48600	     94.824	     94.529	     94.462	     95.501	  48600.000	  47062.398	  52809.301	     -0.146	     -0.269	      0.245	
 2017/06/07	  94.745	  94.996	  94.496	  94.933	          76371	     94.869	     94.613	     94.486	     95.506	  76371.000	  53332.398	  53990.199	     -0.114	     -0.238	      0.248	
 2017/06/08	  94.963	  95.020	  94.777	  94.853	          46649	     94.878	     94.691	     94.514	     95.512	  46649.000	  53029.602	  53033.102	     -0.094	     -0.209	      0.231	
数据来源:通达信
