                  沪深300 (000300)
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA1   	   MA.MA2   	   MA.MA3   	   MA.MA4   	VOL-TDX.VVOL  	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	
 2005/04/08	  984.66	 1003.70	  979.53	 1003.45	       14762526	           	           	           	           	           	       0.00	14762526.00	           	           	       0.00	       0.00	       0.00	
 2005/04/11	 1003.88	 1008.73	  992.77	  995.42	       15936066	           	           	           	           	           	       0.00	15936066.00	           	           	      -0.64	      -0.13	      -1.02	
 2005/04/12	  993.71	  993.71	  978.20	  978.70	       10226193	           	           	           	           	           	       0.00	10226193.00	           	           	      -2.47	      -0.60	      -3.75	
 2005/04/13	  987.95	 1006.50	  987.95	 1000.90	       16071687	           	           	           	           	           	       0.00	16071687.00	           	           	      -2.10	      -0.90	      -2.41	
 2005/04/14	 1004.64	 1006.42	  985.58	  986.97	       12945710	     993.09	           	           	           	           	       0.00	12945710.00	13988437.00	           	      -2.90	      -1.30	      -3.21	
 2005/04/15	  982.61	  982.61	  971.93	  974.08	       10408955	     987.21	           	           	           	           	       0.00	10408955.00	13117722.00	           	      -4.52	      -1.94	      -5.16	
 2005/04/18	  970.91	  970.91	  958.65	  963.77	        8598400	     980.88	           	           	           	           	       0.00	 8598400.00	11650189.00	           	      -6.57	      -2.87	      -7.40	
 2005/04/19	  962.92	  968.87	  957.91	  965.89	        9212623	     978.32	           	           	           	           	       0.00	 9212623.00	11447475.00	           	      -7.92	      -3.88	      -8.09	
 2005/04/20	  964.15	  964.15	  946.20	  950.87	        8850705	     968.32	           	           	           	           	       0.00	 8850705.00	10003278.00	           	     -10.09	      -5.12	      -9.94	
 2005/04/21	  948.86	  955.55	  938.59	  943.98	        9946145	     959.72	     976.40	           	           	           	       0.00	 9946145.00	 9403365.00	11695901.00	     -12.23	      -6.54	     -11.37	
 2005/04/22	  942.91	  947.91	  934.96	  939.10	       10691884	     952.72	     969.97	           	           	           	       0.00	10691884.00	 9459952.00	11288837.00	     -14.15	      -8.06	     -12.17	
 2005/04/25	  935.99	  935.99	  920.16	  930.07	       11470478	     945.98	     963.43	           	           	           	       0.00	11470478.00	10034368.00	10842278.00	     -16.21	      -9.69	     -13.04	
 2005/04/26	  928.43	  939.70	  924.66	  937.08	       11690471	     940.22	     959.27	           	           	           	       0.00	11690471.00	10529936.00	10988706.00	     -17.09	     -11.17	     -11.83	
 2005/04/27	  938.57	  938.91	  925.90	  926.60	       10780611	     935.37	     951.84	           	           	           	       0.00	10780611.00	10915917.00	10459598.00	     -18.41	     -12.62	     -11.59	
 2005/04/28	  923.53	  945.50	  914.83	  942.07	       14343486	     934.98	     947.35	           	           	           	       0.00	14343486.00	11795386.00	10599375.00	     -18.01	     -13.70	      -8.62	
 2005/04/29	  940.81	  942.45	  929.81	  932.40	       11235419	     933.64	     943.18	           	           	           	       0.00	11235419.00	11904093.00	10682022.00	     -18.26	     -14.61	      -7.30	
 2005/05/09	  934.65	  937.39	  909.17	  909.17	        8529115	     929.46	     937.72	           	           	           	       0.00	 8529115.00	11315821.00	10675094.00	     -20.10	     -15.71	      -8.78	
 2005/05/10	  905.54	  913.39	  892.31	  913.08	       10494331	     924.66	     932.44	           	           	           	       0.00	10494331.00	11076592.00	10803264.00	     -21.00	     -16.77	      -8.47	
 2005/05/11	  911.84	  917.22	  900.44	  901.85	        9042047	     919.71	     927.54	           	           	           	       0.00	 9042047.00	10728880.00	10822398.00	     -22.36	     -17.89	      -8.95	
 2005/05/12	  899.97	  900.06	  883.51	  885.82	       10228720	     908.46	     921.72	     949.06	           	           	       0.00	10228720.00	 9905926.00	10850656.00	     -24.45	     -19.20	     -10.51	
 2005/05/13	  883.51	  898.51	  875.58	  887.54	       11244906	     899.49	     916.57	     943.27	           	           	       0.00	11244906.00	 9907824.00	10905958.00	     -25.68	     -20.49	     -10.36	
 2005/05/16	  885.39	  885.39	  869.33	  875.27	        8224288	     892.71	     911.09	     937.26	           	           	       0.00	 8224288.00	 9846858.00	10581339.00	     -27.32	     -21.86	     -10.92	
 2005/05/17	  873.08	  888.28	  868.21	  881.46	        8772273	     886.39	     905.53	     932.40	           	           	       0.00	 8772273.00	 9502448.00	10289520.00	     -27.80	     -23.05	      -9.51	
 2005/05/18	  881.14	  890.40	  871.82	  883.20	        7878610	     882.66	     901.19	     926.51	           	           	       0.00	 7878610.00	 9269760.00	 9999320.00	     -27.73	     -23.98	      -7.48	
 2005/05/19	  882.84	  888.02	  871.29	  884.17	        8149583	     882.33	     895.40	     921.37	           	           	       0.00	 8149583.00	 8853933.00	 9379930.00	     -27.27	     -24.64	      -5.26	
 2005/05/20	  883.51	  891.02	  879.18	  882.76	        7226676	     881.37	     890.43	     916.81	           	           	       0.00	 7226676.00	 8050288.00	 8979056.00	     -26.72	     -25.06	      -3.32	
 2005/05/23	  880.28	  880.28	  862.10	  863.34	        7279795	     878.99	     885.85	     911.79	           	           	       0.00	 7279795.00	 7861385.50	 8854122.00	     -27.53	     -25.55	      -3.95	
 2005/05/24	  861.20	  871.77	  855.59	  868.46	        9206929	     876.39	     881.39	     906.91	           	           	       0.00	 9206929.00	 7948320.00	 8725384.00	     -27.44	     -25.93	      -3.02	
 2005/05/25	  867.66	  876.30	  861.66	  868.45	        7238556	     873.44	     878.05	     902.79	           	           	       0.00	 7238556.00	 7820310.50	 8545035.00	     -27.06	     -26.16	      -1.81	
 2005/05/26	  867.76	  872.84	  854.96	  857.33	        6622786	     868.07	     875.20	     898.46	           	           	       0.00	 6622786.00	 7514950.50	 8184441.50	     -27.34	     -26.39	      -1.90	
 2005/05/27	  855.59	  864.96	  848.40	  849.51	        7749983	     861.42	     871.39	     893.98	           	           	       0.00	 7749983.00	 7619609.50	 7834949.00	     -27.87	     -26.69	      -2.37	
 2005/05/30	  847.63	  858.46	  842.10	  855.61	        6971583	     859.87	     869.43	     890.26	           	           	       0.00	 6971583.00	 7557971.00	 7709678.50	     -27.49	     -26.85	      -1.28	
 2005/05/31	  856.56	  863.20	  853.29	  855.95	        7047821	     857.37	     866.88	     886.20	           	           	       0.00	 7047821.00	 7126144.00	 7537232.00	     -26.84	     -26.85	       0.01	
 2005/06/01	  855.21	  857.66	  836.04	  837.53	        7902302	     851.19	     862.31	     881.75	           	           	       0.00	 7902302.00	 7258893.00	 7539601.50	     -27.50	     -26.98	      -1.05	
 2005/06/02	  835.47	  835.49	  812.99	  818.38	        9508657	     843.40	     855.73	     875.56	           	           	       0.00	 9508657.00	 7836064.00	 7675507.00	     -29.23	     -27.43	      -3.61	
 2005/06/03	  816.55	  823.86	  807.97	  818.03	        7936056	     837.10	     849.26	     869.85	           	           	       0.00	 7936056.00	 7873280.00	 7746445.00	     -30.28	     -28.00	      -4.57	
 2005/06/06	  816.73	  839.15	  807.78	  839.00	        9009185	     833.78	     846.83	     866.34	           	           	       0.00	 9009185.00	 8280800.00	 7919385.50	     -29.09	     -28.22	      -1.74	
 2005/06/07	  841.58	  858.09	  835.18	  837.28	       13067068	     830.04	     843.71	     862.55	           	           	       0.00	13067068.00	 9484653.00	 8305398.50	     -27.96	     -28.17	       0.41	
 2005/06/08	  848.54	  908.83	  844.47	  905.77	       32907840	     843.69	     847.44	     862.74	           	           	       0.00	32907840.00	14485760.00	10872326.00	     -21.29	     -26.79	      11.00	
 2005/06/09	  907.57	  925.36	  895.04	  912.60	       33141840	     862.54	     852.97	     864.08	           	           	       0.00	33141840.00	19212404.00	13524234.00	     -15.28	     -24.49	      18.42	
 2005/06/10	  911.94	  911.94	  889.10	  894.56	       22391502	     877.84	     857.47	     864.43	           	           	       0.00	22391502.00	22103488.00	14988384.00	     -11.83	     -21.96	      20.25	
 2005/06/13	  895.00	  900.18	  877.69	  892.96	       15628002	     888.63	     861.21	     865.32	           	           	       0.00	15628002.00	23427252.00	15854026.00	      -9.13	     -19.39	      20.53	
 2005/06/14	  895.39	  905.41	  882.86	  883.54	       14343570	     897.89	     863.96	     865.42	           	           	       0.00	14343570.00	23682554.00	16583603.00	      -7.66	     -17.04	      18.78	
 2005/06/15	  881.21	  881.25	  865.14	  866.83	       11454056	     890.10	     866.90	     864.60	           	           	       0.00	11454056.00	19391796.00	16938778.00	      -7.75	     -15.19	      14.88	
 2005/06/16	  866.66	  879.49	  861.83	  879.24	       11049685	     883.43	     872.98	     864.36	           	           	       0.00	11049685.00	14973363.00	17092884.00	      -6.74	     -13.50	      13.51	
 2005/06/17	  883.60	  888.08	  876.04	  880.34	       14963009	     880.58	     879.21	     864.24	           	           	       0.00	14963009.00	13487667.00	17795578.00	      -5.79	     -11.95	      12.33	
 2005/06/20	  881.62	  906.48	  872.56	  906.26	       18992082	     883.24	     885.94	     866.38	           	           	       0.00	18992082.00	14160480.00	18793866.00	      -2.91	     -10.15	      14.48	
 2005/06/21	  906.31	  906.31	  894.39	  896.17	       12774784	     885.77	     891.83	     867.77	           	           	       0.00	12774784.00	13846720.00	18764636.00	      -1.42	      -8.40	      13.96	
 2005/06/22	  894.77	  901.24	  891.93	  900.65	       10478134	     892.53	     891.32	     869.38	           	           	       0.00	10478134.00	13651539.00	16521667.00	       0.11	      -6.70	      13.62	
 2005/06/23	  900.06	  904.90	  892.83	  893.57	        9509308	     895.40	     889.41	     871.19	           	           	       0.00	 9509308.00	13343462.00	14158413.00	       0.75	      -5.21	      11.92	
 2005/06/24	  892.06	  898.67	  888.40	  898.30	        8918739	     898.99	     889.79	     873.63	           	           	       0.00	 8918739.00	12134605.00	12811136.00	       1.62	      -3.84	      10.93	
 2005/06/27	  904.21	  920.65	  904.21	  916.04	       16545402	     900.95	     892.09	     876.65	           	           	       0.00	16545402.00	11645274.00	12902877.00	       3.70	      -2.33	      12.06	
 2005/06/28	  913.48	  913.48	  901.21	  903.72	       10402219	     902.46	     894.11	     879.04	           	           	       0.00	10402219.00	11170765.00	12508742.00	       4.30	      -1.01	      10.62	
 2005/06/29	  906.75	  907.57	  898.08	  898.90	       10806746	     902.11	     897.32	     882.11	           	           	       0.00	10806746.00	11236480.00	12444010.00	       4.34	       0.06	       8.55	
 2005/06/30	  897.10	  897.10	  876.88	  878.69	       10855472	     899.13	     897.26	     885.12	           	           	       0.00	10855472.00	11505715.00	12424589.00	       2.71	       0.59	       4.23	
 2005/07/01	  875.93	  875.93	  858.37	  859.49	       10094597	     891.37	     895.18	     887.20	           	           	       0.00	10094597.00	11740890.00	11937747.00	      -0.13	       0.45	      -1.16	
 2005/07/04	  855.32	  856.10	  842.81	  855.93	        8840277	     879.35	     890.15	     888.04	           	           	       0.00	 8840277.00	10199859.00	10922566.00	      -2.64	      -0.17	      -4.94	
 2005/07/05	  853.68	  856.74	  845.36	  849.68	        7992688	     868.54	     885.50	     888.66	           	           	       0.00	 7992688.00	 9717952.00	10444358.00	      -5.07	      -1.15	      -7.85	
 2005/07/06	  850.25	  854.45	  838.61	  842.56	        6898314	     857.27	     879.69	     885.50	           	           	       0.00	 6898314.00	 8936269.00	10086374.00	      -7.49	      -2.42	     -10.14	
 2005/07/07	  841.75	  848.02	  839.28	  844.73	        5962465	     850.48	     874.80	     882.11	     898.42	           	       0.00	 5962465.00	 7957670.50	 9731693.00	      -9.13	      -3.76	     -10.73	
 2005/07/08	  842.62	  842.62	  827.23	  829.49	        7221000	     844.48	     867.92	     878.85	     895.52	           	       0.00	 7221000.00	 7382950.50	 9561920.00	     -11.52	      -5.31	     -12.41	
 2005/07/11	  837.86	  850.66	  822.52	  824.10	        8439006	     838.11	     858.73	     875.41	     892.66	           	       0.00	 8439006.00	 7302694.50	 8751277.00	     -13.69	      -6.99	     -13.41	
 2005/07/12	  821.91	  854.29	  818.86	  851.82	       14989871	     838.54	     853.54	     873.83	     890.55	           	       0.00	14989871.00	 8702131.00	 9210042.00	     -13.03	      -8.20	      -9.66	
 2005/07/13	  850.47	  851.95	  841.86	  846.23	        9398842	     839.27	     848.27	     872.80	     887.97	           	       0.00	 9398842.00	 9202240.00	 9069254.00	     -12.80	      -9.12	      -7.37	
 2005/07/14	  844.94	  856.09	  843.18	  849.59	        9361968	     840.25	     845.36	     871.31	     885.68	           	       0.00	 9361968.00	 9882138.00	 8919904.00	     -12.22	      -9.74	      -4.96	
 2005/07/15	  849.87	  854.60	  837.78	  841.00	        8889563	     842.55	     843.51	     869.35	     883.46	           	       0.00	 8889563.00	10215846.00	 8799398.00	     -12.30	     -10.25	      -4.10	
 2005/07/18	  839.22	  840.01	  829.68	  832.99	        8500006	     844.33	     841.22	     865.68	     881.28	           	       0.00	 8500006.00	10228058.00	 8765376.00	     -12.87	     -10.77	      -4.18	
 2005/07/19	  831.50	  840.14	  829.28	  835.61	        7891818	     841.08	     839.81	     862.65	     879.11	           	       0.00	 7891818.00	 8808435.00	 8755283.00	     -12.95	     -11.21	      -3.49	
 2005/07/20	  835.30	  844.71	  832.14	  842.64	        8526473	     840.37	     839.82	     859.75	     877.31	           	       0.00	 8526473.00	 8633971.00	 8918106.00	     -12.31	     -11.43	      -1.77	
 2005/07/21	  842.75	  843.99	  835.76	  843.99	        8366101	     839.25	     839.75	     857.28	     875.64	           	       0.00	 8366101.00	 8434790.00	 9158464.00	     -11.56	     -11.46	      -0.21	
 2005/07/22	  847.54	  867.16	  842.99	  859.69	     4273648640	     842.98	     842.77	     855.34	     874.32	           	       0.00	4273648640.00	861386624.00	435801248.00	      -9.59	     -11.08	       2.98	
 2005/07/25	  858.33	  860.95	  854.28	  856.86	       11816080	     847.76	     846.04	     852.39	     873.10	           	       0.00	11816080.00	862049792.00	436138944.00	      -8.16	     -10.50	       4.67	
 2005/07/26	  856.19	  880.03	  856.19	  876.48	       21826776	     855.93	     848.51	     851.02	     872.09	           	       0.00	21826776.00	864836864.00	436822656.00	      -5.39	      -9.48	       8.18	
 2005/07/27	  876.94	  894.03	  876.04	  894.01	       20409536	     866.21	     853.29	     850.78	     871.54	           	       0.00	20409536.00	867213440.00	437923712.00	      -1.75	      -7.93	      12.36	
 2005/07/28	  893.88	  901.00	  888.50	  890.89	       20622528	     875.59	     857.42	     851.39	     870.69	           	       0.00	20622528.00	869664704.00	439049728.00	       0.87	      -6.17	      14.08	
 2005/07/29	  889.41	  892.29	  883.38	  888.16	       13397406	     881.28	     862.13	     852.82	     869.95	           	       0.00	13397406.00	17614438.00	439500544.00	       2.69	      -4.40	      14.18	
 2005/08/01	  887.72	  897.28	  885.85	  891.61	       11808309	     888.23	     867.99	     854.61	     869.66	           	       0.00	11808309.00	17612902.00	439831360.00	       4.37	      -2.65	      14.03	
 2005/08/02	  892.13	  903.65	  888.40	  903.60	       14292547	     893.65	     874.79	     857.30	     869.50	           	       0.00	14292547.00	16105984.00	440471424.00	       6.59	      -0.80	      14.77	
 2005/08/03	  905.18	  919.28	  903.76	  909.57	       25786298	     896.77	     881.49	     860.65	     869.63	           	       0.00	25786298.00	17181388.00	442197408.00	       8.72	       1.11	      15.24	
 2005/08/04	  907.42	  909.83	  901.63	  904.15	       14519256	     899.42	     887.50	     863.62	     869.94	           	       0.00	14519256.00	15960781.00	442812736.00	       9.87	       2.86	      14.02	
 2005/08/05	  904.04	  923.81	  903.94	  923.80	       19123764	     906.55	     893.91	     868.34	     870.54	           	       0.00	19123764.00	17106022.00	17360230.00	      12.22	       4.73	      14.98	
 2005/08/08	  926.57	  933.15	  923.57	  927.47	       21608944	     913.72	     900.97	     873.51	     871.41	           	       0.00	21608944.00	19066164.00	18339532.00	      14.22	       6.63	      15.18	
 2005/08/09	  926.97	  933.39	  919.11	  933.09	       19532908	     919.62	     906.63	     877.57	     872.27	           	       0.00	19532908.00	20114228.00	18110106.00	      16.07	       8.52	      15.10	
 2005/08/10	  933.26	  940.37	  926.28	  940.37	       21515764	     925.78	     911.27	     882.28	     873.23	           	       0.00	21515764.00	19260108.00	18220748.00	      17.91	      10.40	      15.04	
 2005/08/11	  940.78	  953.99	  939.39	  953.99	       27073666	     935.75	     917.58	     887.50	     874.39	           	       0.00	27073666.00	21771060.00	18865920.00	      20.24	      12.36	      15.76	
 2005/08/12	  954.72	  959.27	  933.98	  938.32	       29168144	     938.65	     922.60	     892.36	     875.32	           	       0.00	29168144.00	23779942.00	20442982.00	      20.59	      14.01	      13.16	
 2005/08/15	  937.71	  954.50	  936.11	  954.50	       20430812	     944.05	     928.89	     898.44	     876.83	           	       0.00	20430812.00	23544320.00	21305242.00	      21.91	      15.59	      12.65	
 2005/08/16	  955.27	  959.34	  939.92	  945.06	       23861818	     946.45	     933.03	     903.91	     878.11	           	       0.00	23861818.00	24410112.00	22262170.00	      21.95	      16.86	      10.17	
 2005/08/17	  943.41	  953.34	  930.33	  953.01	       21457768	     948.97	     937.38	     909.43	     879.52	           	       0.00	21457768.00	24398438.00	21829274.00	      22.36	      17.96	       8.80	
 2005/08/18	  954.16	  956.84	  919.12	  920.67	       31855328	     942.31	     939.03	     913.26	     880.58	           	       0.00	31855328.00	25354752.00	23562906.00	      19.85	      18.34	       3.02	
 2005/08/19	  918.09	  927.32	  910.08	  923.04	       22242680	     939.25	     938.95	     916.43	     881.80	           	       0.00	22242680.00	23969690.00	23874816.00	      17.84	      18.24	      -0.79	
 2005/08/22	  923.11	  933.35	  919.22	  931.67	       16031010	     934.69	     939.37	     920.17	     883.07	           	       0.00	16031010.00	23089664.00	23316992.00	      16.76	      17.94	      -2.37	
 2005/08/23	  931.81	  931.81	  915.03	  923.41	       15406488	     930.36	     938.40	     922.52	     884.19	           	       0.00	15406488.00	21398630.00	22904372.00	      15.06	      17.37	      -4.62	
 2005/08/24	  923.56	  935.23	  923.56	  930.65	       15959747	     925.89	     937.43	     924.35	     885.75	           	       0.00	15959747.00	20299060.00	22348748.00	      14.13	      16.72	      -5.18	
 2005/08/25	  930.97	  933.20	  920.61	  930.12	       16292057	     927.78	     935.04	     926.31	     887.61	           	       0.00	16292057.00	17186406.00	21270580.00	      13.20	      16.02	      -5.63	
 2005/08/26	  930.25	  930.33	  921.84	  928.26	       15429804	     928.82	     934.04	     928.32	     889.45	           	       0.00	15429804.00	15823770.00	19896730.00	      12.18	      15.25	      -6.14	
 2005/08/29	  928.34	  928.34	  913.77	  917.37	       15462261	     925.96	     930.33	     929.61	     890.75	           	       0.00	15462261.00	15710106.00	19399884.00	      10.36	      14.27	      -7.81	
 2005/08/30	  916.09	  920.21	  912.84	  914.88	       12438170	     924.25	     927.31	     930.17	     892.04	           	       0.00	12438170.00	15116390.00	18257510.00	       8.63	      13.14	      -9.03	
 2005/08/31	  915.12	  928.21	  911.51	  927.92	       14623630	     923.71	     924.80	     931.09	     892.41	           	       0.00	14623630.00	14849229.00	17574144.00	       8.21	      12.16	      -7.89	
 2005/09/01	  928.52	  944.95	  926.06	  944.56	       22306384	     926.60	     927.19	     933.11	     892.95	           	       0.00	22306384.00	16052019.00	16619213.00	       9.12	      11.55	      -4.87	
 2005/09/02	  945.98	  947.92	  941.31	  947.87	       18614438	     930.52	     929.67	     934.31	     893.84	           	       0.00	18614438.00	16688947.00	16256358.00	       9.99	      11.24	      -2.50	
 2005/09/05	  949.08	  952.98	  944.63	  952.72	       17843318	     937.59	     931.78	     935.57	     894.83	           	       0.00	17843318.00	17165210.00	16437658.00	      10.94	      11.18	      -0.47	
 2005/09/06	  953.41	  956.30	  934.97	  936.61	       21222256	     941.94	     933.10	     935.75	     895.72	           	       0.00	21222256.00	18921984.00	17019188.00	      10.28	      11.00	      -1.44	
 2005/09/07	  934.99	  952.90	  932.65	  952.76	       19608466	     946.90	     935.31	     936.37	     897.15	           	       0.00	19608466.00	19918950.00	17384090.00	      10.93	      10.98	      -0.11	
 2005/09/08	  954.27	  958.87	  947.71	  955.28	       22424392	     949.05	     937.82	     936.43	     898.42	           	       0.00	22424392.00	19942604.00	17997312.00	      11.52	      11.09	       0.86	
 2005/09/09	  955.11	  959.90	  946.02	  949.07	       16219310	     949.29	     939.90	     936.97	     899.56	           	       0.00	16219310.00	19463578.00	18076262.00	      11.35	      11.14	       0.42	
 2005/09/12	  949.78	  952.55	  945.40	  949.51	       11672613	     948.65	     943.12	     936.72	     900.28	           	       0.00	11672613.00	18229350.00	17697280.00	      11.13	      11.14	      -0.02	
 2005/09/13	  949.58	  963.92	  948.13	  963.77	       16579431	     954.08	     948.01	     937.66	     901.41	           	       0.00	16579431.00	17300890.00	18111436.00	      11.96	      11.30	       1.32	
 2005/09/14	  964.97	  970.26	  961.64	  970.19	       19958292	     957.56	     952.23	     938.52	     902.57	           	       0.00	19958292.00	17370828.00	18644890.00	      12.99	      11.64	       2.70	
 2005/09/15	  970.58	  970.96	  965.66	  969.60	       16377679	     960.43	     954.74	     940.96	     903.83	           	       0.00	16377679.00	16161485.00	18052044.00	      13.60	      12.03	       3.14	
 2005/09/16	  969.62	  970.37	  964.28	  967.49	       13978571	     964.11	     956.70	     943.19	     904.99	           	       0.00	13978571.00	15713280.00	17588428.00	      13.76	      12.38	       2.76	
 2005/09/19	  967.44	  971.99	  964.26	  971.14	       14737421	     968.44	     958.54	     945.16	     905.91	           	       0.00	14737421.00	16326246.00	17277798.00	      14.02	      12.71	       2.62	
 2005/09/20	  971.38	  971.65	  957.12	  961.92	       18636604	     968.07	     961.07	     947.08	     906.88	           	       0.00	18636604.00	16737690.00	17019290.00	      13.32	      12.83	       0.98	
 2005/09/21	  961.37	  961.37	  943.82	  944.41	       18541896	     962.91	     960.24	     947.77	     907.63	           	       0.00	18541896.00	16454451.00	16912640.00	      11.23	      12.51	      -2.56	
 2005/09/22	  942.73	  942.73	  914.23	  923.27	       18115524	     953.65	     957.04	     947.43	     908.38	           	       0.00	18115524.00	16801996.00	16481741.00	       7.78	      11.56	      -7.57	
 2005/09/23	  921.51	  927.42	  914.81	  916.15	       11547644	     943.38	     953.74	     946.82	     909.32	           	       0.00	11547644.00	16315904.00	16014592.00	       4.41	      10.13	     -11.44	
 2005/09/26	  915.84	  919.65	  913.61	  918.48	        8836241	     932.85	     950.64	     946.88	     910.36	           	       0.00	 8836241.00	15135642.00	15730944.00	       1.92	       8.49	     -13.15	
 2005/09/27	  918.87	  921.13	  903.39	  904.21	       11086056	     921.30	     944.69	     946.35	     911.27	           	       0.00	11086056.00	13625446.00	15181568.00	      -1.20	       6.55	     -15.51	
 2005/09/28	  903.33	  910.33	  901.38	  903.72	        8850310	     913.17	     938.04	     945.14	     912.29	           	       0.00	 8850310.00	11687117.00	14070784.00	      -3.67	       4.51	     -16.36	
 2005/09/29	  904.28	  915.97	  904.28	  915.97	       11938978	     911.71	     932.68	     943.71	     913.48	           	       0.00	11938978.00	10451763.00	13626880.00	      -4.59	       2.69	     -14.55	
 2005/09/30	  916.59	  918.66	  913.45	  917.39	        9001433	     911.95	     927.67	     942.18	     914.94	           	       0.00	 9001433.00	 9942528.00	13129216.00	      -5.14	       1.12	     -12.52	
 2005/10/10	  917.21	  917.21	  906.88	  907.32	        7158451	     909.72	     921.28	     939.91	     916.33	           	       0.00	 7158451.00	 9607066.00	12371354.00	      -6.31	      -0.36	     -11.90	
 2005/10/11	  906.63	  919.80	  904.04	  919.72	        7758295	     912.83	     917.06	     939.07	     917.46	           	       0.00	 7758295.00	 8941568.00	11283507.00	      -6.17	      -1.53	      -9.30	
 2005/10/12	  920.45	  926.09	  917.38	  923.48	       12208852	     916.78	     914.97	     937.60	     918.75	           	       0.00	12208852.00	 9613210.00	10650163.00	      -5.70	      -2.36	      -6.67	
 2005/10/13	  923.43	  926.01	  916.28	  916.50	       10828904	     916.88	     914.29	     935.67	     919.87	           	       0.00	10828904.00	 9391206.00	 9921485.00	      -5.81	      -3.05	      -5.52	
 2005/10/14	  916.34	  917.89	  902.81	  904.83	       10123940	     914.37	     913.16	     933.45	     920.93	           	       0.00	10123940.00	 9615770.00	 9779149.00	      -6.77	      -3.79	      -5.95	
 2005/10/17	  903.27	  903.27	  892.36	  897.62	       10552506	     912.43	     911.08	     930.86	     922.01	           	       0.00	10552506.00	10294477.00	 9950771.00	      -8.01	      -4.64	      -6.75	
 2005/10/18	  897.37	  903.00	  895.62	  902.37	       11366317	     908.96	     910.89	     927.79	     923.12	           	       0.00	11366317.00	11016090.00	 9978829.00	      -8.52	      -5.41	      -6.21	
 2005/10/19	  902.04	  907.88	  897.04	  898.74	       11033048	     904.01	     910.39	     924.22	     924.05	           	       0.00	11033048.00	10780979.00	10197094.00	      -9.11	      -6.15	      -5.91	
 2005/10/20	  898.89	  900.13	  889.57	  899.91	       12608725	     900.69	     908.79	     920.73	     924.99	           	       0.00	12608725.00	11136922.00	10264064.00	      -9.37	      -6.80	      -5.15	
 2005/10/21	  899.65	  907.79	  897.99	  904.41	       11364588	     900.61	     907.49	     917.58	     925.73	           	       0.00	11364588.00	11385037.00	10500403.00	      -9.12	      -7.26	      -3.71	
 2005/10/24	  905.13	  908.45	  900.23	  906.65	        9218982	     902.42	     907.42	     914.35	     926.56	           	       0.00	 9218982.00	11118285.00	10706381.00	      -8.63	      -7.54	      -2.19	
 2005/10/25	  905.97	  905.97	  893.61	  894.27	       11213401	     900.80	     904.88	     910.97	     926.86	           	       0.00	11213401.00	11087770.00	11051930.00	      -9.14	      -7.86	      -2.57	
 2005/10/26	  892.62	  892.62	  873.90	  875.82	       12167123	     896.21	     900.11	     907.54	     926.56	           	       0.00	12167123.00	11314483.00	11047731.00	     -10.91	      -8.47	      -4.88	
 2005/10/27	  873.47	  879.67	  869.72	  875.85	       11908588	     891.40	     896.05	     905.17	     926.30	           	       0.00	11908588.00	11174502.00	11155712.00	     -12.16	      -9.21	      -5.92	
 2005/10/28	  875.86	  880.21	  859.69	  867.73	       11973376	     884.06	     892.34	     902.75	     925.96	           	       0.00	11973376.00	11296256.00	11340646.00	     -13.66	     -10.10	      -7.12	
 2005/10/31	  866.62	  878.41	  866.15	  876.28	       10443651	     877.99	     890.20	     900.64	     925.71	           	       0.00	10443651.00	11541299.00	11329792.00	     -13.99	     -10.88	      -6.23	
 2005/11/01	  875.96	  875.96	  862.69	  872.86	       10082745	     873.71	     887.25	     899.07	     925.20	           	       0.00	10082745.00	11315098.00	11201434.00	     -14.37	     -11.57	      -5.58	
 2005/11/02	  873.39	  884.94	  873.39	  882.48	       13104973	     875.04	     885.63	     898.01	     924.74	           	       0.00	13104973.00	11502694.00	11408589.00	     -13.73	     -12.00	      -3.45	
 2005/11/03	  882.19	  885.68	  872.11	  874.58	       12179182	     874.79	     883.09	     895.94	     924.25	           	       0.00	12179182.00	11556864.00	11365683.00	     -13.70	     -12.34	      -2.72	
 2005/11/04	  873.35	  878.36	  869.68	  878.36	        9567310	     876.91	     880.49	     893.99	     923.49	           	       0.00	 9567310.00	11075584.00	11185920.00	     -13.22	     -12.52	      -1.41	
 2005/11/07	  877.62	  877.62	  870.08	  877.28	        7713259	     877.11	     877.55	     892.49	     922.66	           	       0.00	 7713259.00	10529485.00	11035392.00	     -12.78	     -12.57	      -0.42	
 2005/11/08	  876.43	  881.90	  870.96	  881.52	       10128761	     878.84	     876.28	     890.58	     921.80	           	       0.00	10128761.00	10538701.00	10926899.00	     -11.96	     -12.45	       0.99	
 2005/11/09	  881.51	  884.94	  878.68	  879.25	       11774405	     878.20	     876.62	     888.37	     920.78	           	       0.00	11774405.00	10272563.00	10887629.00	     -11.35	     -12.23	       1.75	
 2005/11/10	  878.63	  878.63	  862.09	  862.97	       10853771	     875.88	     875.33	     885.69	     919.26	           	       0.00	10853771.00	10007450.00	10782157.00	     -12.05	     -12.19	       0.29	
 2005/11/11	  861.22	  867.33	  857.79	  864.79	        9219720	     873.16	     875.04	     883.69	     918.04	           	       0.00	 9219720.00	 9937920.00	10506752.00	     -12.31	     -12.22	      -0.19	
