"Index","gold"
2001-02-21,74.8707192886937
2001-02-22,74.9549940515028
2001-02-23,75.6554711550717
2001-02-26,77.0782296498422
2001-02-27,77.5468908120396
2001-02-28,77.3747581525218
2001-03-01,76.9060962896724
2001-03-02,76.0107913600414
2001-03-05,76.1221960656986
2001-03-06,75.3691343351654
2001-03-07,75.7995448073005
2001-03-08,76.9566567332508
2001-03-09,78.5262613598827
2001-03-12,78.7677592597584
2001-03-13,77.3747581525218
2001-03-14,76.1231156713387
2001-03-15,75.3963119223437
2001-03-16,74.840817917191
2001-03-19,75.3346741719699
2001-03-20,75.5376544334032
2001-03-21,75.9426974525855
2001-03-22,75.7079787103252
2001-03-23,75.8285423378313
2001-03-26,75.9426974525855
2001-03-27,75.6835546851777
2001-03-28,75.3102259743312
2001-03-29,75.0510488749794
2001-03-30,74.7882452013092
2001-04-02,74.1203743359656
2001-04-03,74.464758765827
2001-04-04,74.9278084068274
2001-04-05,74.8381053432974
2001-04-06,75.3881142949239
2001-04-09,74.8979066849988
2001-04-10,74.6070405007802
2001-04-11,75.0129863099566
2001-04-12,75.4216657125841
2001-04-16,76.3468082543934
2001-04-17,75.7143816178616
2001-04-18,75.7723780802269
2001-04-19,76.9304484979986
2001-04-20,76.7873161716192
2001-04-23,76.4637165808524
2001-04-24,76.5787772882085
2001-04-25,76.0840045807232
2001-04-26,76.6657656758891
2001-04-27,76.5244830705685
2001-04-30,76.5544054616286
2001-05-01,76.6703969850553
2001-05-02,76.9603757936221
2001-05-03,77.2213567213322
2001-05-04,77.1633609596189
2001-05-07,77.1633609596189
2001-05-08,76.8835980063166
2001-05-09,78.2952241931162
2001-05-10,78.0304692038594
2001-05-11,77.6825072453137
2001-05-14,77.7984945648289
2001-05-15,77.7386224572839
2001-05-16,78.8694714971325
2001-05-17,79.3314925811199
2001-05-18,83.3338685612695
2001-05-21,82.7639512860954
2001-05-22,82.6729583223876
2001-05-23,82.2350095362858
2001-05-24,80.9291744319906
2001-05-25,80.5821902331941
2001-05-29,79.3904426307432
2001-05-30,77.0501618844043
2001-05-31,76.927660253698
2001-06-01,77.2531544072461
2001-06-05,77.0427153558387
2001-06-06,77.0455078040508
2001-06-07,77.1278400094222
2001-06-08,79.27350172397
2001-06-11,77.6787531523466
2001-06-12,78.7263931209506
2001-06-13,78.8790003631932
2001-06-14,79.8302015510705
2001-06-15,78.6384525473159
2001-06-18,78.98641030195
2001-06-19,79.2849952180037
2001-06-20,78.98641030195
2001-06-21,79.0434482724939
2001-06-22,78.9545520096453
2001-06-25,79.3614468518423
2001-06-26,80.0863413243655
2001-06-27,78.8975143894274
2001-06-28,78.0875194358118
2001-06-29,78.4616297238708
2001-07-02,78.1165159153646
2001-07-03,77.5917668666217
2001-07-05,76.8668811522474
2001-07-06,77.0997760975698
2001-07-09,77.272817152297
2001-07-10,77.1886285696736
2001-07-11,77.7966147157377
2001-07-12,77.3036805188807
2001-07-13,77.4467897237468
2001-07-16,77.3887988665969
2001-07-17,77.7386224572839
2001-07-18,78.4064807108931
2001-07-19,78.1146283591023
2001-07-20,78.259607253607
2001-07-23,77.9425370380475
2001-07-24,78.2063398413502
2001-07-25,77.6235757629663
2001-07-26,77.1895611373741
2001-07-27,77.5365863243077
2001-07-30,76.7219040093726
2001-07-31,77.1886285696736
2001-08-01,77.5356495526957
2001-08-02,77.5347127810838
2001-08-03,77.6796916755884
2001-08-06,77.4495968856492
2001-08-07,77.4804655071222
2001-08-08,77.6843842917973
2001-08-09,79.2792484709869
2001-08-10,79.4194384096441
2001-08-13,79.9442599758604
2001-08-14,80.1201768563777
2001-08-15,79.9442599758604
2001-08-16,79.7983117294296
2001-08-17,80.9852104702943
2001-08-20,80.0573455454646
2001-08-21,79.7383919775543
2001-08-22,79.7103592447123
2001-08-23,79.8253793142571
2001-08-24,79.0182706962104
2001-08-27,79.0444032610557
2001-08-28,78.9555059472293
2001-08-29,79.3624056939896
2001-08-30,79.8534102954694
2001-08-31,79.5653785985778
2001-09-04,78.7525354949228
2001-09-05,78.8704243837386
2001-09-06,79.1584763995358
2001-09-07,79.1865154382451
2001-09-10,78.7515840096205
2001-09-11,78.753486980225
2001-09-14,84.1437170786347
2001-09-17,84.0287520102652
2001-09-18,83.536839013576
2001-09-19,84.5206530958718
2001-09-20,83.7957761396465
2001-09-21,84.6376560103396
2001-09-24,84.0028012645922
2001-09-25,84.2368084948316
2001-09-26,85.0456470224595
2001-09-27,84.5817089548293
2001-09-28,84.783657506316
2001-10-01,84.7256659485141
2001-10-02,84.0587630337927
2001-10-03,84.2327377071983
2001-10-04,84.2327377071983
2001-10-05,84.4936997173067
2001-10-08,84.6956468674895
2001-10-09,83.7698173364764
2001-10-10,82.7539529832509
2001-10-11,81.8241108187136
2001-10-12,82.6059798527823
2001-10-15,81.7951157404646
2001-10-16,81.8540948671424
2001-10-17,82.1750302289977
2001-10-18,80.9581709115434
2001-10-19,81.2171767015017
2001-10-22,79.8853011680882
2001-10-23,80.0573455454646
2001-10-24,79.9983874383443
2001-10-25,80.551246992292
2001-10-26,80.5812166773565
2001-10-29,80.9291744319906
2001-10-30,81.3621555960064
2001-10-31,81.0432020280961
2001-11-01,81.1021734476028
2001-11-02,81.1311695768297
2001-11-05,80.7532442390869
2001-11-06,81.1002137241932
2001-11-07,81.4761698797255
2001-11-08,80.258376593267
2001-11-09,80.432347062761
2001-11-12,80.6923278098607
2001-11-13,80.5473541702455
2001-11-14,80.5493005812687
2001-11-15,79.7693152498768
2001-11-16,79.6542916770723
2001-11-19,79.0733997406085
2001-11-20,79.1594327894014
2001-11-21,79.1304366601745
2001-11-26,78.9574138223971
2001-11-27,79.2183821383727
2001-11-28,79.4812709412507
2001-11-29,79.309204143013
2001-11-30,79.4232765808412
2001-12-03,80.291251881828
2001-12-04,79.7702789965876
2001-12-05,79.3652822204317
2001-12-06,79.5112287152326
2001-12-07,79.4232765808412
2001-12-10,78.9284173428443
2001-12-11,78.9265101683283
2001-12-12,79.3904426307432
2001-12-13,79.4184788668449
2001-12-14,80.6082653445822
2001-12-17,80.5222508630651
2001-12-18,81.3041640382045
2001-12-19,79.8824057240444
2001-12-20,80.0264159672749
2001-12-21,80.6072914384187
2001-12-26,81.0992338624883
2001-12-27,80.4333188669688
2001-12-28,80.1733286610683
2001-12-31,80.8092830799982
2002-01-02,80.8672732364962
2002-01-03,80.6643076887531
2002-01-04,80.8692273546906
2002-01-07,80.7812640098685
2002-01-08,80.8672732364962
2002-01-09,82.1730445814671
2002-01-10,83.2448696529153
2002-01-11,83.3338685612695
2002-01-14,82.7529531529665
2002-01-15,82.4639951942416
2002-01-16,83.3038662958909
2002-01-17,82.4639951942416
2002-01-18,82.0860582957422
2002-01-22,81.6221314385426
2002-01-23,80.7793119936299
2002-01-24,80.6362868669936
2002-01-25,80.837301449476
2002-01-28,80.6942777241436
2002-01-29,81.5921501927215
2002-01-30,81.7361380150907
2002-01-31,81.7941274709368
2002-02-01,82.9259237921761
2002-02-04,83.8827613743935
2002-02-05,86.4622786665486
2002-02-06,86.261400010538
2002-02-07,86.8982495122908
2002-02-08,88.0011257250362
2002-02-11,87.0163324816875
2002-02-12,87.1903071550931
2002-02-13,86.813362029381
2002-02-14,86.9003493660838
2002-02-15,86.5234042403717
2002-02-19,85.0176780489418
2002-02-20,84.754661727415
2002-02-21,85.013569426105
2002-02-22,85.0125422703959
2002-02-25,84.8675686307806
2002-02-26,86.4063771534128
2002-02-27,85.9124168518244
2002-02-28,86.0273577477028
2002-03-01,86.4053331820576
2002-03-04,86.0294365819382
2002-03-05,85.2445000937803
2002-03-06,85.1005546608521
2002-03-07,84.119803478408
2002-03-08,84.119803478408
2002-03-11,84.4077321794679
2002-03-12,85.1305782961141
2002-03-13,85.1346925241662
2002-03-14,84.3838332929316
2002-03-15,84.0658721984607
2002-03-18,84.7017866802314
2002-03-19,84.9068209027571
2002-03-20,84.702809982355
2002-03-21,84.9037436395411
2002-03-22,86.2065337106084
2002-03-25,86.2344883207618
2002-03-26,86.0045974205303
2002-03-28,87.7475874723062
2002-04-01,87.9215747574462
2002-04-02,88.7023742463648
2002-04-03,87.7465273859569
2002-04-04,87.3094547650764
2002-04-05,87.0184351380881
2002-04-08,87.1344210562994
2002-04-09,86.6404341299383
2002-04-10,87.4834357443492
2002-04-11,87.6294785787886
2002-04-12,87.6004813985839
2002-04-15,86.9904896364096
2002-04-16,86.6435744518268
2002-04-17,87.6004813985839
2002-04-18,88.2964137234981
2002-04-19,87.6616528651075
2002-04-22,87.8614560204267
2002-04-23,88.152492813387
2002-04-24,88.2405514468697
2002-04-25,89.3424709194234
2002-04-26,90.3563051337217
2002-04-29,90.2370443684539
2002-04-30,89.5733718093923
2002-05-01,89.6313668704537
2002-05-02,89.3993866262079
2002-05-03,90.530290316906
2002-05-06,90.2414052259804
2002-05-07,90.3573967494071
2002-05-08,89.372548504883
2002-05-09,89.7462727337362
2002-05-10,90.1801409230779
2002-05-13,90.0619773787109
2002-05-14,89.1061816658929
2002-05-15,89.5110509234
2002-05-16,89.8289230350776
2002-05-17,90.060889266285
2002-05-20,91.5407799692821
2002-05-21,91.569776098509
2002-05-22,92.2088049780473
2002-05-23,93.5136465579254
2002-05-24,92.9058429316854
2002-05-28,93.9150584485519
2002-05-29,94.3488446616194
2002-05-30,94.3778393895425
2002-05-31,94.667786668773
2002-06-03,94.7280651544294
2002-06-04,95.0481632372448
2002-06-05,93.1355670767609
2002-06-06,94.2095620671936
2002-06-07,94.1225726285351
2002-06-10,92.4117803349173
2002-06-11,92.6995051462695
2002-06-12,92.8746019137189
2002-06-13,92.1207025538199
2002-06-14,92.5277662531286
2002-06-17,92.0381619045034
2002-06-18,92.5623539349729
2002-06-19,92.7352229796547
2002-06-20,93.7188864217885
2002-06-21,94.1237097865951
2002-06-24,94.0355831898766
2002-06-25,92.8478492719278
2002-06-26,92.93596255626
2002-06-27,92.5578809731398
2002-06-28,90.905061670048
2002-07-01,91.0489457959335
2002-07-02,90.6998922217024
2002-07-03,90.1478766029878
2002-07-08,90.4947325824837
2002-07-09,91.6534423451289
2002-07-10,91.2475112496428
2002-07-11,91.9746106737463
2002-07-12,91.5095725826077
2002-07-15,92.6705093673686
2002-07-16,91.9757219076854
2002-07-17,92.0337141661392
2002-07-18,91.9166191159445
2002-07-19,93.9184625658869
2002-07-22,93.8326078330067
2002-07-23,90.6719915617466
2002-07-24,90.3229425417529
2002-07-25,89.8300083448958
2002-07-26,87.9731931854181
2002-07-29,87.7111714392865
2002-07-30,88.0580526422514
2002-07-31,87.9141394393113
2002-08-01,88.1450378769984
2002-08-02,89.0170412258516
2002-08-05,89.2479291537599
2002-08-06,88.5821045423376
2002-08-07,91.1348341601057
2002-08-08,90.0018102967092
2002-08-09,91.1025358583977
2002-08-12,91.0757415278175
2002-08-13,91.1036365825581
2002-08-14,90.4066539804214
2002-08-15,91.1337330856194
2002-08-16,90.9597584122138
2002-08-19,88.7260114394105
2002-08-20,89.5099694671674
2002-08-21,89.1888606939629
2002-08-22,88.8989099114727
2002-08-23,88.9289794394353
2002-08-26,89.7107721024451
2002-08-27,90.5527234396336
2002-08-28,89.7129399194739
2002-08-29,90.7266960110834
2002-08-30,90.5828132865017
2002-09-03,90.8749669186165
2002-09-04,91.3110172883512
2002-09-05,92.2690274115505
2002-09-06,92.7597380895514
2002-09-09,93.1656888032912
2002-09-10,92.1798084984945
2002-09-11,91.8028542643075
2002-09-12,92.4675389150621
2002-09-13,91.8006360003407
2002-09-16,91.9456148948454
2002-09-17,91.9177296492317
2002-09-18,92.9615903013996
2002-09-19,93.5403827343965
2002-09-20,93.3385399813491
2002-09-23,93.6597605085343
2002-09-24,94.4995268627221
2002-09-25,93.4255283690298
2002-09-26,92.8768461018066
2002-09-27,92.7039851146219
2002-09-30,93.9230013890001
2002-10-01,93.0530754730786
2002-10-02,93.2270606562629
2002-10-03,93.11107053414
2002-10-04,93.4010458394472
2002-10-07,93.3430507783858
2002-10-08,92.2701421487491
2002-10-09,92.673868292655
2002-10-10,91.7738577847547
2002-10-11,91.7147567446435
2002-10-14,92.147472011257
2002-10-15,90.6397097253585
2002-10-16,91.0456457254081
2002-10-17,90.3508470552943
2002-10-18,90.6687051539335
2002-10-21,90.1478766029878
2002-10-22,90.7589810004051
2002-10-23,90.4679231878873
2002-10-24,90.0920619706896
2002-10-25,90.8771627617219
2002-10-28,91.4002162328276
2002-10-29,92.1240415105266
2002-10-30,91.7749665664121
2002-10-31,92.2088049780473
2002-11-01,92.4418936536246
2002-11-04,92.2991396792799
2002-11-05,92.266797937153
2002-11-06,92.0638225802831
2002-11-07,92.9337169668685
2002-11-08,93.1656888032912
2002-11-11,93.1366923237384
2002-11-12,94.0935761489823
2002-11-13,92.4117803349173
2002-11-14,92.1798084984945
2002-11-15,92.9917099259741
2002-11-18,92.5567627326815
2002-11-19,92.3827838553644
2002-11-20,92.0348261007303
2002-11-21,92.0348261007303
2002-11-22,92.9962039073648
2002-11-25,92.1552653625211
2002-11-27,91.8630668886838
2002-12-02,92.0961569655648
2002-12-03,92.8489710156457
2002-12-04,93.4300433699779
2002-12-05,94.1805655876408
2002-12-06,94.6189421217374
2002-12-09,94.4762371930269
2002-12-10,93.8036113534538
2002-12-11,94.1839791637766
2002-12-12,96.0978161788041
2002-12-13,96.6162698700798
2002-12-16,97.7216778885244
2002-12-17,97.8376680106473
2002-12-18,99.2017504106938
2002-12-19,100.319422990606
2002-12-20,98.7520986356354
2002-12-23,100.072895811276
2002-12-24,100.56586574138
2002-12-26,101.114388960619
2002-12-27,101.259376613272
2002-12-30,99.5775198424904
2002-12-31,100.810028921145
2003-01-02,100.375002904512
2003-01-03,101.833175500062
2003-01-06,101.996635840487
2003-01-07,100.701123440873
2003-01-08,102.613581923256
2003-01-09,102.439611453762
2003-01-10,102.788794298271
2003-01-13,102.848027761595
2003-01-14,102.08487208923
2003-01-15,101.690653791828
2003-01-16,103.720407360527
2003-01-17,103.401446085446
2003-01-21,103.604421442315
2003-01-22,104.300336951584
2003-01-23,105.69216797012
2003-01-24,106.76245791322
2003-01-27,107.110407260031
2003-01-28,107.283085727392
2003-01-29,106.210254870118
2003-01-30,106.897810551048
2003-01-31,106.791453692121
2003-02-03,107.516348164644
2003-02-04,109.916573536001
2003-02-05,109.162528440504
2003-02-06,107.335419170644
2003-02-07,107.27741570176
2003-02-10,105.464018540226
2003-02-11,105.118588037054
2003-02-12,102.25023364863
2003-02-13,103.637174116791
2003-02-14,102.042309937602
2003-02-18,99.8082942647884
2003-02-19,101.464810908042
2003-02-20,102.392754305886
2003-02-21,102.015777300512
2003-02-24,103.321945915119
2003-02-25,102.163236853126
2003-02-26,102.652498232638
2003-02-27,100.361665644961
2003-02-28,101.55180560159
2003-03-03,101.261823289764
2003-03-04,102.420515185785
2003-03-05,102.392754305886
2003-03-06,103.465688859644
2003-03-07,101.724566045225
2003-03-10,102.852998186288
2003-03-11,101.632660832722
2003-03-12,100.472801650608
2003-03-13,97.3991748180066
2003-03-14,97.5755113890218
2003-03-17,97.7494944702503
2003-03-18,97.8944803712741
2003-03-19,97.4607001137479
2003-03-20,96.5327791367649
2003-03-21,94.5319495301453
2003-03-24,95.5480174227524
2003-03-25,95.2255893219897
2003-03-26,95.7800004696058
2003-03-27,95.3137313330504
2003-03-28,96.1244910482326
2003-03-31,97.4038817975798
2003-04-01,96.939915703873
2003-04-02,95.5723966061774
2003-04-03,94.2095620671936
2003-04-04,94.325547985405
2003-04-07,93.2259343583076
2003-04-08,93.4289146197409
2003-04-09,94.417100069342
2003-04-10,94.7349322438603
2003-04-11,95.0817538914123
2003-04-14,94.0111297373485
2003-04-15,94.2129766943074
2003-04-16,94.4739544690838
2003-04-17,94.877627363444
2003-04-21,96.702090971668
2003-04-22,96.9642276247139
2003-04-23,96.1256523787837
2003-04-24,97.0825593255408
2003-04-25,96.6742628291855
2003-04-28,96.9932241042668
2003-04-29,96.761252267844
2003-04-30,98.3282501190216
2003-05-01,99.1981550153857
2003-05-02,98.8791898867189
2003-05-05,99.2561486751433
2003-05-06,99.3129424684944
2003-05-07,99.1377658267265
2003-05-08,101.021293690836
2003-05-09,101.079285248638
2003-05-12,101.951622107803
2003-05-13,101.487678434958
2003-05-14,102.153363266323
2003-05-15,102.239116404675
2003-05-16,102.850512973941
2003-05-19,105.602626757183
2003-05-20,106.211538114102
2003-05-21,107.86560072402
2003-05-22,106.733462134319
2003-05-23,106.936432586626
2003-05-27,106.646474797616
2003-05-28,105.89514332699
2003-05-29,107.170988427315
2003-05-30,105.689614093886
2003-06-02,106.1245507774
2003-06-03,105.893863936591
2003-06-04,105.141234858616
2003-06-05,106.881023631787
2003-06-06,105.460196133698
2003-06-09,104.913065460143
2003-06-10,102.123133289071
2003-06-11,103.082484810364
2003-06-12,102.447037663422
2003-06-13,103.398947560712
2003-06-16,104.096103924524
2003-06-17,105.312668968174
2003-06-18,103.572922234118
2003-06-19,104.764280624429
2003-06-20,103.316953069565
2003-06-23,102.36128277344
2003-06-24,100.419661406674
2003-06-25,101.290821520946
2003-06-26,99.723712266114
2003-06-27,100.100684717251
2003-06-30,100.333879891919
2003-07-01,101.898553330365
2003-07-02,101.870786144599
2003-07-03,101.783791451051
2003-07-07,100.940403777434
2003-07-08,99.7817080278273
2003-07-09,99.6355149035519
2003-07-10,99.8397037895407
2003-07-11,99.982277346017
2003-07-14,100.821977488599
2003-07-15,99.1993534804884
2003-07-16,99.4869213458114
2003-07-17,99.8058826208927
2003-07-18,100.675777007478
2003-07-21,101.746188163359
2003-07-22,101.661657312275
2003-07-23,103.981375676502
2003-07-24,105.027786701645
2003-07-25,105.176584499419
2003-07-28,105.785547354255
2003-07-29,104.886602187593
2003-07-30,103.289203750423
2003-07-31,102.652498232638
2003-08-01,100.359240688679
2003-08-04,101.261823289764
2003-08-05,101.377816214494
2003-08-06,101.723337101764
2003-08-07,102.217530019788
2003-08-08,103.316953069565
2003-08-11,104.882800800622
2003-08-12,103.95237919695
2003-08-13,104.996252460852
2003-08-14,106.127115163413
2003-08-15,105.312668968174
2003-08-18,103.920871580929
2003-08-19,104.847469727094
2003-08-20,106.008567661796
2003-08-21,104.55625216594
2003-08-22,105.281129122165
2003-08-25,104.761749169056
2003-08-26,106.066559219598
2003-08-27,108.301851129876
2003-08-28,107.434552658641
2003-08-29,108.942406029288
2003-09-02,108.214861691218
2003-09-03,108.415217310573
2003-09-04,108.127872252559
2003-09-05,109.490706791543
2003-09-08,108.765794802722
2003-09-09,110.67956245321
2003-09-10,110.186622300811
2003-09-11,110.102293237479
2003-09-12,108.971403209493
2003-09-15,108.597063808257
2003-09-16,108.307084999691
2003-09-17,109.091345709075
2003-09-18,109.207338633806
2003-09-19,110.712571566287
2003-09-22,112.278438214946
2003-09-23,111.901470318046
2003-09-24,112.361358267275
2003-09-25,111.636446278454
2003-09-26,110.42259626098
2003-09-29,110.88253781008
2003-09-30,111.752432196665
2003-10-01,111.433470921584
2003-10-02,111.085513166949
2003-10-03,107.11299546821
2003-10-06,108.069879293454
2003-10-07,109.374720873332
2003-10-08,108.854099365027
2003-10-09,107.056295912541
2003-10-10,108.330847609429
2003-10-13,108.792162436285
2003-10-14,108.935825156165
2003-10-15,108.036966870341
2003-10-16,108.06465663407
2003-10-17,107.803700929829
2003-10-20,108.441592651307
2003-10-21,110.672876482299
2003-10-22,112.065977432434
2003-10-23,111.544066023952
2003-10-24,112.764584145712
2003-10-27,112.473267442312
2003-10-28,111.109139850216
2003-10-29,112.152962667181
2003-10-30,111.429432013613
2003-10-31,111.486075867454
2003-11-03,109.311444998778
2003-11-04,110.153633156314
2003-11-05,110.936509727838
2003-11-06,110.359267837532
2003-11-07,111.143506126055
2003-11-10,112.100389951299
2003-11-11,112.533977529548
2003-11-12,114.507097754185
2003-11-13,114.275125917762
2003-11-14,115.347995661218
2003-11-17,113.519845923262
2003-11-18,115.285824014084
2003-11-19,114.502947442559
2003-11-20,114.157760766254
2003-11-21,114.826059029266
2003-11-24,113.522588975514
2003-11-26,115.060811052493
2003-12-01,116.771644684574
2003-12-02,117.061616486621
2003-12-03,117.118195880486
2003-12-04,116.942802036624
2003-12-05,117.840269178069
2003-12-08,117.901110287214
2003-12-09,118.365059565275
2003-12-10,117.783699943657
2003-12-11,117.321173689638
2003-12-12,118.71302152382
2003-12-15,118.656461397883
2003-12-16,118.220075415881
2003-12-17,119.464052414774
2003-12-18,119.000114347144
2003-12-19,118.653594330242
2003-12-22,119.058106605598
2003-12-23,119.174091122505
2003-12-24,119.55248519638
2003-12-29,120.275944033127
2003-12-30,120.881941729053
2003-12-31,120.533996586153
2004-01-05,123.061059222274
2004-01-06,122.59859672758
2004-01-07,122.339103283888
2004-01-08,122.948044068188
2004-01-09,123.640988813331
2004-01-12,123.611992333779
2004-01-13,122.855115203236
2004-01-14,122.275199625217
2004-01-15,118.417330300181
2004-01-16,117.924408014406
2004-01-20,119.668471114592
2004-01-21,119.20596763176
2004-01-22,118.887002503093
2004-01-23,118.278069075638
2004-01-26,117.901110287214
2004-01-27,118.887002503093
2004-01-28,120.191859847639
2004-01-29,115.550971018088
2004-01-30,116.621022739536
2004-02-02,115.608963977193
2004-02-03,115.756743377407
2004-02-04,116.278692621093
2004-02-05,115.439169042794
2004-02-06,117.034033221984
2004-02-09,117.961954198967
2004-02-10,117.84454035215
2004-02-11,118.944996162851
2004-02-12,119.961334507097
2004-02-13,118.972555605323
2004-02-17,120.625354939836
2004-02-18,119.55248519638
2004-02-19,118.829008843335
2004-02-20,115.263791313926
2004-02-23,115.698749016998
2004-02-24,117.292176859759
2004-02-25,114.768066070161
2004-02-26,114.565090713291
2004-02-27,114.94065625538
2004-03-01,115.780145151409
2004-03-02,114.098389975155
2004-03-03,113.779436407245
2004-03-04,113.927168163128
2004-03-05,116.364278303637
2004-03-08,116.155686871333
2004-03-09,117.199522300032
2004-03-10,115.981714299883
2004-03-11,116.187489812136
2004-03-12,114.624468510909
2004-03-15,115.816136939693
2004-03-16,116.686062855615
2004-03-17,117.992377205821
2004-03-18,119.201647061719
2004-03-19,119.61336834464
2004-03-22,121.035692435223
2004-03-23,121.733103836332
2004-03-24,120.976235814264
2004-03-25,120.829790104973
