"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 03, 2017","55,894.98","55,894.98","55,894.98","55,894.98","0","-0.16"
"Aug 02, 2017","55,983.48","55,983.48","55,983.48","55,983.48","0","-0.49"
"Aug 01, 2017","56,258.01","56,258.01","56,258.01","56,258.01","0","0.91"
"Jul 31, 2017","55,753.35","55,753.35","55,753.35","55,753.35","0","0.31"
"Jul 28, 2017","55,580.13","55,580.13","55,580.13","55,580.13","0","-1.42"
"Jul 27, 2017","56,381.18","56,381.18","56,381.18","56,381.18","0","0.15"
"Jul 26, 2017","56,299.46","56,299.46","56,299.46","56,299.46","0","0.87"
"Jul 25, 2017","55,811.89","55,811.89","55,811.89","55,811.89","0","0.68"
"Jul 24, 2017","55,435.36","55,435.36","55,435.36","55,435.36","0","-0.61"
"Jul 21, 2017","55,774.22","55,774.22","55,774.22","55,774.22","0","-0.67"
"Jul 20, 2017","56,150.53","56,150.53","56,150.53","56,150.53","0","0.51"
"Jul 19, 2017","55,864.71","55,864.71","55,864.71","55,864.71","0","0.79"
"Jul 18, 2017","55,428.74","55,428.74","55,428.74","55,428.74","0","-1.18"
"Jul 17, 2017","56,092.21","56,092.21","56,092.21","56,092.21","0","-0.17"
"Jul 14, 2017","56,186.25","56,186.25","56,186.25","56,186.25","0","0.49"
"Jul 13, 2017","55,909.95","55,909.95","55,909.95","55,909.95","0","1.11"
"Jul 12, 2017","55,296.58","55,296.58","55,296.58","55,296.58","0","-0.96"
"Jul 11, 2017","55,833.52","55,833.52","55,833.52","55,833.52","0","0.08"
"Jul 10, 2017","55,789.76","55,789.76","55,789.76","55,789.76","0","0.37"
"Jul 07, 2017","55,586.38","55,586.38","55,586.38","55,586.38","0","-0.96"
"Jul 06, 2017","56,124.31","56,124.31","56,124.31","56,124.31","0","-0.07"
"Jul 05, 2017","56,165.52","56,165.52","56,165.52","56,165.52","0","-0.36"
"Jul 04, 2017","56,365.94","56,365.94","56,365.94","56,365.94","0","1.75"
"Jul 03, 2017","55,397.90","55,397.90","55,397.90","55,397.90","0","-0.65"
"Jun 30, 2017","55,758.56","55,758.56","55,758.56","55,758.56","0","-1.66"
"Jun 29, 2017","56,698.75","56,698.75","56,698.75","56,698.75","0","1.28"
"Jun 28, 2017","55,979.53","55,979.53","55,979.53","55,979.53","0","0.73"
"Jun 27, 2017","55,575.86","55,575.86","55,575.86","55,575.86","0","-0.10"
"Jun 26, 2017","55,633.90","55,633.90","55,633.90","55,633.90","0","0.07"
"Jun 23, 2017","55,592.21","55,592.21","55,592.21","55,592.21","0","0.17"
"Jun 22, 2017","55,495.70","55,495.70","55,495.70","55,495.70","0","0.71"
"Jun 21, 2017","55,103.47","55,103.47","55,103.47","55,103.47","0","-1.59"
"Jun 20, 2017","55,993.68","55,993.68","55,993.68","55,993.68","0","-0.83"
"Jun 19, 2017","56,459.75","56,459.75","56,459.75","56,459.75","0","0.54"
"Jun 16, 2017","56,156.89","56,156.89","56,156.89","56,156.89","0","0.19"
"Jun 15, 2017","56,051.42","56,051.42","56,051.42","56,051.42","0","-1.21"
"Jun 14, 2017","56,738.56","56,738.56","56,738.56","56,738.56","0","1.06"
"Jun 13, 2017","56,143.15","56,143.15","56,143.15","56,143.15","0","1.68"
"Jun 09, 2017","55,217.39","55,217.39","55,217.39","55,217.39","0","0.02"
"Jun 08, 2017","55,205.66","55,205.66","55,205.66","55,205.66","0","0.17"
"Jun 07, 2017","55,113.99","55,113.99","55,113.99","55,113.99","0","0.01"
"Jun 06, 2017","55,109.36","55,109.36","55,109.36","55,109.36","0","-1.52"
"Jun 05, 2017","55,959.14","55,959.14","55,959.14","55,959.14","0","-0.57"
"Jun 02, 2017","56,282.44","56,282.44","56,282.44","56,282.44","0","0.87"
"Jun 01, 2017","55,796.38","55,796.38","55,796.38","55,796.38","0","0.24"
"May 31, 2017","55,661.89","55,661.89","55,661.89","55,661.89","0","0.12"
"May 30, 2017","55,593.62","55,593.62","55,593.62","55,593.62","0","0.20"
"May 29, 2017","55,485.20","55,485.20","55,485.20","55,485.20","0","-0.78"
"May 26, 2017","55,918.73","55,918.73","55,918.73","55,918.73","0","-0.66"
"May 25, 2017","56,287.82","56,287.82","56,287.82","56,287.82","0","0.36"
"May 24, 2017","56,085.83","56,085.83","56,085.83","56,085.83","0","0.16"
"May 23, 2017","55,995.79","55,995.79","55,995.79","55,995.79","0","-0.19"
"May 22, 2017","56,102.86","56,102.86","56,102.86","56,102.86","0","0.77"
"May 19, 2017","55,674.34","55,674.34","55,674.34","55,674.34","0","-0.19"
"May 18, 2017","55,780.33","55,780.33","55,780.33","55,780.33","0","-0.62"
"May 17, 2017","56,126.20","56,126.20","56,126.20","56,126.20","0","-1.10"
"May 16, 2017","56,751.77","56,751.77","56,751.77","56,751.77","0","0.44"
"May 15, 2017","56,502.10","56,502.10","56,502.10","56,502.10","0","0.03"
"May 12, 2017","56,487.58","56,487.58","56,487.58","56,487.58","0","-0.70"
"May 11, 2017","56,888.57","56,888.57","56,888.57","56,888.57","0","0.05"
"May 10, 2017","56,860.53","56,860.53","56,860.53","56,860.53","0","0.61"
"May 09, 2017","56,515.69","56,515.69","56,515.69","56,515.69","0","-0.53"
"May 08, 2017","56,815.60","56,815.60","56,815.60","56,815.60","0","0.74"
"May 05, 2017","56,397.60","56,397.60","56,397.60","56,397.60","0","-0.68"
"May 04, 2017","56,782.31","56,782.31","56,782.31","56,782.31","0","-0.26"
"May 03, 2017","56,932.09","56,932.09","56,932.09","56,932.09","0","-0.98"
"May 02, 2017","57,492.71","57,492.71","57,492.71","57,492.71","0","-0.10"
"May 01, 2017","57,552.21","57,552.21","57,552.21","57,552.21","0","0.55"
"Apr 28, 2017","57,238.59","57,238.59","57,238.59","57,238.59","0","0.04"
"Apr 27, 2017","57,213.63","57,213.63","57,213.63","57,213.63","0","0.16"
"Apr 26, 2017","57,121.47","57,121.47","57,121.47","57,121.47","0","0.69"
"Apr 24, 2017","56,732.55","56,732.55","56,732.55","56,732.55","0","0.30"
"Apr 21, 2017","56,562.08","56,562.08","56,562.08","56,562.08","0","0.56"
"Apr 20, 2017","56,245.64","56,245.64","56,245.64","56,245.64","0","0.31"
"Apr 19, 2017","56,072.36","56,072.36","56,072.36","56,072.36","0","-0.56"
"Apr 18, 2017","56,388.57","56,388.57","56,388.57","56,388.57","0","-0.90"
"Apr 13, 2017","56,901.62","56,901.62","56,901.62","56,901.62","0","-0.74"
"Apr 12, 2017","57,326.78","57,326.78","57,326.78","57,326.78","0","0.08"
"Apr 11, 2017","57,281.52","57,281.52","57,281.52","57,281.52","0","0.28"
"Apr 10, 2017","57,123.18","57,123.18","57,123.18","57,123.18","0","0.86"
"Apr 07, 2017","56,635.67","56,635.67","56,635.67","56,635.67","0","0.11"
"Apr 06, 2017","56,575.93","56,575.93","56,575.93","56,575.93","0","-0.33"
"Apr 05, 2017","56,763.30","56,763.30","56,763.30","56,763.30","0","0.34"
"Apr 04, 2017","56,573.54","56,573.54","56,573.54","56,573.54","0","-0.27"
"Apr 03, 2017","56,729.36","56,729.36","56,729.36","56,729.36","0","0.14"
"Mar 31, 2017","56,652.87","56,652.87","56,652.87","56,652.87","0","-0.53"
"Mar 30, 2017","56,955.44","56,955.44","56,955.44","56,955.44","0","0.39"
"Mar 29, 2017","56,731.61","56,731.61","56,731.61","56,731.61","0","0.90"
"Mar 28, 2017","56,226.61","56,226.61","56,226.61","56,226.61","0","1.30"
"Mar 27, 2017","55,503.80","55,503.80","55,503.80","55,503.80","0","-0.11"
"Mar 24, 2017","55,567.61","55,567.61","55,567.61","55,567.61","0","0.80"
"Mar 23, 2017","55,126.39","55,126.39","55,126.39","55,126.39","0","0.42"
"Mar 22, 2017","54,896.54","54,896.54","54,896.54","54,896.54","0","-1.55"
"Mar 21, 2017","55,762.29","55,762.29","55,762.29","55,762.29","0","-0.07"
"Mar 20, 2017","55,803.45","55,803.45","55,803.45","55,803.45","0","-0.35"
"Mar 17, 2017","56,002.02","56,002.02","56,002.02","56,002.02","0","0.24"
"Mar 16, 2017","55,865.34","55,865.34","55,865.34","55,865.34","0","0.21"
"Mar 15, 2017","55,749.17","55,749.17","55,749.17","55,749.17","0","0.29"
"Mar 14, 2017","55,587.79","55,587.79","55,587.79","55,587.79","0","0.03"
"Mar 13, 2017","55,568.60","55,568.60","55,568.60","55,568.60","0","-0.31"
"Mar 10, 2017","55,743.30","55,743.30","55,743.30","55,743.30","0","0.60"
"Mar 09, 2017","55,411.17","55,411.17","55,411.17","55,411.17","0","-0.14"
"Mar 08, 2017","55,488.70","55,488.70","55,488.70","55,488.70","0","-0.00"
"Mar 07, 2017","55,488.82","55,488.82","55,488.82","55,488.82","0","0.30"
"Mar 06, 2017","55,322.81","55,322.81","55,322.81","55,322.81","0","0.32"
"Mar 03, 2017","55,146.44","55,146.44","55,146.44","55,146.44","0","-0.80"
"Mar 02, 2017","55,589.44","55,589.44","55,589.44","55,589.44","0","1.37"
"Mar 01, 2017","54,837.39","54,837.39","54,837.39","54,837.39","0","0.01"
"Feb 28, 2017","54,830.25","54,830.25","54,830.25","54,830.25","0","-0.18"
"Feb 27, 2017","54,927.78","54,927.78","54,927.78","54,927.78","0","-0.23"
"Feb 24, 2017","55,052.61","55,052.61","55,052.61","55,052.61","0","-0.76"
"Feb 23, 2017","55,476.08","55,476.08","55,476.08","55,476.08","0","-0.28"
"Feb 22, 2017","55,631.28","55,631.28","55,631.28","55,631.28","0","0.49"
"Feb 21, 2017","55,357.43","55,357.43","55,357.43","55,357.43","0","-0.02"
"Feb 20, 2017","55,368.89","55,368.89","55,368.89","55,368.89","0","-0.11"
"Feb 17, 2017","55,429.06","55,429.06","55,429.06","55,429.06","0","-0.18"
"Feb 16, 2017","55,527.86","55,527.86","55,527.86","55,527.86","0","0.12"
"Feb 15, 2017","55,458.74","55,458.74","55,458.74","55,458.74","0","0.94"
"Feb 14, 2017","54,942.95","54,942.95","54,942.95","54,942.95","0","-0.09"
"Feb 13, 2017","54,993.54","54,993.54","54,993.54","54,993.54","0","0.76"
"Feb 10, 2017","54,579.30","54,579.30","54,579.30","54,579.30","0","0.99"
"Feb 09, 2017","54,045.07","54,045.07","54,045.07","54,045.07","0","0.23"
"Feb 08, 2017","53,918.70","53,918.70","53,918.70","53,918.70","0","0.53"
"Feb 07, 2017","53,636.82","53,636.82","53,636.82","53,636.82","0","0.12"
"Feb 06, 2017","53,572.54","53,572.54","53,572.54","53,572.54","0","-0.11"
"Feb 03, 2017","53,629.82","53,629.82","53,629.82","53,629.82","0","-0.42"
"Feb 02, 2017","53,857.37","53,857.37","53,857.37","53,857.37","0","-0.14"
"Feb 01, 2017","53,931.13","53,931.13","53,931.13","53,931.13","0","0.57"
"Jan 31, 2017","53,623.43","53,623.43","53,623.43","53,623.43","0","-0.72"
"Jan 30, 2017","54,010.78","54,010.78","54,010.78","54,010.78","0","-0.92"
"Jan 27, 2017","54,511.41","54,511.41","54,511.41","54,511.41","0","0.75"
"Jan 25, 2017","54,106.17","54,106.17","54,106.17","54,106.17","0","0.38"
"Jan 24, 2017","53,901.88","53,901.88","53,901.88","53,901.88","0","0.70"
"Jan 23, 2017","53,528.60","53,528.60","53,528.60","53,528.60","0","-0.77"
"Jan 20, 2017","53,946.24","53,946.24","53,946.24","53,946.24","0","-0.66"
"Jan 19, 2017","54,303.36","54,303.36","54,303.36","54,303.36","0","0.24"
"Jan 18, 2017","54,174.45","54,174.45","54,174.45","54,174.45","0","-0.36"
"Jan 17, 2017","54,371.61","54,371.61","54,371.61","54,371.61","0","-0.85"
"Jan 16, 2017","54,838.38","54,838.38","54,838.38","54,838.38","0","0.48"
"Jan 13, 2017","54,577.72","54,577.72","54,577.72","54,577.72","0","-0.79"
"Jan 12, 2017","55,014.04","55,014.04","55,014.04","55,014.04","0","-0.08"
"Jan 11, 2017","55,058.18","55,058.18","55,058.18","55,058.18","0","0.19"
"Jan 10, 2017","54,955.35","54,955.35","54,955.35","54,955.35","0","-0.80"
"Jan 09, 2017","55,401.26","55,401.26","55,401.26","55,401.26","0","0.90"
"Jan 06, 2017","54,906.50","54,906.50","54,906.50","54,906.50","0","0.04"
"Jan 05, 2017","54,885.21","54,885.21","54,885.21","54,885.21","0","0.30"
"Jan 04, 2017","54,723.60","54,723.60","54,723.60","54,723.60","0","0.06"
"Jan 03, 2017","54,692.82","54,692.82","54,692.82","54,692.82","0","1.19"
"Dec 30, 2016","54,049.93","54,049.93","54,049.93","54,049.93","0","-0.58"
"Dec 29, 2016","54,367.38","54,367.38","54,367.38","54,367.38","0","0.45"
"Dec 28, 2016","54,122.52","54,122.52","54,122.52","54,122.52","0","1.01"
"Dec 23, 2016","53,579.15","53,579.15","53,579.15","53,579.15","0","-0.28"
"Dec 22, 2016","53,731.45","53,731.45","53,731.45","53,731.45","0","0.54"
"Dec 21, 2016","53,441.34","53,441.34","53,441.34","53,441.34","0","0.40"
"Dec 20, 2016","53,228.12","53,228.12","53,228.12","53,228.12","0","0.53"
"Dec 19, 2016","52,949.90","52,949.90","52,949.90","52,949.90","0","0.53"
"Dec 16, 2016","52,672.37","52,672.37","52,672.37","52,672.37","0","-0.10"
"Dec 15, 2016","52,726.14","52,726.14","52,726.14","52,726.14","0","-0.82"
"Dec 14, 2016","53,163.65","53,163.65","53,163.65","53,163.65","0","0.72"
"Dec 13, 2016","52,785.53","52,785.53","52,785.53","52,785.53","0","-0.32"
"Dec 12, 2016","52,954.81","52,954.81","52,954.81","52,954.81","0","0.04"
"Dec 09, 2016","52,933.54","52,933.54","52,933.54","52,933.54","0","0.31"
"Dec 08, 2016","52,771.84","52,771.84","52,771.84","52,771.84","0","1.20"
"Dec 07, 2016","52,146.61","52,146.61","52,146.61","52,146.61","0","0.91"
"Dec 06, 2016","51,676.26","51,676.26","51,676.26","51,676.26","0","0.52"
"Dec 05, 2016","51,406.97","51,406.97","51,406.97","51,406.97","0","-0.79"
"Dec 02, 2016","51,817.52","51,817.52","51,817.52","51,817.52","0","-1.02"
"Dec 01, 2016","52,352.68","52,352.68","52,352.68","52,352.68","0","1.10"
"Nov 30, 2016","51,783.78","51,783.78","51,783.78","51,783.78","0","-0.31"
"Nov 29, 2016","51,945.85","51,945.85","51,945.85","51,945.85","0","-0.13"
"Nov 28, 2016","52,011.30","52,011.30","52,011.30","52,011.30","0","-0.79"
"Nov 25, 2016","52,423.85","52,423.85","52,423.85","52,423.85","0","0.41"
"Nov 24, 2016","52,207.73","52,207.73","52,207.73","52,207.73","0","0.02"
"Nov 23, 2016","52,198.18","52,198.18","52,198.18","52,198.18","0","1.31"
"Nov 22, 2016","51,522.18","51,522.18","51,522.18","51,522.18","0","1.16"
"Nov 21, 2016","50,932.12","50,932.12","50,932.12","50,932.12","0","-0.15"
"Nov 18, 2016","51,009.01","51,009.01","51,009.01","51,009.01","0","0.39"
"Nov 17, 2016","50,810.31","50,810.31","50,810.31","50,810.31","0","0.20"
"Nov 16, 2016","50,706.90","50,706.90","50,706.90","50,706.90","0","0.03"
"Nov 15, 2016","50,691.17","50,691.17","50,691.17","50,691.17","0","-0.36"
"Nov 14, 2016","50,874.26","50,874.26","50,874.26","50,874.26","0","-0.08"
"Nov 11, 2016","50,913.49","50,913.49","50,913.49","50,913.49","0","0.79"
"Nov 10, 2016","50,513.86","50,513.86","50,513.86","50,513.86","0","3.35"
"Nov 09, 2016","48,876.97","48,876.97","48,876.97","48,876.97","0","-1.92"
"Nov 08, 2016","49,834.67","49,834.67","49,834.67","49,834.67","0","0.18"
"Nov 07, 2016","49,745.13","49,745.13","49,745.13","49,745.13","0","1.35"
"Nov 04, 2016","49,082.16","49,082.16","49,082.16","49,082.16","0","-0.66"
"Nov 03, 2016","49,410.57","49,410.57","49,410.57","49,410.57","0","-0.06"
"Nov 02, 2016","49,442.64","49,442.64","49,442.64","49,442.64","0","-1.16"
"Nov 01, 2016","50,023.93","50,023.93","50,023.93","50,023.93","0","-0.51"
"Oct 31, 2016","50,281.70","50,281.70","50,281.70","50,281.70","0","0.65"
"Oct 28, 2016","49,957.59","49,957.59","49,957.59","49,957.59","0","-0.22"
"Oct 27, 2016","50,067.41","50,067.41","50,067.41","50,067.41","0","-1.19"
"Oct 26, 2016","50,669.70","50,669.70","50,669.70","50,669.70","0","-1.53"
"Oct 25, 2016","51,454.65","51,454.65","51,454.65","51,454.65","0","0.64"
"Oct 24, 2016","51,129.98","51,129.98","51,129.98","51,129.98","0","-0.40"
"Oct 21, 2016","51,336.37","51,336.37","51,336.37","51,336.37","0","-0.22"
"Oct 20, 2016","51,448.18","51,448.18","51,448.18","51,448.18","0","0.12"
"Oct 19, 2016","51,384.07","51,384.07","51,384.07","51,384.07","0","0.45"
"Oct 18, 2016","51,151.42","51,151.42","51,151.42","51,151.42","0","0.41"
"Oct 17, 2016","50,942.29","50,942.29","50,942.29","50,942.29","0","-0.83"
"Oct 14, 2016","51,370.18","51,370.18","51,370.18","51,370.18","0","-0.03"
"Oct 13, 2016","51,384.46","51,384.46","51,384.46","51,384.46","0","-0.71"
"Oct 12, 2016","51,753.38","51,753.38","51,753.38","51,753.38","0","-0.09"
"Oct 11, 2016","51,802.41","51,802.41","51,802.41","51,802.41","0","0.08"
"Oct 10, 2016","51,761.09","51,761.09","51,761.09","51,761.09","0","0.15"
"Oct 07, 2016","51,685.07","51,685.07","51,685.07","51,685.07","0","-0.29"
"Oct 06, 2016","51,832.93","51,832.93","51,832.93","51,832.93","0","0.55"
"Oct 05, 2016","51,547.20","51,547.20","51,547.20","51,547.20","0","-0.57"
"Oct 04, 2016","51,840.99","51,840.99","51,840.99","51,840.99","0","0.10"
"Oct 03, 2016","51,788.64","51,788.64","51,788.64","51,788.64","0","0.78"
"Sep 30, 2016","51,386.01","51,386.01","51,386.01","51,386.01","0","-0.64"
"Sep 29, 2016","51,719.22","51,719.22","51,719.22","51,719.22","0","1.10"
"Sep 28, 2016","51,158.03","51,158.03","51,158.03","51,158.03","0","0.12"
"Sep 27, 2016","51,095.07","51,095.07","51,095.07","51,095.07","0","-0.47"
"Sep 26, 2016","51,333.82","51,333.82","51,333.82","51,333.82","0","0.00"
"Sep 23, 2016","51,332.65","51,332.65","51,332.65","51,332.65","0","1.06"
"Sep 22, 2016","50,795.44","50,795.44","50,795.44","50,795.44","0","0.67"
"Sep 21, 2016","50,457.00","50,457.00","50,457.00","50,457.00","0","0.69"
"Sep 20, 2016","50,110.93","50,110.93","50,110.93","50,110.93","0","0.17"
"Sep 19, 2016","50,026.26","50,026.26","50,026.26","50,026.26","0","-0.03"
"Sep 16, 2016","50,042.36","50,042.36","50,042.36","50,042.36","0","1.08"
"Sep 15, 2016","49,505.36","49,505.36","49,505.36","49,505.36","0","0.25"
"Sep 14, 2016","49,381.49","49,381.49","49,381.49","49,381.49","0","0.39"
"Sep 13, 2016","49,189.33","49,189.33","49,189.33","49,189.33","0","-0.19"
"Sep 12, 2016","49,282.77","49,282.77","49,282.77","49,282.77","0","-2.23"
"Sep 09, 2016","50,405.66","50,405.66","50,405.66","50,405.66","0","-0.86"
"Sep 08, 2016","50,842.29","50,842.29","50,842.29","50,842.29","0","-0.64"
"Sep 07, 2016","51,170.55","51,170.55","51,170.55","51,170.55","0","0.24"
"Sep 06, 2016","51,046.58","51,046.58","51,046.58","51,046.58","0","-0.22"
"Sep 05, 2016","51,156.95","51,156.95","51,156.95","51,156.95","0","1.07"
"Sep 02, 2016","50,613.11","50,613.11","50,613.11","50,613.11","0","-0.77"
"Sep 01, 2016","51,007.58","51,007.58","51,007.58","51,007.58","0","-0.26"
"Aug 31, 2016","51,139.04","51,139.04","51,139.04","51,139.04","0","-0.77"
"Aug 30, 2016","51,536.89","51,536.89","51,536.89","51,536.89","0","0.18"
"Aug 29, 2016","51,443.18","51,443.18","51,443.18","51,443.18","0","-0.72"
"Aug 26, 2016","51,817.82","51,817.82","51,817.82","51,817.82","0","-0.48"
"Aug 25, 2016","52,065.84","52,065.84","52,065.84","52,065.84","0","-0.33"
"Aug 24, 2016","52,237.27","52,237.27","52,237.27","52,237.27","0","0.30"
"Aug 23, 2016","52,080.80","52,080.80","52,080.80","52,080.80","0","0.71"
"Aug 22, 2016","51,715.02","51,715.02","51,715.02","51,715.02","0","-0.21"
"Aug 19, 2016","51,823.18","51,823.18","51,823.18","51,823.18","0","0.35"
"Aug 18, 2016","51,642.91","51,642.91","51,642.91","51,642.91","0","-0.49"
"Aug 17, 2016","51,897.51","51,897.51","51,897.51","51,897.51","0","0.33"
"Aug 16, 2016","51,728.09","51,728.09","51,728.09","51,728.09","0","-0.14"
"Aug 15, 2016","51,798.39","51,798.39","51,798.39","51,798.39","0","0.16"
"Aug 12, 2016","51,713.74","51,713.74","51,713.74","51,713.74","0","0.49"
"Aug 11, 2016","51,462.06","51,462.06","51,462.06","51,462.06","0","-0.61"
"Aug 10, 2016","51,775.36","51,775.36","51,775.36","51,775.36","0","-0.15"
"Aug 09, 2016","51,854.34","51,854.34","51,854.34","51,854.34","0","0.27"
"Aug 08, 2016","51,717.01","51,717.01","51,717.01","51,717.01","0","0.74"
"Aug 05, 2016","51,339.41","51,339.41","51,339.41","51,339.41","0","0.39"
"Aug 04, 2016","51,137.70","51,137.70","51,137.70","51,137.70","0","0.18"
"Aug 03, 2016","51,043.44","51,043.44","51,043.44","51,043.44","0","-1.35"
"Aug 02, 2016","51,742.19","51,742.19","51,742.19","51,742.19","0","-0.84"
"Aug 01, 2016","52,179.75","52,179.75","52,179.75","52,179.75","0","0.45"
"Jul 29, 2016","51,945.96","51,945.96","51,945.96","51,945.96","0","0.10"
"Jul 28, 2016","51,891.77","51,891.77","51,891.77","51,891.77","0","0.30"
"Jul 27, 2016","51,734.29","51,734.29","51,734.29","51,734.29","0","0.04"
"Jul 26, 2016","51,713.57","51,713.57","51,713.57","51,713.57","0","0.07"
"Jul 25, 2016","51,677.05","51,677.05","51,677.05","51,677.05","0","0.64"
"Jul 22, 2016","51,346.68","51,346.68","51,346.68","51,346.68","0","-0.26"
"Jul 21, 2016","51,479.38","51,479.38","51,479.38","51,479.38","0","0.43"
"Jul 20, 2016","51,258.29","51,258.29","51,258.29","51,258.29","0","0.69"
"Jul 19, 2016","50,908.36","50,908.36","50,908.36","50,908.36","0","-0.13"
"Jul 18, 2016","50,975.74","50,975.74","50,975.74","50,975.74","0","0.53"
"Jul 15, 2016","50,705.87","50,705.87","50,705.87","50,705.87","0","0.33"
"Jul 14, 2016","50,538.12","50,538.12","50,538.12","50,538.12","0","0.43"
"Jul 13, 2016","50,322.65","50,322.65","50,322.65","50,322.65","0","0.66"
"Jul 12, 2016","49,992.82","49,992.82","49,992.82","49,992.82","0","0.30"
"Jul 11, 2016","49,842.35","49,842.35","49,842.35","49,842.35","0","2.04"
"Jul 08, 2016","48,847.14","48,847.14","48,847.14","48,847.14","0","0.05"
"Jul 07, 2016","48,822.68","48,822.68","48,822.68","48,822.68","0","0.58"
"Jul 06, 2016","48,539.05","48,539.05","48,539.05","48,539.05","0","-0.58"
"Jul 05, 2016","48,822.62","48,822.62","48,822.62","48,822.62","0","-1.02"
"Jul 04, 2016","49,324.81","49,324.81","49,324.81","49,324.81","0","0.67"
"Jul 01, 2016","48,995.96","48,995.96","48,995.96","48,995.96","0","0.25"
"Jun 30, 2016","48,872.37","48,872.37","48,872.37","48,872.37","0","1.77"
"Jun 29, 2016","48,022.27","48,022.27","48,022.27","48,022.27","0","0.99"
"Jun 28, 2016","47,550.96","47,550.96","47,550.96","47,550.96","0","-0.66"
"Jun 27, 2016","47,867.35","47,867.35","47,867.35","47,867.35","0","0.47"
"Jun 24, 2016","47,643.27","47,643.27","47,643.27","47,643.27","0","-3.17"
"Jun 23, 2016","49,204.02","49,204.02","49,204.02","49,204.02","0","0.18"
