"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 30, 2011","2,291.47","2,443.68","2,443.68","2,238.16","626.33M","-6.94"
"Oct 23, 2011","2,462.36","2,346.83","2,506.22","2,316.62","531.52M","5.34"
"Oct 16, 2011","2,337.51","2,368.79","2,393.40","2,268.01","544.75M","-0.76"
"Oct 09, 2011","2,355.48","2,288.16","2,384.41","2,267.94","641.97M","3.80"
"Oct 02, 2011","2,269.19","2,146.70","2,290.73","2,054.98","541.50M","4.11"
"Sep 25, 2011","2,179.66","2,004.97","2,232.02","1,993.71","660.23M","7.58"
"Sep 18, 2011","2,026.03","2,123.89","2,143.25","1,935.89","567.52M","-6.17"
"Sep 11, 2011","2,159.28","2,042.71","2,192.41","1,948.65","823.61M","4.13"
"Sep 04, 2011","2,073.67","2,191.17","2,191.17","2,063.58","547.67M","-6.62"
"Aug 28, 2011","2,220.72","2,208.62","2,326.78","2,207.21","410.94M","1.38"
"Aug 21, 2011","2,190.44","2,148.00","2,273.42","2,140.32","483.83M","1.45"
"Aug 14, 2011","2,159.07","2,320.62","2,355.67","2,117.68","513.51M","-6.43"
"Aug 07, 2011","2,307.33","2,362.62","2,428.55","2,077.06","1.11B","-2.86"
"Jul 31, 2011","2,375.15","2,691.93","2,709.04","2,346.29","898.87M","-11.06"
"Jul 24, 2011","2,670.37","2,759.24","2,763.99","2,631.26","633.04M","-3.69"
"Jul 17, 2011","2,772.60","2,663.40","2,796.57","2,617.37","753.28M","3.63"
"Jul 10, 2011","2,675.38","2,771.66","2,771.66","2,608.04","777.56M","-4.11"
"Jul 03, 2011","2,790.09","2,878.26","2,878.71","2,787.37","545.86M","-2.98"
"Jun 26, 2011","2,875.67","2,711.42","2,887.30","2,702.10","505.22M","5.88"
"Jun 19, 2011","2,715.88","2,764.52","2,806.13","2,707.45","534.86M","-1.96"
"Jun 12, 2011","2,770.12","2,734.70","2,790.22","2,692.95","623.76M","1.38"
"Jun 05, 2011","2,732.54","2,787.46","2,787.46","2,725.65","461.48M","-2.03"
"May 29, 2011","2,789.11","2,818.12","2,873.88","2,751.04","560.60M","-1.07"
"May 22, 2011","2,819.40","2,827.62","2,838.38","2,777.73","625.34M","-1.21"
"May 15, 2011","2,853.98","2,876.04","2,910.58","2,844.44","505.36M","-1.40"
"May 08, 2011","2,894.60","2,942.16","2,962.89","2,889.83","528.33M","-1.97"
"May 01, 2011","2,952.90","3,025.00","3,029.68","2,906.39","468.82M","-1.94"
"Apr 24, 2011","3,011.25","2,930.25","3,012.76","2,927.93","326.75M","2.55"
"Apr 17, 2011","2,936.30","2,915.88","2,948.29","2,833.07","463.13M","0.59"
"Apr 10, 2011","2,919.05","2,983.40","2,984.75","2,900.16","494.25M","-2.20"
"Apr 03, 2011","2,984.66","2,958.08","2,992.21","2,932.75","569.25M","0.73"
"Mar 27, 2011","2,962.92","2,908.53","2,964.36","2,884.92","559.43M","1.77"
"Mar 20, 2011","2,911.33","2,819.70","2,926.02","2,819.49","490.92M","4.25"
"Mar 13, 2011","2,792.61","2,883.84","2,895.70","2,717.74","884.66M","-3.16"
"Mar 06, 2011","2,883.84","2,942.41","2,976.07","2,873.06","518.91M","-2.22"
"Feb 27, 2011","2,949.18","2,983.22","3,041.39","2,940.87","581.05M","-1.20"
"Feb 20, 2011","2,985.02","3,065.06","3,065.73","2,930.06","547.29M","-2.70"
"Feb 13, 2011","3,068.00","3,034.75","3,077.24","3,009.79","540.62M","1.44"
"Feb 06, 2011","3,024.37","3,008.02","3,050.60","2,986.00","516.84M","0.71"
"Jan 30, 2011","3,003.19","2,951.63","3,022.61","2,917.98","595.58M","1.66"
"Jan 23, 2011","2,954.13","2,974.95","3,004.27","2,952.42","596.43M","-0.55"
"Jan 16, 2011","2,970.56","2,920.70","2,999.77","2,902.57","630.73M","1.72"
"Jan 09, 2011","2,920.40","2,800.30","2,925.18","2,756.49","659.03M","3.99"
"Jan 02, 2011","2,808.25","2,807.76","2,868.31","2,788.10","410.21M","0.55"
"Dec 26, 2010","2,792.82","2,859.28","2,862.32","2,792.82","167.46M","-2.42"
"Dec 19, 2010","2,861.94","2,825.15","2,882.88","2,821.47","260.27M","1.42"
"Dec 12, 2010","2,821.77","2,847.83","2,867.23","2,818.90","460.39M","-0.63"
"Dec 05, 2010","2,839.53","2,784.13","2,850.17","2,756.22","439.38M","2.05"
"Nov 28, 2010","2,782.39","2,748.94","2,796.03","2,635.08","788.00M","1.66"
"Nov 21, 2010","2,736.96","2,845.92","2,871.17","2,707.91","543.94M","-3.82"
"Nov 14, 2010","2,845.75","2,814.45","2,859.45","2,775.84","427.93M","0.83"
"Nov 07, 2010","2,822.43","2,871.74","2,902.80","2,765.65","540.23M","-1.86"
"Oct 31, 2010","2,875.94","2,861.56","2,896.52","2,824.28","452.41M","1.09"
"Oct 24, 2010","2,844.99","2,886.29","2,891.52","2,825.66","359.41M","-1.00"
"Oct 17, 2010","2,873.74","2,830.03","2,890.54","2,820.58","385.77M","1.13"
"Oct 10, 2010","2,841.65","2,790.64","2,859.96","2,745.63","367.90M","2.02"
"Oct 03, 2010","2,785.43","2,732.12","2,809.00","2,690.88","407.18M","1.92"
"Sep 26, 2010","2,732.91","2,796.94","2,805.30","2,719.71","467.78M","-2.14"
"Sep 19, 2010","2,792.75","2,765.05","2,827.44","2,709.78","536.90M","1.28"
"Sep 12, 2010","2,757.37","2,800.88","2,821.55","2,747.97","419.89M","-0.83"
"Sep 05, 2010","2,780.40","2,757.48","2,792.03","2,703.96","375.39M","1.24"
"Aug 29, 2010","2,746.23","2,636.83","2,771.17","2,576.35","424.67M","4.41"
"Aug 22, 2010","2,630.35","2,648.88","2,683.70","2,560.00","428.78M","-0.52"
"Aug 15, 2010","2,643.98","2,713.06","2,752.47","2,637.72","354.84M","-2.39"
"Aug 08, 2010","2,708.73","2,805.28","2,828.52","2,687.42","363.17M","-2.54"
"Aug 01, 2010","2,779.34","2,756.00","2,849.45","2,756.00","445.05M","1.36"
"Jul 25, 2010","2,742.14","2,732.99","2,801.46","2,709.46","485.39M","0.85"
"Jul 18, 2010","2,719.13","2,639.36","2,732.74","2,586.49","450.94M","2.78"
"Jul 11, 2010","2,645.61","2,686.80","2,752.14","2,634.29","405.60M","-1.33"
"Jul 04, 2010","2,681.20","2,527.79","2,690.52","2,506.63","495.40M","6.30"
"Jun 27, 2010","2,522.36","2,636.45","2,671.48","2,502.50","587.93M","-4.07"
"Jun 20, 2010","2,629.25","2,762.38","2,788.73","2,617.46","588.72M","-3.94"
"Jun 13, 2010","2,737.02","2,653.30","2,748.33","2,653.30","737.35M","3.74"
"Jun 06, 2010","2,638.31","2,528.63","2,651.39","2,475.71","783.55M","3.32"
"May 30, 2010","2,553.59","2,608.03","2,668.56","2,539.39","646.84M","-2.31"
"May 23, 2010","2,614.06","2,586.84","2,637.59","2,448.10","870.05M","1.55"
"May 16, 2010","2,574.18","2,621.64","2,713.47","2,497.32","1.00B","-2.27"
"May 09, 2010","2,633.92","2,534.81","2,787.70","2,531.43","1.08B","5.35"
"May 02, 2010","2,500.18","2,806.71","2,828.79","2,472.10","984.77M","-11.24"
"Apr 25, 2010","2,816.86","2,936.95","2,962.94","2,762.15","705.07M","-3.47"
"Apr 18, 2010","2,918.11","2,941.87","2,990.05","2,882.09","466.36M","-1.07"
"Apr 11, 2010","2,949.65","3,008.80","3,027.14","2,940.38","428.16M","-1.47"
"Apr 04, 2010","2,993.54","2,988.99","2,998.29","2,923.28","282.26M","0.50"
"Mar 28, 2010","2,978.50","2,947.18","2,980.83","2,910.09","249.96M","1.28"
"Mar 21, 2010","2,940.94","2,889.13","2,952.49","2,849.14","382.74M","1.48"
"Mar 14, 2010","2,897.95","2,894.79","2,936.37","2,868.45","422.26M","-0.01"
"Mar 07, 2010","2,898.36","2,888.02","2,921.80","2,857.23","302.23M","0.73"
"Feb 28, 2010","2,877.44","2,743.17","2,877.44","2,737.07","408.66M","5.46"
"Feb 21, 2010","2,728.47","2,798.29","2,804.30","2,677.21","451.55M","-2.32"
"Feb 14, 2010","2,793.37","2,683.49","2,795.83","2,676.49","381.79M","4.45"
"Feb 07, 2010","2,674.46","2,635.84","2,727.69","2,617.77","561.78M","1.63"
"Jan 31, 2010","2,631.64","2,763.88","2,842.61","2,631.64","642.07M","-5.23"
"Jan 24, 2010","2,776.83","2,825.15","2,845.15","2,737.33","506.43M","-2.11"
"Jan 17, 2010","2,836.80","2,949.94","2,990.50","2,806.51","458.00M","-3.52"
"Jan 10, 2010","2,940.25","3,030.42","3,044.37","2,939.04","371.40M","-2.57"
"Jan 03, 2010","3,017.85","2,974.86","3,025.60","2,974.86","322.81M","1.78"
"Dec 27, 2009","2,964.96","2,970.01","3,001.56","2,964.87","61.45M","0.27"
"Dec 20, 2009","2,957.03","2,879.12","2,969.13","2,875.79","133.11M","2.99"
"Dec 13, 2009","2,871.22","2,878.61","2,926.52","2,855.63","354.03M","0.31"
"Dec 06, 2009","2,862.32","2,900.35","2,907.82","2,802.39","342.72M","-1.65"
"Nov 29, 2009","2,910.33","2,834.46","2,930.01","2,791.78","370.34M","2.80"
"Nov 22, 2009","2,831.14","2,848.09","2,910.22","2,757.02","407.14M","-0.07"
"Nov 15, 2009","2,833.06","2,895.49","2,933.96","2,824.88","383.17M","-1.73"
"Nov 08, 2009","2,883.04","2,810.60","2,904.88","2,810.60","361.25M","3.18"
"Nov 01, 2009","2,794.25","2,738.26","2,808.69","2,693.80","378.54M","1.85"
"Oct 25, 2009","2,743.50","2,892.79","2,907.02","2,737.24","489.14M","-4.94"
"Oct 18, 2009","2,886.08","2,900.37","2,962.06","2,878.83","383.93M","-0.26"
"Oct 11, 2009","2,893.53","2,888.41","2,960.61","2,869.65","397.94M","0.39"
"Oct 04, 2009","2,882.18","2,764.48","2,903.04","2,746.85","382.73M","4.40"
"Sep 27, 2009","2,760.60","2,828.16","2,915.71","2,743.79","472.46M","-2.52"
"Sep 20, 2009","2,831.95","2,885.10","2,907.06","2,819.29","512.98M","-1.91"
"Sep 13, 2009","2,887.24","2,815.07","2,913.69","2,785.73","529.63M","1.97"
"Sep 06, 2009","2,831.37","2,753.55","2,846.52","2,753.55","447.71M","3.21"
"Aug 30, 2009","2,743.34","2,789.40","2,796.01","2,674.66","470.82M","-2.15"
"Aug 23, 2009","2,803.65","2,751.58","2,831.44","2,750.73","484.93M","2.11"
"Aug 16, 2009","2,745.62","2,659.73","2,749.89","2,587.25","387.20M","2.85"
"Aug 09, 2009","2,669.41","2,700.92","2,733.95","2,631.24","389.20M","-1.36"
"Aug 02, 2009","2,706.22","2,637.51","2,717.59","2,631.67","530.24M","2.58"
"Jul 26, 2009","2,638.13","2,598.15","2,668.50","2,568.41","466.89M","2.14"
"Jul 19, 2009","2,582.76","2,482.80","2,613.38","2,482.80","416.62M","4.60"
"Jul 12, 2009","2,469.20","2,276.30","2,485.59","2,258.60","426.40M","8.23"
"Jul 05, 2009","2,281.47","2,359.51","2,370.12","2,277.50","353.73M","-4.00"
"Jun 28, 2009","2,376.48","2,384.86","2,459.89","2,354.58","357.00M","-0.56"
"Jun 21, 2009","2,389.91","2,433.54","2,435.00","2,343.02","454.92M","-1.84"
"Jun 14, 2009","2,434.77","2,498.73","2,498.73","2,365.18","559.13M","-2.97"
"Jun 07, 2009","2,509.22","2,497.26","2,536.23","2,452.80","407.40M","0.24"
"May 31, 2009","2,503.17","2,475.53","2,549.32","2,471.77","431.99M","2.12"
"","","","","","",""
"","Highest:3,836.28","Lowest:1,935.89","Difference:1,900.39","Average:2,926.18","Change %:44.19"
